extractseqno	prod	source-desc-name	attributegrp	descrip1	descrip2	descrip3	lookupnm	user24	rowpointer
106	ENG A404896BLK	.040 BLACK ALUMINUM SHEE T 4X8		.040 BLACK ALUMINUM SHEE	T 4X8		763984		911a2a90-25b0-cf93-e814-46a548d54b77
107	ENG A404896CTYL	CAUT YELLOW 4X8 040 ALUM SHEET		CAUT YELLOW 4X8 040 ALUM	SHEET		553520		911a2a90-25b0-cf93-e814-46a5c06c6e77
108	ENG A404896GR	4X8 ALUMINUM SHEET .040 GREEN		4X8 ALUMINUM SHEET .040	GREEN		756640		911a2a90-25b0-cf93-e814-46a5f84c8877
109	ENG A404896OR	4X8 ALUMINUM SHEET .040 ORANGE		4X8 ALUMINUM SHEET .040	ORANGE		756636		911a2a90-25b0-cf93-e814-46a50855a277
110	ENG A404896RD	RED 4X8 ALUMINUM SHEET . 040		RED 4X8 ALUMINUM SHEET .	040		899382		911a2a90-25b0-cf93-e814-46a58829bc77
111	ENG A404896YL	YELLOW ALUM .040 SHEET 4 8X96		YELLOW ALUM .040 SHEET 4	8X96		776653		911a2a90-25b0-cf93-e814-46a5d83ed977
112	ENG A804896	WHITE ALUMINUM SHEET .08 0 48X96		WHITE ALUMINUM SHEET .08	0 48X96		129541		911a2a90-25b0-cf93-e814-46a578f7f377
113	ENG A8060120MILL/MILL	.080 60X120 ALUM SHEET		.080 60X120 ALUM SHEET			714710		911a2a90-25b0-cf93-e814-46a5f8d70b78
114	ENG ACRY8	24X24 1/8 CLEAR ACRYLIC SHEET		24X24 1/8 CLEAR ACRYLIC	SHEET		81329		911a2a90-25b0-cf93-e814-46a5b01b2478
115	ENG ACRY8-24X48	ACRYLIC SHEET 1/8 CLEAR 24X48		ACRYLIC SHEET 1/8 CLEAR	24X48		115423		911a2a90-25b0-cf93-e814-46a560a93b78
116	ENG AL-17	ORANGE 12X24 ALUMINUM SH EET		ORANGE 12X24 ALUMINUM SH	EET		107245		911a2a90-25b0-cf93-e814-46a518065478
117	ENG AL2	4X8.040 ANODIZED ALUMINU M PLATE BLCK		4X8.040 ANODIZED ALUMINU	M PLATE BLCK		255459		911a2a90-25b0-cf93-e814-46a5f8d06c78
118	ENG AL3	7.75X7.375.040 AL PLATE ANOD BLACK		7.75X7.375.040 AL PLATE	ANOD BLACK		255464		911a2a90-25b0-cf93-e814-46a530ef8478
119	ENG ALUMALITE4X8BLUE	4X8 SHEET ROYAL BLUE 1/4		4X8 SHEET ROYAL BLUE 1/4			241612		911a2a90-25b0-cf93-e814-46a5382fa178
120	ENG AN-405	ANODIZED ALUMINUM BLACK .040 12X24		ANODIZED ALUMINUM BLACK	.040 12X24		205681		911a2a90-25b0-cf93-e814-46a53881bd78
121	ENG APANEL4X8X3MM5022BLU	E 4X8 BLUE ALUM PANEL		E 4X8 BLUE ALUM PANEL			664744		911a2a90-25b0-cf93-e814-46a52093dc78
122	ENG AS-10	ADHESIVE HOLD DOWN PACKA GE 10/PKG		ADHESIVE HOLD DOWN PACKA	GE 10/PKG		429006		911a2a90-25b0-cf93-e814-46a54847fb78
123	ENG BA080BL0624RD	6X24 BLUE REFLECTVE FLAT BLNK		6X24 BLUE REFLECTVE FLAT	BLNK		567714		911a2a90-25b0-cf93-e814-46a5f8bc1679
124	ENG BA080EWH2418SP	.080 REFLECTIVE ALUM BLA NK		.080 REFLECTIVE ALUM BLA	NK		792794		911a2a90-25b0-cf93-e814-46a5e0b43179
125	ENG BA080HWH1206R	12X6 SHEETED BLANK STD P &R		12X6 SHEETED BLANK STD P	&R		381802		911a2a90-25b0-cf93-e814-46a538d04a79
126	ENG BA080HWH1218R	12X18 SHEETED BLANK STD P&R		12X18 SHEETED BLANK STD	P&R		134843		911a2a90-25b0-cf93-e814-46a528396579
127	ENG BA080VWH1218R	12X18 SHEETED WHT BLNK S TD PR		12X18 SHEETED WHT BLNK S	TD PR		381804		911a2a90-25b0-cf93-e814-46a590248079
128	ENG BAN0161F	14OZ WHITE BANNER BLANK PER FOOT		14OZ WHITE BANNER BLANK	PER FOOT		256908		911a2a90-25b0-cf93-e814-46a5a8c39b79
129	ENG BAN3136F	2-SIDED BANNER BLANK 3X2 4 WHITE		2-SIDED BANNER BLANK 3X2	4 WHITE		746460		911a2a90-25b0-cf93-e814-46a5f8acb779
130	ENG BAN3136F-FT	16OZ WHITE CUSTOMER BANN ER/FT		16OZ WHITE CUSTOMER BANN	ER/FT		217		911a2a90-25b0-cf93-e814-46a5c838d479
131	ENG BAN3154F	16OZ CUSTOM BANNER WHITE PER FOOT		16OZ CUSTOM BANNER WHITE	PER FOOT		218		911a2a90-25b0-cf93-e814-46a5c01ff079
132	ENG BAN3172F	16OZ WHITE BLOCKOUT BANN ER PER FT		16OZ WHITE BLOCKOUT BANN	ER PER FT		256907		911a2a90-25b0-cf93-e814-46a508660c7a
133	ENG BANNETAPE	1X72YD HEAVY DUTY BANNER HEM TAP		1X72YD HEAVY DUTY BANNER	HEM TAP		264677		911a2a90-25b0-cf93-e814-46a5805a2c7a
134	ENG BANTEX	13OZ 54X50YD PRINTABLE B ANNER		13OZ 54X50YD PRINTABLE B	ANNER		734236		911a2a90-25b0-cf93-e814-46a5281b4b7a
135	ENG BC-18	SWIVEL STRAP W/2-3/4 VIN YL ID STRAP		SWIVEL STRAP W/2-3/4 VIN	YL ID STRAP		467193		911a2a90-25b0-cf93-e814-46a5c05b637a
136	ENG BC-2B-PS	1.5 SAFETY PIN WITH ADHE SIVE		1.5 SAFETY PIN WITH ADHE	SIVE		318969		911a2a90-25b0-cf93-e814-46a5f0987d7a
137	ENG BC-3A-PS	2 RIBBON BAR W/ADH		2 RIBBON BAR W/ADH			278368		911a2a90-25b0-cf93-e814-46a5189d977a
138	ENG BC-5-PS	ABS DISC W/ADH BACK		ABS DISC W/ADH BACK			273389		911a2a90-25b0-cf93-e814-46a5903eb07a
139	ENG BC-8	RUBBER CLUTCH FOR BC-3A- PS		RUBBER CLUTCH FOR BC-3A-	PS		278370		911a2a90-25b0-cf93-e814-46a5408ad27a
140	ENG BC-9	BRASS CLUTCH FOR BC-5		BRASS CLUTCH FOR BC-5			273390		911a2a90-25b0-cf93-e814-46a56051f57a
141	ENG BF206-204	WH/BK 12X24 PLASTIC SHEE T		WH/BK 12X24 PLASTIC SHEE	T		747299		911a2a90-25b0-cf93-e814-46a5e0c3167b
142	ENG BF206-206	WH/RD PLASTIC SHEET 1/16 12X24		WH/RD PLASTIC SHEET 1/16	12X24		219154		911a2a90-25b0-cf93-e814-46a58813337b
143	ENG BF206-402	BK/WH PLASTIC SHEET 12X2 4 1/16		BK/WH PLASTIC SHEET 12X2	4 1/16		728999		911a2a90-25b0-cf93-e814-46a500ce4b7b
144	ENG BF206-40224X48	BK/WH PLASTIC ENGRAVING SHEE		BK/WH PLASTIC ENGRAVING	SHEE		75385		911a2a90-25b0-cf93-e814-46a5e874677b
145	ENG BF206-602	RD/WH PLASTIC SHEET 12X2 4 1/16		RD/WH PLASTIC SHEET 12X2	4 1/16		729000		911a2a90-25b0-cf93-e814-46a528ad807b
146	ENG BF206-614	OR/BK PLASTIC SHEET 12X2 4 1/16		OR/BK PLASTIC SHEET 12X2	4 1/16		247128		911a2a90-25b0-cf93-e814-46a520f1997b
147	ENG BF206-704	YL/BK PLASTIC SHEET 12X2 4		YL/BK PLASTIC SHEET 12X2	4		740127		911a2a90-25b0-cf93-e814-46a590a4b27b
148	ENG BRB155G	REFLEX BLUE 155 BULLETIN ENAMEL GAL		REFLEX BLUE 155 BULLETIN	ENAMEL GAL		431177		911a2a90-25b0-cf93-e814-46a5d847cc7b
149	ENG BRDFDG	1 GALLON WHITE BLOCKOUT PRIMER		1 GALLON WHITE BLOCKOUT	PRIMER		763993		911a2a90-25b0-cf93-e814-46a598c5e87b
150	ENG C2-125-010K	SOLID MICROGRAIN CUTTER 010 TIP		SOLID MICROGRAIN CUTTER	010 TIP		432380		911a2a90-25b0-cf93-e814-46a570a3057c
151	ENG C2-125-DGK	DIAMOND TIP ENGRAVING BI T		DIAMOND TIP ENGRAVING BI	T		429008		911a2a90-25b0-cf93-e814-46a5001c207c
152	ENG CAC203722	4X8 YELLOW ACRYLIC SHEET .177 THK		4X8 YELLOW ACRYLIC SHEET	.177 THK		916098		911a2a90-25b0-cf93-e814-46a528143c7c
153	ENG CM18R	1/8 RADIUS DIE FOR CORNE RMASTER		1/8 RADIUS DIE FOR CORNE	RMASTER		494540		911a2a90-25b0-cf93-e814-46a5f0e2547c
154	ENG COBTMPLET15X10GOLD	15X10Y GOLD ENGINE TURN		15X10Y GOLD ENGINE TURN			214367		911a2a90-25b0-cf93-e814-46a5e0fa6f7c
155	ENG DARB1338120G	13OZ GLOSS BANNER ROLL 3 8X120		13OZ GLOSS BANNER ROLL 3	8X120		850157		911a2a90-25b0-cf93-e814-46a5f8868a7c
156	ENG DBLSPP30165G	30X165 GLOSSY PHOTO PAPE R RL		30X165 GLOSSY PHOTO PAPE	R RL		140734		911a2a90-25b0-cf93-e814-46a59096a67c
157	ENG DMAG83235012	24X25 M-FLEX MAGNETIC RO LL		24X25 M-FLEX MAGNETIC RO	LL		416241		911a2a90-25b0-cf93-e814-46a5480dc37c
158	ENG DPF4313-5415	54X50YD MATTE BANNER 13O Z		54X50YD MATTE BANNER 13O	Z		349429		911a2a90-25b0-cf93-e814-46a5c00cdd7c
159	ENG DR51150364	15X10YD GOLD REFLECTIVE VINYL		15X10YD GOLD REFLECTIVE	VINYL		140733		911a2a90-25b0-cf93-e814-46a570a7f67c
160	ENG DR51240377	24X10YD GREEN REFLECTIVE VINYL		24X10YD GREEN REFLECTIVE	VINYL		307965		911a2a90-25b0-cf93-e814-46a5108b0e7d
161	ENG DR51240832	24X10YD RUBY RED REFLECT IVE RL		24X10YD RUBY RED REFLECT	IVE RL		307966		911a2a90-25b0-cf93-e814-46a57081267d
162	ENG DRBSLT38	BIG SQUEEGEE LAMINATOR 3 8		BIG SQUEEGEE LAMINATOR 3	8		122039		911a2a90-25b0-cf93-e814-46a500513f7d
163	ENG DRCB	APPLICATION SQUEEGEE		APPLICATION SQUEEGEE			395190		911a2a90-25b0-cf93-e814-46a59097597d
164	ENG DRN-20	3-PACK DEPTH REGULATOR B EARING		3-PACK DEPTH REGULATOR B	EARING		648906		911a2a90-25b0-cf93-e814-46a5e874747d
165	ENG DU395	3950 EDGE SEALER 8OZ DAU BER CAN		3950 EDGE SEALER 8OZ DAU	BER CAN		291406		911a2a90-25b0-cf93-e814-46a50802907d
166	ENG DWBCSGQT	CLEARSHIELD QUART CLEAR COAT		CLEARSHIELD QUART CLEAR	COAT		499022		911a2a90-25b0-cf93-e814-46a5405aaf7d
167	ENG E-PVC4X8X3MMWHITE	4X8 PVC SHEET 3MM THICK		4X8 PVC SHEET 3MM THICK			134884		911a2a90-25b0-cf93-e814-46a5f015d07d
168	ENG EB21	10X30 ECONO STEP STAKES		10X30 ECONO STEP STAKES			370572		911a2a90-25b0-cf93-e814-46a5604ce87d
169	ENG EBA411	18X12 .040 WHITE ALUMINU M BLANK		18X12 .040 WHITE ALUMINU	M BLANK		489446		911a2a90-25b0-cf93-e814-46a568aaff7d
170	ENG EBA423	2X3 .040 WHITE ALUMINUM SHEET		2X3 .040 WHITE ALUMINUM	SHEET		398777		911a2a90-25b0-cf93-e814-46a5304d177e
171	ENG EBA811RC	12X18 .080 ALUMINUM BLAN K		12X18 .080 ALUMINUM BLAN	K		764005		911a2a90-25b0-cf93-e814-46a5a0382f7e
172	ENG EBA823RC	.080 WHITE ALUMINUM BLAN K RND CNRS		.080 WHITE ALUMINUM BLAN	K RND CNRS		491667		911a2a90-25b0-cf93-e814-46a57898477e
173	ENG EBA824	.080 24X24 ALUMINUM BLAN K WHITE		.080 24X24 ALUMINUM BLAN	K WHITE		793823		911a2a90-25b0-cf93-e814-46a538f6607e
174	ENG EBI21	ECONOMY STEP STAKE WIRE WHITE BOX		ECONOMY STEP STAKE WIRE	WHITE BOX		17635		911a2a90-25b0-cf93-e814-46a5d8d3797e
175	ENG EBLP	6X12 ALUMINUM LICENSE PL ATE BLANK		6X12 ALUMINUM LICENSE PL	ATE BLANK		462396		911a2a90-25b0-cf93-e814-46a5007a927e
176	ENG EBT3122	4X8 YELLOW SINTRA SHEET .125		4X8 YELLOW SINTRA SHEET	.125		649697		911a2a90-25b0-cf93-e814-46a5780ea97e
177	ENG EBT6	48X96 WHITE PVC SHEET 6m m THICK		48X96 WHITE PVC SHEET 6m	m THICK		333342		911a2a90-25b0-cf93-e814-46a540fdc47e
178	ENG EBY6	WHITE .060 STYRENE 4X8 S HEET		WHITE .060 STYRENE 4X8 S	HEET		368313		911a2a90-25b0-cf93-e814-46a5f0c3df7e
179	ENG ECS-JEFFERSON	PREFORMED HDU SIGN BLANK		PREFORMED HDU SIGN BLANK			566596		911a2a90-25b0-cf93-e814-46a5209df97e
180	ENG EMAL48AD	IVORY ALUMALITE 4X8SHEET		IVORY ALUMALITE 4X8SHEET			370579		911a2a90-25b0-cf93-e814-46a59819147f
181	ENG EMEL48AA	ROYAL BLUE ECONOLITE 4X8 6mm		ROYAL BLUE ECONOLITE 4X8	6mm		401273		911a2a90-25b0-cf93-e814-46a510da2b7f
182	ENG EMF51	4X8 1/2 PREFINISHED MDO SIGN BOARD		4X8 1/2 PREFINISHED MDO	SIGN BOARD		420301		911a2a90-25b0-cf93-e814-46a5e096447f
183	ENG EMS200	1/4X98 WHITE EDGE CAP		1/4X98 WHITE EDGE CAP			500413		911a2a90-25b0-cf93-e814-46a588fe5c7f
184	ENG EMS209	IVORY U CHANNEL EDGE CAP		IVORY U CHANNEL EDGE CAP			370580		911a2a90-25b0-cf93-e814-46a510c8797f
185	ENG ENU1	3/16 FOAM BOARD WHITE 4X 8 SHEET		3/16 FOAM BOARD WHITE 4X	8 SHEET		505520		911a2a90-25b0-cf93-e814-46a5484a927f
186	ENG EPMR2	.030 MAGNETIC ROLL 25 WH ITE		.030 MAGNETIC ROLL 25 WH	ITE		81968		911a2a90-25b0-cf93-e814-46a5900cab7f
187	ENG EPMR3	24X50FT MAGNETIC STOCK R OLL .030		24X50FT MAGNETIC STOCK R	OLL .030		449466		911a2a90-25b0-cf93-e814-46a5482bc57f
188	ENG EPT1	1X100 MAGNETIC TAPE		1X100 MAGNETIC TAPE			754594		911a2a90-25b0-cf93-e814-46a54005df7f
189	ENG EQH901	HIKER GROMMETT HAND PRES S		HIKER GROMMETT HAND PRES	S		867808		911a2a90-25b0-cf93-e814-46a530b9f97f
190	ENG EQP206I	IVORY BANNER BLANK 2X6		IVORY BANNER BLANK 2X6			430345		911a2a90-25b0-cf93-e814-46a568e41380
191	ENG EQP308I	IVORY BANNER BLANK 3X8		IVORY BANNER BLANK 3X8			430346		911a2a90-25b0-cf93-e814-46a520282c80
192	ENG EQRBV206	2X6 BANNER		2X6 BANNER			370566		911a2a90-25b0-cf93-e814-46a580054480
193	ENG EQSP2	SELF-PIERCING GROMMETTS AND WASHERS		SELF-PIERCING GROMMETTS	AND WASHERS		867810		911a2a90-25b0-cf93-e814-46a5e07e5b80
194	ENG ER-12R	1/2 RADIUS DIE FOR CORNE RMASTER		1/2 RADIUS DIE FOR CORNE	RMASTER		521794		911a2a90-25b0-cf93-e814-46a570d17380
195	ENG ER-14N	1/4 NOTCH DIE FOR CORNER ROUNDER		1/4 NOTCH DIE FOR CORNER	ROUNDER		994236		911a2a90-25b0-cf93-e814-46a560c38c80
196	ENG ER-14R	1/4 RADIUS DIE FOR CORNE R ROUNDER		1/4 RADIUS DIE FOR CORNE	R ROUNDER		743995		911a2a90-25b0-cf93-e814-46a5087ca480
197	ENG ER-18R	1/8 RADIUS DIE FOR CORNE R ROUNDER		1/8 RADIUS DIE FOR CORNE	R ROUNDER		29675		911a2a90-25b0-cf93-e814-46a5e026bd80
198	ENG ER-BASE	CORNERMASTER BASE STANDA RD		CORNERMASTER BASE STANDA	RD		494533		911a2a90-25b0-cf93-e814-46a5f85ad580
199	ENG ER-LB12	LOWER BLADE FOR 12 METAL SHEAR		LOWER BLADE FOR 12 METAL	SHEAR		402943		911a2a90-25b0-cf93-e814-46a57886ed80
200	ENG ER-UB12M	UPPER BLADE FOR METAL SH EAR		UPPER BLADE FOR METAL SH	EAR		402945		911a2a90-25b0-cf93-e814-46a530ab0681
201	ENG ESL3-BK	ROLAND INK CART, BLK		ROLAND INK CART, BLK			341403		911a2a90-25b0-cf93-e814-46a5e8db1d81
202	ENG ESL3-CY	ROLAND INK CART, CYAN		ROLAND INK CART, CYAN			341404		911a2a90-25b0-cf93-e814-46a5d01d3581
203	ENG ESL3-MG	ROLAND INK CART, MAGENTA		ROLAND INK CART, MAGENTA			341405		911a2a90-25b0-cf93-e814-46a5d85c4d81
204	ENG ESL3-YE	ROLAND INK CART, YELLOW		ROLAND INK CART, YELLOW			341427		911a2a90-25b0-cf93-e814-46a558256981
205	ENG ESM-CSF-66-48	48 CLEAR SOLVENT FILM 66		48 CLEAR SOLVENT FILM 66			764111		911a2a90-25b0-cf93-e814-46a500628481
206	ENG ESM-GCVP	30X75 ROLL VINYL		30X75 ROLL VINYL			370954		911a2a90-25b0-cf93-e814-46a5c03c9e81
207	ENG FFR24	24 METAL RULER		24 METAL RULER			368305		911a2a90-25b0-cf93-e814-46a57093ba81
208	ENG FFR48	48 METAL RULER		48 METAL RULER			368307		911a2a90-25b0-cf93-e814-46a568ddd281
209	ENG FILTER	SERGE MIST SP-300V		SERGE MIST SP-300V			789874		911a2a90-25b0-cf93-e814-46a5306de981
210	ENG FJ400/500	WIPERS FOR SP-300V		WIPERS FOR SP-300V			451834		911a2a90-25b0-cf93-e814-46a510da0082
211	ENG FKBSN	BIDDI BI-DIRECTIONAL SAF ETY KNIFE		BIDDI BI-DIRECTIONAL SAF	ETY KNIFE		836694		911a2a90-25b0-cf93-e814-46a560451882
212	ENG FKT611	#11 TECHNI EDGE BLADES 1 00 PACK		#11 TECHNI EDGE BLADES 1	00 PACK		511233		911a2a90-25b0-cf93-e814-46a5b89e2f82
213	ENG FKX1	RAZOR KNIFE		RAZOR KNIFE			368308		911a2a90-25b0-cf93-e814-46a590684782
214	ENG FLEXIBRASS	602-735 BR.GOLD/BLUE		602-735 BR.GOLD/BLUE			312528		911a2a90-25b0-cf93-e814-46a5d0425f82
215	ENG FROGA	FROG JUICE SEALER AEROSO L CAN		FROG JUICE SEALER AEROSO	L CAN		368316		911a2a90-25b0-cf93-e814-46a5003b7882
216	ENG FT20100	1 MASKING TAPE 60YD ROLL		1 MASKING TAPE 60YD ROLL			413324		911a2a90-25b0-cf93-e814-46a5c8229182
217	ENG FT35	.		.			415435		911a2a90-25b0-cf93-e814-46a5e806ab82
218	ENG FT37	.		.			415436		911a2a90-25b0-cf93-e814-46a5509ac382
219	ENG G3651G30	30X165 GLOSS WHT VINYL O RAJET		30X165 GLOSS WHT VINYL O	RAJET		376267		911a2a90-25b0-cf93-e814-46a550d2db82
220	ENG G3BK	PAINT STICK, BLACK		PAINT STICK, BLACK			326990		911a2a90-25b0-cf93-e814-46a550d2f482
221	ENG G3RD	PAINT STICK, RED		PAINT STICK, RED			326988		911a2a90-25b0-cf93-e814-46a5d0290e83
222	ENG G3WH	PAINT STICK, WHITE		PAINT STICK, WHITE			326991		911a2a90-25b0-cf93-e814-46a528db2783
223	ENG GCP2160	24X5YD COLORPRINT VINYL ROLL		24X5YD COLORPRINT VINYL	ROLL		611367		911a2a90-25b0-cf93-e814-46a500d14083
224	ENG GCVP-75-30	GLOSSY VINYL, ROLL, 75X3 0TONAS		GLOSSY VINYL, ROLL, 75X3	0TONAS		341402		911a2a90-25b0-cf93-e814-46a5e0e05a83
225	ENG GFWS	FELT WRAP SQUEEGEE		FELT WRAP SQUEEGEE			291401		911a2a90-25b0-cf93-e814-46a530087583
226	ENG GLCHIZ	GRAPHICS REMOVING CHISEL		GRAPHICS REMOVING CHISEL			395189		911a2a90-25b0-cf93-e814-46a550058f83
227	ENG GRAQ	ADH. REMOVER		ADH. REMOVER			373030		911a2a90-25b0-cf93-e814-46a5e0b5a883
228	ENG GRAT06	PREMASK ROLL 6		PREMASK ROLL 6			368304		911a2a90-25b0-cf93-e814-46a5288bc283
229	ENG GRAT12	PREMASK ROLL 12		PREMASK ROLL 12			368303		911a2a90-25b0-cf93-e814-46a51051dd83
230	ENG GRAT14	14 MED TACK APPLICATION TAPE 100YD		14 MED TACK APPLICATION	TAPE 100YD		645428		911a2a90-25b0-cf93-e814-46a5a078f883
231	ENG GRAT6004	4 CLEAR APPLICATION TAPE 100YD		4 CLEAR APPLICATION TAPE	100YD		86557		911a2a90-25b0-cf93-e814-46a520851184
232	ENG GRAT6024	CLEAR APPLICATION TAPE 2 4X100YDS		CLEAR APPLICATION TAPE 2	4X100YDS		435403		911a2a90-25b0-cf93-e814-46a5a8dd2b84
233	ENG GRPQ	PRE CLEANER, QT.		PRE CLEANER, QT.			374731		911a2a90-25b0-cf93-e814-46a590204784
234	ENG GRRC12	R-TAPE 12X100YD		R-TAPE 12X100YD			534453		911a2a90-25b0-cf93-e814-46a508db5f84
235	ENG GRRC2	2.25 WIDE PAPER APPLICAT ION TAPE		2.25 WIDE PAPER APPLICAT	ION TAPE		405537		911a2a90-25b0-cf93-e814-46a518857884
236	ENG GRRC24	24 PAPER APPLICATION TAP E		24 PAPER APPLICATION TAP	E		373034		911a2a90-25b0-cf93-e814-46a548e19184
237	ENG GRRC30	30X100YD PAPER APPLICATI ON TAPE		30X100YD PAPER APPLICATI	ON TAPE		398470		911a2a90-25b0-cf93-e814-46a560beab84
238	ENG GRRC36	36 APPLICATION TAPE		36 APPLICATION TAPE			673029		911a2a90-25b0-cf93-e814-46a590e8c484
239	ENG GRRCO6	PRE MASK 6		PRE MASK 6			374736		911a2a90-25b0-cf93-e814-46a5b8d9dd84
240	ENG GSTM17	30X10YD STENCIL ROLL		30X10YD STENCIL ROLL			393878		911a2a90-25b0-cf93-e814-46a590aaf884
241	ENG GTF215059333	THERMOFLEX PLUS II 15X5Y D		THERMOFLEX PLUS II 15X5Y	D		476821		911a2a90-25b0-cf93-e814-46a5188d1585
242	ENG GTF215059513	15X5YD NAVY BL HEAT PRES S RL		15X5YD NAVY BL HEAT PRES	S RL		518986		911a2a90-25b0-cf93-e814-46a5208f3385
243	ENG GTF215259301	RED HEAT PRESS VINYL 15X 25YD		RED HEAT PRESS VINYL 15X	25YD		498598		911a2a90-25b0-cf93-e814-46a5b0b64e85
244	ENG GTF215259522	RYL BLUE HT PRS VINYL 15 X25YD		RYL BLUE HT PRS VINYL 15	X25YD		498599		911a2a90-25b0-cf93-e814-46a5301b6a85
245	ENG H1765BEV.45	11/64X6-1/2 BEVELING CUT TER		11/64X6-1/2 BEVELING CUT	TER		729007		911a2a90-25b0-cf93-e814-46a550cd8385
246	ENG IJ-SWAB	KIT #5-50 CLEANING KIT		KIT #5-50 CLEANING KIT			492844		911a2a90-25b0-cf93-e814-46a508249d85
247	ENG J-17	1 PINBACK W/ADHESIVE BAC KING		1 PINBACK W/ADHESIVE BAC	KING		330632		911a2a90-25b0-cf93-e814-46a5d8a8b685
248	ENG J-21	1-1/2 PINBACK W/ADHESIVE BACKING		1-1/2 PINBACK W/ADHESIVE	BACKING		487901		911a2a90-25b0-cf93-e814-46a51038d185
249	ENG J59	HEAVY MAGNET PLATED		HEAVY MAGNET PLATED			650281		911a2a90-25b0-cf93-e814-46a580f8eb85
250	ENG LA-08	DARK GN/SV LASER ALUMINU M 12X24 .025		DARK GN/SV LASER ALUMINU	M 12X24 .025		205679		911a2a90-25b0-cf93-e814-46a5007c0686
251	ENG LA404117M	.040 ALUMINUM SHEET 4X10		.040 ALUMINUM SHEET 4X10			513223		911a2a90-25b0-cf93-e814-46a5d0b51f86
252	ENG LA404814M	4X8 ORANGE ALUMINUM SHEE T .040		4X8 ORANGE ALUMINUM SHEE	T .040		228068		911a2a90-25b0-cf93-e814-46a528d23c86
253	ENG LA404816M	RED .040 ALUMINUM SHEET 4X8		RED .040 ALUMINUM SHEET	4X8		423723		911a2a90-25b0-cf93-e814-46a560ea5586
254	ENG LA404817M	WHITE .040 ALUM SHEET 4X 8		WHITE .040 ALUM SHEET 4X	8		368312		911a2a90-25b0-cf93-e814-46a5088b7186
255	ENG LA404819M	YELLOW .040 ALUMINUM SHE ET 4X8		YELLOW .040 ALUMINUM SHE	ET 4X8		423724		911a2a90-25b0-cf93-e814-46a5208e8d86
256	ENG LA5	LASER ALUMINUM BLK		LASER ALUMINUM BLK			205656		911a2a90-25b0-cf93-e814-46a57833a986
257	ENG LA6	LASER ALUMINUM RED+		LASER ALUMINUM RED+			205661		911a2a90-25b0-cf93-e814-46a51004c386
258	ENG LA634817M	WHITE .063 ALUM 4X8 SHEE T		WHITE .063 ALUM 4X8 SHEE	T		370582		911a2a90-25b0-cf93-e814-46a59093db86
259	ENG LA7	LASER ALUM BLUE		LASER ALUM BLUE			205669		911a2a90-25b0-cf93-e814-46a5d061f586
260	ENG LA804817M	.080 WHITE ALUMINUM SHEE T		.080 WHITE ALUMINUM SHEE	T		442438		911a2a90-25b0-cf93-e814-46a5d0bf0f87
261	ENG LASMASK	6 WIDE LASER MASK ROLL 2 5YD		6 WIDE LASER MASK ROLL 2	5YD		473465		911a2a90-25b0-cf93-e814-46a560e72a87
262	ENG LB-5	LASER BRASS BLACK		LASER BRASS BLACK			205682		911a2a90-25b0-cf93-e814-46a568014587
263	ENG LCM700G/M	MAT CLR/GLS CLR PLASTIC SHT 12X24		MAT CLR/GLS CLR PLASTIC	SHT 12X24		429189		911a2a90-25b0-cf93-e814-46a500826387
264	ENG LCM700GM2P08	1/8 CL/CL PLASTIC SHEET 12X24		1/8 CL/CL PLASTIC SHEET	12X24		451955		911a2a90-25b0-cf93-e814-46a570f77d87
265	ENG LCM700GM2P32	CLR PLASTIC SHEET 24X48 1/32		CLR PLASTIC SHEET 24X48	1/32		563067		911a2a90-25b0-cf93-e814-46a528559a87
266	ENG LD3810	30X50YD WHITE MATTE VINY L ROLL		30X50YD WHITE MATTE VINY	L ROLL		584976		911a2a90-25b0-cf93-e814-46a50033b787
267	ENG LEXC030	CLEAR LEXAN SHEET 48X96 .030 THICK		CLEAR LEXAN SHEET 48X96	.030 THICK		743258		911a2a90-25b0-cf93-e814-46a5c8bed687
268	ENG LEXPANW3X6	3X6 WHITE LEXAN PAN FACE		3X6 WHITE LEXAN PAN FACE			753073		911a2a90-25b0-cf93-e814-46a5b89ef287
269	ENG LEXPANW4X8	4X8 WHITE LEXAN PAN FACE		4X8 WHITE LEXAN PAN FACE			793082		911a2a90-25b0-cf93-e814-46a5600d0e88
270	ENG LG302-911	GLOW IN DARK PLASTIC SHE ET 12X24		GLOW IN DARK PLASTIC SHE	ET 12X24		502372		911a2a90-25b0-cf93-e814-46a580502d88
271	ENG LG6720485	48X50YD ORANGE VINYL ROL L		48X50YD ORANGE VINYL ROL	L		266849		911a2a90-25b0-cf93-e814-46a5b8cc4688
272	ENG LM-922-354	BR.ALUM/BLK 248		BR.ALUM/BLK 248			528836		911a2a90-25b0-cf93-e814-46a568ad6588
273	ENG LM65-1224	BK/GD LASERMAG SHEET 12X 24		BK/GD LASERMAG SHEET 12X	24		982907		911a2a90-25b0-cf93-e814-46a5f06f7f88
274	ENG LM6CE2750A	27X50YD FLOOR LAMINATE R OLL		27X50YD FLOOR LAMINATE R	OLL		542324		911a2a90-25b0-cf93-e814-46a5f0759788
275	ENG LM6CE3650A	36X50YD FLOOR LAMINATE R OLL		36X50YD FLOOR LAMINATE R	OLL		449800		911a2a90-25b0-cf93-e814-46a5a8ebaf88
