extractseqno	prod	source-desc-name	attributegrp	descrip1	descrip2	descrip3	lookupnm	user24	rowpointer
729	JER 437/RD/3XL	TRUE RED SPOTSHIELD SPOR T SHIRT		TRUE RED SPOTSHIELD SPOR	T SHIRT		191862		911a2a90-25b0-cf93-e814-4ea5c80af14b
730	JER 437/RD/4X	TRUE RED SPOTSHIELD SPOR T SHIRT		TRUE RED SPOTSHIELD SPOR	T SHIRT		191864		911a2a90-25b0-cf93-e814-4ea520cf0b4c
731	JER 437/RD/L	TRUE RED SPOTSHIELD SPOR T SHIRT		TRUE RED SPOTSHIELD SPOR	T SHIRT		215102		911a2a90-25b0-cf93-e814-4ea55813264c
732	JER 437/RD/S	TRUE RED SPOTSHIELD SPOR T SHIRT		TRUE RED SPOTSHIELD SPOR	T SHIRT		524264		911a2a90-25b0-cf93-e814-4ea520783f4c
733	JER 437/RD/XL	TRUE RED SPOTSHIELD SPOR T SHIRT		TRUE RED SPOTSHIELD SPOR	T SHIRT		524266		911a2a90-25b0-cf93-e814-4ea52014584c
734	JER 437/SA/XL	SAFARI POLO		SAFARI POLO			844826		911a2a90-25b0-cf93-e814-4ea52072724c
735	JER 437/SD/S	SANDSTONE S/S POLO		SANDSTONE S/S POLO			757352		911a2a90-25b0-cf93-e814-4ea5a8ca8c4c
736	JER 437/SFGR/L	SAFETY GREEN S/S POLO		SAFETY GREEN S/S POLO			942732		911a2a90-25b0-cf93-e814-4ea538d9a74c
737	JER 437/SS/XL	SANDSTONE POLO		SANDSTONE POLO			373839		911a2a90-25b0-cf93-e814-4ea540a8c14c
738	JER 437/TR/2XL	TRUE RED SPOTSHIELD POLO		TRUE RED SPOTSHIELD POLO			191860		911a2a90-25b0-cf93-e814-4ea5e021da4c
739	JER 437/TR/L	TRUE RED SPOTSHIELD POLO		TRUE RED SPOTSHIELD POLO			634814		911a2a90-25b0-cf93-e814-4ea5f8ebf24c
740	JER 437/TR/M	TRUE RED SPOTSHIELD POLO		TRUE RED SPOTSHIELD POLO			191856		911a2a90-25b0-cf93-e814-4ea530b90b4d
741	JER 437/TR/XL	TRUE RED SPOTSHIELD POLO		TRUE RED SPOTSHIELD POLO			634815		911a2a90-25b0-cf93-e814-4ea5f8c6264d
742	JER 437/WH/2X	WHITE SPOTSHIELD POLO		WHITE SPOTSHIELD POLO			481214		911a2a90-25b0-cf93-e814-4ea54858404d
743	JER 437/WH/L	WHITE SPOTSHIELD POLO		WHITE SPOTSHIELD POLO			481212		911a2a90-25b0-cf93-e814-4ea530a7594d
744	JER 437/WH/M	WHITE GOLF SHIRT		WHITE GOLF SHIRT			854941		911a2a90-25b0-cf93-e814-4ea5a0ab714d
745	JER 437/WH/XL	WHITE DRI-POWER POLO		WHITE DRI-POWER POLO			1059000		911a2a90-25b0-cf93-e814-4ea540a28a4d
