extractseqno	prod	source-desc-name	attributegrp	descrip1	descrip2	descrip3	lookupnm	user24	rowpointer
59	HNS 42VO/LS/S	LIGHT STEEL LADIES XTEMP VNECK		LIGHT STEEL LADIES XTEMP	VNECK		485279		911a2a90-25b0-cf93-e814-4ba5c82452d8
60	HNS 42VT	GT/3X GRAPE TRIBLEND LAD IES V-NECK TEE		GT/3X GRAPE TRIBLEND LAD	IES V-NECK TEE		36929		911a2a90-25b0-cf93-e814-4ba5f8b86ad8
61	HNS 42VT/NT/3X	NAVY TRIBLEND LADIES V-N ECK TEE		NAVY TRIBLEND LADIES V-N	ECK TEE		36984		911a2a90-25b0-cf93-e814-4ba5682183d8
62	HNS 42VT/RT/3X	ROYAL TRIBLEND LADIES V- NECK TEE		ROYAL TRIBLEND LADIES V-	NECK TEE		36983		911a2a90-25b0-cf93-e814-4ba5409a9bd8
63	HNS 4820/BK/2X	BLACK COOL-DRI PERFORMAN CE TEE		BLACK COOL-DRI PERFORMAN	CE TEE		455809		911a2a90-25b0-cf93-e814-4ba5283ab4d8
64	HNS 4820/BK/L	BLACK COOL DRI PERFORMAN CE T		BLACK COOL DRI PERFORMAN	CE T		483748		911a2a90-25b0-cf93-e814-4ba5185ecdd8
65	HNS 4820/BK/XL	BLACK COOL DRI PERFORMAN CE T		BLACK COOL DRI PERFORMAN	CE T		551151		911a2a90-25b0-cf93-e814-4ba5b86de6d8
66	HNS 4820/DF/M	DEEP FOREST PERFORMANCE TEE		DEEP FOREST PERFORMANCE	TEE		599538		911a2a90-25b0-cf93-e814-4ba5a891ffd8
67	HNS 4820/DR/2X	DEEP RED COOL DRI PERFOR MANCE T		DEEP RED COOL DRI PERFOR	MANCE T		501011		911a2a90-25b0-cf93-e814-4ba5d88918d9
68	HNS 4820/DR/L	DEEP RED COOL DRI PERFOR MANCE T		DEEP RED COOL DRI PERFOR	MANCE T		483754		911a2a90-25b0-cf93-e814-4ba560aa33d9
69	HNS 4820/DR/M	DEEP RED COOL DRI PERFOR MANCE T		DEEP RED COOL DRI PERFOR	MANCE T		501010		911a2a90-25b0-cf93-e814-4ba550ce4cd9
70	HNS 4820/DR/S	DEEP RED COOL DRI PERFOR MANCE T		DEEP RED COOL DRI PERFOR	MANCE T		501009		911a2a90-25b0-cf93-e814-4ba570ea65d9
71	HNS 4820/DR/XL	DEEP RED COOL DRI PERFOR MANCE T		DEEP RED COOL DRI PERFOR	MANCE T		483756		911a2a90-25b0-cf93-e814-4ba550e77ed9
72	HNS 4820/GR/2X	GRAPHITE PERFORMANCE TEE		GRAPHITE PERFORMANCE TEE			636235		911a2a90-25b0-cf93-e814-4ba5280f98d9
73	HNS 4820/GR/L	GRAPHITE PERFORMANCE TEE		GRAPHITE PERFORMANCE TEE			884246		911a2a90-25b0-cf93-e814-4ba580d3b2d9
74	HNS 4820/GR/M	GRAPHITE PERFORMANCE TEE		GRAPHITE PERFORMANCE TEE			884243		911a2a90-25b0-cf93-e814-4ba5f01cccd9
75	HNS 4820/GR/S	GRAPHITE COOL DRI PERFOR MANCE T		GRAPHITE COOL DRI PERFOR	MANCE T		483703		911a2a90-25b0-cf93-e814-4ba5a03ae5d9
76	HNS 4820/GR/XL	GRAPHITE PERFORMANCE TEE		GRAPHITE PERFORMANCE TEE			636241		911a2a90-25b0-cf93-e814-4ba55846fed9
77	HNS 4820/GR/XS	GRAPHITE COOL DRI PERFOR MANCE T		GRAPHITE COOL DRI PERFOR	MANCE T		483701		911a2a90-25b0-cf93-e814-4ba5d03217da
78	HNS 4820/KL/L	KELLY GREEN PERFORMANCE TEE		KELLY GREEN PERFORMANCE	TEE		699769		911a2a90-25b0-cf93-e814-4ba5904530da
79	HNS 4820/KL/M	KELLY GREEN PERFORMANCE TEE		KELLY GREEN PERFORMANCE	TEE		699768		911a2a90-25b0-cf93-e814-4ba5806949da
80	HNS 4820/KL/XL	KELLY GREEN PERFORMANCE TEE		KELLY GREEN PERFORMANCE	TEE		699771		911a2a90-25b0-cf93-e814-4ba5782464da
81	HNS 4820/LB/L	LIGHT BLUE PERFORMANCE T EE		LIGHT BLUE PERFORMANCE T	EE		884247		911a2a90-25b0-cf93-e814-4ba5c8517dda
82	HNS 4820/MA/L	MAROON COOL DRI PERFORMA NCE T		MAROON COOL DRI PERFORMA	NCE T		483751		911a2a90-25b0-cf93-e814-4ba5605a96da
83	HNS 4820/NV/L	NAVY PERFORMANCE TEE		NAVY PERFORMANCE TEE			901269		911a2a90-25b0-cf93-e814-4ba5a880afda
84	HNS 4820/NV/M	NAVY COOL DRI PERFORMANC E TEE		NAVY COOL DRI PERFORMANC	E TEE		668278		911a2a90-25b0-cf93-e814-4ba51898c8da
85	HNS 4820/NV/S	NAVY PERFORMANCE TEE		NAVY PERFORMANCE TEE			901267		911a2a90-25b0-cf93-e814-4ba5b8a7e1da
86	HNS 4820/NV/XL	NAVY PERFORMANCE TEE		NAVY PERFORMANCE TEE			698857		911a2a90-25b0-cf93-e814-4ba538b4fada
87	HNS 4820/RB/L	DEEP ROYAL PERFORMANCE T EE		DEEP ROYAL PERFORMANCE T	EE		932690		911a2a90-25b0-cf93-e814-4ba560c412db
88	HNS 4820/RB/S	DEEP ROYAL PERFORMANCE T EE		DEEP ROYAL PERFORMANCE T	EE		932688		911a2a90-25b0-cf93-e814-4ba5c8572bdb
89	HNS 4820/RB/XL	DEEP ROYAL PERFORANCE TE E		DEEP ROYAL PERFORANCE TE	E		698934		911a2a90-25b0-cf93-e814-4ba500da43db
90	HNS 4820/RO/M	DEEP ROYAL COOL DRI PERF ORMANCE T		DEEP ROYAL COOL DRI PERF	ORMANCE T		483760		911a2a90-25b0-cf93-e814-4ba5d88a5bdb
91	HNS 4820/RO/XL	DEEP ROYAL COOL DRI PERF ORMANC T		DEEP ROYAL COOL DRI PERF	ORMANC T		483764		911a2a90-25b0-cf93-e814-4ba5c84a74db
92	HNS 4820/SFGR/L	SAFETY GREEN PERFORMANCE TEE		SAFETY GREEN PERFORMANCE	TEE		798376		911a2a90-25b0-cf93-e814-4ba5a81c90db
93	HNS 4820/SFGR/M	SAFETY GREEN PERFORMANCE TEE		SAFETY GREEN PERFORMANCE	TEE		798374		911a2a90-25b0-cf93-e814-4ba5e8a5a8db
94	HNS 4820/SFGR/S	SAFETY GREEN PERFORMANCE TEE		SAFETY GREEN PERFORMANCE	TEE		798373		911a2a90-25b0-cf93-e814-4ba508c8c0db
95	HNS 4820/SFGR/XL	SAFETY GREEN PERFORMANCE TEE		SAFETY GREEN PERFORMANCE	TEE		798378		911a2a90-25b0-cf93-e814-4ba598b6d8db
96	HNS 4820/WH/M	WHITE COOL DRI PERFORMAN CE T		WHITE COOL DRI PERFORMAN	CE T		483717		911a2a90-25b0-cf93-e814-4ba5e8d0f0db
97	HNS 482L/GR/L	GRAPHITE COOL DRI L/S PE RF SHIRT		GRAPHITE COOL DRI L/S PE	RF SHIRT		763238		911a2a90-25b0-cf93-e814-4ba550b508dc
98	HNS 482L/SFGR/2X	SAFETY GREEN L/S TEE		SAFETY GREEN L/S TEE			846680		911a2a90-25b0-cf93-e814-4ba530a51fdc
99	HNS 482L/SFGR/L	SAFETY GREEN L/S TEE		SAFETY GREEN L/S TEE			846693		911a2a90-25b0-cf93-e814-4ba5d8a837dc
100	HNS 482L/WH/2X	WHITE PERFORMANCE L/S TE E		WHITE PERFORMANCE L/S TE	E		636236		911a2a90-25b0-cf93-e814-4ba5a89d4fdc
101	HNS 482L/WH/XL	WHITE COOL DRI L/S PERFO RMANCE		WHITE COOL DRI L/S PERFO	RMANCE		197236		911a2a90-25b0-cf93-e814-4ba528b067dc
102	HNS 484L/AN/L	ATH NAVY COOL DRY COTTON L/S TEE		ATH NAVY COOL DRY COTTON	L/S TEE		1066858		911a2a90-25b0-cf93-e814-4ba550a77fdc
103	HNS 4980/AS/XL	ASH TEE		ASH TEE			531505		911a2a90-25b0-cf93-e814-4ba5b0b098dc
104	HNS 4980/BK/2X	BLACK NANO TEE		BLACK NANO TEE			650433		911a2a90-25b0-cf93-e814-4ba5481db2dc
105	HNS 4980/BK/L	BLACK NANO TEE		BLACK NANO TEE			650431		911a2a90-25b0-cf93-e814-4ba5b82eccdc
106	HNS 4980/BK/M	BLACK NANO TEE		BLACK NANO TEE			650430		911a2a90-25b0-cf93-e814-4ba5f898e5dc
107	HNS 4980/BK/S	BLACK NANO TEE		BLACK NANO TEE			483695		911a2a90-25b0-cf93-e814-4ba5b8ddfedc
108	HNS 4980/BK/XL	BLACK NANO TEE		BLACK NANO TEE			650432		911a2a90-25b0-cf93-e814-4ba5c03517dd
109	HNS 4980/CB/2X	CAROLINA BLUE PERFECT TE E		CAROLINA BLUE PERFECT TE	E		926527		911a2a90-25b0-cf93-e814-4ba5e8a92fdd
110	HNS 4980/CB/3X	CAROLINA BLUE PERFECT TE E		CAROLINA BLUE PERFECT TE	E		926528		911a2a90-25b0-cf93-e814-4ba5f00e4add
111	HNS 4980/CB/L	CAROLINA BLUE PERFECT TE E		CAROLINA BLUE PERFECT TE	E		926524		911a2a90-25b0-cf93-e814-4ba5287263dd
112	HNS 4980/CB/M	CAROLINA BLUE PERFECT TE E		CAROLINA BLUE PERFECT TE	E		926521		911a2a90-25b0-cf93-e814-4ba5102b7cdd
113	HNS 4980/CB/S	CAROLINA BLUE PERFECT TE E		CAROLINA BLUE PERFECT TE	E		926520		911a2a90-25b0-cf93-e814-4ba5186495dd
114	HNS 4980/CB/XL	CAROLINA BLUE PERFECT TE E		CAROLINA BLUE PERFECT TE	E		926526		911a2a90-25b0-cf93-e814-4ba5b88caedd
115	HNS 4980/CH/XL	CHARCOAL HTR NANO TEE		CHARCOAL HTR NANO TEE			591174		911a2a90-25b0-cf93-e814-4ba560d5c7dd
116	HNS 4980/DF/2X	DEEP FOREST NANO TEE		DEEP FOREST NANO TEE			235955		911a2a90-25b0-cf93-e814-4ba5f0fce2dd
117	HNS 4980/DF/XL	DEEP FOREST NANO TEE		DEEP FOREST NANO TEE			235954		911a2a90-25b0-cf93-e814-4ba5705bffdd
118	HNS 4980/DR/L	DEEP RED NANO TEE		DEEP RED NANO TEE			483697		911a2a90-25b0-cf93-e814-4ba5905e18de
119	HNS 4980/EG/2X	EQUALIBRIUM GR UNISEX PE RFECT T		EQUALIBRIUM GR UNISEX PE	RFECT T		894424		911a2a90-25b0-cf93-e814-4ba5d09631de
120	HNS 4980/EG/M	EQUALIBRIUM GR UNISEX PE RFECT T		EQUALIBRIUM GR UNISEX PE	RFECT T		894419		911a2a90-25b0-cf93-e814-4ba590d54bde
121	HNS 4980/EG/XL	EQUALIBRIUM GR UNISEX PE RFECT T		EQUALIBRIUM GR UNISEX PE	RFECT T		894422		911a2a90-25b0-cf93-e814-4ba5b03c65de
122	HNS 4980/NT/S	NATURAL NANO TEE		NATURAL NANO TEE			483698		911a2a90-25b0-cf93-e814-4ba550657ede
123	HNS 4980/NV/2X	NAVY NANO TEE		NAVY NANO TEE			235953		911a2a90-25b0-cf93-e814-4ba5b88e97de
124	HNS 4980/NV/XL	NAVY NANO TEE		NAVY NANO TEE			235952		911a2a90-25b0-cf93-e814-4ba5b82ab0de
125	HNS 4980/RB/XL	DEEP ROYAL TEE		DEEP ROYAL TEE			923104		911a2a90-25b0-cf93-e814-4ba58012c9de
126	HNS 4980/UL/M	URBAN LILAC NANO TEE		URBAN LILAC NANO TEE			755843		911a2a90-25b0-cf93-e814-4ba52829e2de
127	HNS 4980/UL/S	URBAN LILAC NANO TEE		URBAN LILAC NANO TEE			755839		911a2a90-25b0-cf93-e814-4ba538b4fbde
128	HNS 4980/UL/XL	URBAN LILAC NANO TEE		URBAN LILAC NANO TEE			755844		911a2a90-25b0-cf93-e814-4ba5781e15df
129	HNS 4980/WH/L	WHITE NANO TEE		WHITE NANO TEE			257894		911a2a90-25b0-cf93-e814-4ba5602f30df
130	HNS 498L/WH/L	WHITE NANO L/S TEE		WHITE NANO L/S TEE			77257		911a2a90-25b0-cf93-e814-4ba5489d48df
131	HNS 498P/VN/2X	VINTAGE NAVY NANO POCKET TEE		VINTAGE NAVY NANO POCKET	TEE		253907		911a2a90-25b0-cf93-e814-4ba5d82161df
132	HNS 498P/VN/3X	VINTAGE NAVY NANO POCKET TEE		VINTAGE NAVY NANO POCKET	TEE		253909		911a2a90-25b0-cf93-e814-4ba54818d7df
133	HNS 498P/VN/L	VINTAGE NAVY NANO POCKET TEE		VINTAGE NAVY NANO POCKET	TEE		268271		911a2a90-25b0-cf93-e814-4ba5304ef0df
134	HNS 498P/VN/XL	VINTAGE NAVY NANO POCKET TEE		VINTAGE NAVY NANO POCKET	TEE		268272		911a2a90-25b0-cf93-e814-4ba5d0f908e0
135	HNS 498Y/LB/M	LIGHT BLUE YOUTH PERFECT TEE		LIGHT BLUE YOUTH PERFECT	TEE		926533		911a2a90-25b0-cf93-e814-4ba5205922e0
136	HNS 498Y/LB/S	LIGHT BLUE YOUTH PERFECT TEE		LIGHT BLUE YOUTH PERFECT	TEE		926532		911a2a90-25b0-cf93-e814-4ba5186b3be0
137	HNS 498Y/LB/XS	LIGHT BLUE YOUTH PERFECT TEE		LIGHT BLUE YOUTH PERFECT	TEE		926531		911a2a90-25b0-cf93-e814-4ba5a82154e0
138	HNS 498Y/LS/L	LIGHT STEEL YOUTH NANO T EE		LIGHT STEEL YOUTH NANO T	EE		483691		911a2a90-25b0-cf93-e814-4ba508c76ce0
139	HNS 498Y/LS/M	LIGHT STEEL YOUTH NANO T EE		LIGHT STEEL YOUTH NANO T	EE		483693		911a2a90-25b0-cf93-e814-4ba5182685e0
140	HNS 498Y/LS/S	LIGHT STEEL YOUTH NANO T EE		LIGHT STEEL YOUTH NANO T	EE		483690		911a2a90-25b0-cf93-e814-4ba580eb9de0
141	HNS 498Y/RB/M	DEEP ROYAL YOUTH TEE		DEEP ROYAL YOUTH TEE			923098		911a2a90-25b0-cf93-e814-4ba52885b6e0
142	HNS 498Y/YL/M	YELLOW NANO YOUTH TEE		YELLOW NANO YOUTH TEE			519461		911a2a90-25b0-cf93-e814-4ba5d88fcee0
143	HNS 5170/AS/2X	ASH TEE		ASH TEE			983381		911a2a90-25b0-cf93-e814-4ba5c093e7e0
144	HNS 5170/AS/4X	ASH TEE		ASH TEE			880980		911a2a90-25b0-cf93-e814-4ba5709800e1
145	HNS 5170/AS/L	ASH TEE		ASH TEE			983363		911a2a90-25b0-cf93-e814-4ba5488e19e1
146	HNS 5170/AS/M	ASH TEE		ASH TEE			485218		911a2a90-25b0-cf93-e814-4ba5d8a832e1
147	HNS 5170/AS/XL	ASH TEE		ASH TEE			983377		911a2a90-25b0-cf93-e814-4ba5789f4be1
148	HNS 5170/BK/3X	BLACK TEE		BLACK TEE			484956		911a2a90-25b0-cf93-e814-4ba5280865e1
149	HNS 5170/BK/L	BLACK TEE		BLACK TEE			919702		911a2a90-25b0-cf93-e814-4ba500177ee1
150	HNS 5170/BK/M	BLACK TEE		BLACK TEE			919700		911a2a90-25b0-cf93-e814-4ba5882a97e1
151	HNS 5170/BK/S	BLACK TEE		BLACK TEE			919699		911a2a90-25b0-cf93-e814-4ba5b809b0e1
152	HNS 5170/BK/XL	BLACK TEE		BLACK TEE			919705		911a2a90-25b0-cf93-e814-4ba56039c9e1
153	HNS 5170/CHH/M	CHARCOAL HTR TEE		CHARCOAL HTR TEE			485214		911a2a90-25b0-cf93-e814-4ba56027e5e1
154	HNS 5170/CHH/S	CHARCOAL HTR TEE		CHARCOAL HTR TEE			485228		911a2a90-25b0-cf93-e814-4ba5c06901e2
155	HNS 5170/DR/2X	DEEP ROYAL TEE		DEEP ROYAL TEE			880978		911a2a90-25b0-cf93-e814-4ba5481a1ee2
156	HNS 5170/DR/3X	DEEP ROYAL TEE		DEEP ROYAL TEE			545081		911a2a90-25b0-cf93-e814-4ba5e8df3ae2
157	HNS 5170/DR/L	DEEP ROYAL TEE		DEEP ROYAL TEE			983359		911a2a90-25b0-cf93-e814-4ba5d85557e2
158	HNS 5170/DR/M	DEEP ROYAL TEE		DEEP ROYAL TEE			545079		911a2a90-25b0-cf93-e814-4ba568db73e2
159	HNS 5170/DR/S	DEEP ROYAL TEE		DEEP ROYAL TEE			545078		911a2a90-25b0-cf93-e814-4ba5306090e2
160	HNS 5170/DR/XL	DEEP ROYAL TEE		DEEP ROYAL TEE			983361		911a2a90-25b0-cf93-e814-4ba540f2ace2
161	HNS 5170/KG/L	KELLY GREEN TEE		KELLY GREEN TEE			842619		911a2a90-25b0-cf93-e814-4ba54896c9e2
162	HNS 5170/KG/M	KELLY GREEN TEE		KELLY GREEN TEE			842597		911a2a90-25b0-cf93-e814-4ba56099e5e2
163	HNS 5170/KG/S	KELLY GREEN TEE		KELLY GREEN TEE			842594		911a2a90-25b0-cf93-e814-4ba5608d00e3
164	HNS 5170/KL/L	KELLY GREEN TEE		KELLY GREEN TEE			485210		911a2a90-25b0-cf93-e814-4ba5d0601ce3
165	HNS 5170/KL/M	KELLY GREEN TEE		KELLY GREEN TEE			485220		911a2a90-25b0-cf93-e814-4ba5b8e838e3
166	HNS 5170/KL/S	KELLY GREEN TEE		KELLY GREEN TEE			485226		911a2a90-25b0-cf93-e814-4ba5a03f59e3
167	HNS 5170/KL/XL	KELLY GREEN TEE		KELLY GREEN TEE			485200		911a2a90-25b0-cf93-e814-4ba5689b80e3
168	HNS 5170/LB/2X	LIGHT BLUE TEE		LIGHT BLUE TEE			485194		911a2a90-25b0-cf93-e814-4ba548ffa5e3
169	HNS 5170/LB/L	LIGHT BLUE TEE		LIGHT BLUE TEE			485213		911a2a90-25b0-cf93-e814-4ba5b868c2e3
170	HNS 5170/LB/M	LIGHT BLUE TEE		LIGHT BLUE TEE			485217		911a2a90-25b0-cf93-e814-4ba560ade4e3
171	HNS 5170/LB/XL	LIGHT BLUE TEE		LIGHT BLUE TEE			485197		911a2a90-25b0-cf93-e814-4ba550f7ffe3
172	HNS 5170/LS/L	LIGHT STEEL TEE		LIGHT STEEL TEE			485204		911a2a90-25b0-cf93-e814-4ba570841be4
173	HNS 5170/MA/XL	MAROON TEE		MAROON TEE			485196		911a2a90-25b0-cf93-e814-4ba568ee36e4
174	HNS 5170/NT/L	NATURAL TEE		NATURAL TEE			485211		911a2a90-25b0-cf93-e814-4ba5004f52e4
175	HNS 5170/NV/2X	NAVY TEE		NAVY TEE			723884		911a2a90-25b0-cf93-e814-4ba5e0a36de4
176	HNS 5170/NV/S	NAVY TEE		NAVY TEE			519987		911a2a90-25b0-cf93-e814-4ba538e588e4
177	HNS 5170/NV/XL	NAVY TEE		NAVY TEE			284619		911a2a90-25b0-cf93-e814-4ba5685ba6e4
178	HNS 5170/PB/2X	PEBBLE TEE		PEBBLE TEE			789032		911a2a90-25b0-cf93-e814-4ba578dac1e4
179	HNS 5170/PB/3X	PEBBLE TEE		PEBBLE TEE			789027		911a2a90-25b0-cf93-e814-4ba5f0a7dbe4
180	HNS 5170/RD/L	DEEP RED TEE		DEEP RED TEE			485205		911a2a90-25b0-cf93-e814-4ba5c045f5e4
181	HNS 5170/RD/M	DEEP RED TEE		DEEP RED TEE			485223		911a2a90-25b0-cf93-e814-4ba528880ee5
182	HNS 5170/RD/S	DEEP RED TEE		DEEP RED TEE			485233		911a2a90-25b0-cf93-e814-4ba5988627e5
183	HNS 5170/RD/XL	DEEP RED TEE		DEEP RED TEE			485195		911a2a90-25b0-cf93-e814-4ba5705d41e5
184	HNS 5170/SD/2X	SAND TEE		SAND TEE			789025		911a2a90-25b0-cf93-e814-4ba568885ae5
185	HNS 5170/SD/3X	SAND TEE		SAND TEE			789026		911a2a90-25b0-cf93-e814-4ba530d473e5
186	HNS 5170/SD/L	SAND TEE		SAND TEE			789023		911a2a90-25b0-cf93-e814-4ba528318de5
187	HNS 5170/SD/XL	SAND TEE		SAND TEE			789024		911a2a90-25b0-cf93-e814-4ba55874a6e5
188	HNS 5170/SFGR/4X	SAFETY GREEN ECOSMART TE E		SAFETY GREEN ECOSMART TE	E		626328		911a2a90-25b0-cf93-e814-4ba5281fc2e5
189	HNS 5170/SFGR/L	SAFETY GREEN TEE		SAFETY GREEN TEE			298383		911a2a90-25b0-cf93-e814-4ba56864dde5
190	HNS 5170/SFGR/XL	SAFETY GREEN TEE		SAFETY GREEN TEE			298384		911a2a90-25b0-cf93-e814-4ba5102af7e5
191	HNS 5170/SFOR/L	SAFETY ORANGE TEE		SAFETY ORANGE TEE			298381		911a2a90-25b0-cf93-e814-4ba5103712e6
192	HNS 5170/SFOR/XL	SAFETY ORANGE TEE		SAFETY ORANGE TEE			298382		911a2a90-25b0-cf93-e814-4ba5a0132de6
193	HNS 5170/SMG/L	SMOKE GREY TEE		SMOKE GREY TEE			249299		911a2a90-25b0-cf93-e814-4ba5b0ca47e6
194	HNS 5170/SWB/2X	STONEWASHED BLUE TEE		STONEWASHED BLUE TEE			896627		911a2a90-25b0-cf93-e814-4ba5907661e6
195	HNS 5170/SWB/3X	STONEWASHED BLUE TEE		STONEWASHED BLUE TEE			896628		911a2a90-25b0-cf93-e814-4ba5c0307ce6
196	HNS 5170/SWB/L	STONEWASHED BLUE TEE		STONEWASHED BLUE TEE			896625		911a2a90-25b0-cf93-e814-4ba5c06f97e6
197	HNS 5170/SWB/M	STONEWASHED BLUE TEE		STONEWASHED BLUE TEE			896624		911a2a90-25b0-cf93-e814-4ba508bcb2e6
198	HNS 5170/SWB/S	STONEWASHED BLUE TEE		STONEWASHED BLUE TEE			896623		911a2a90-25b0-cf93-e814-4ba5c0a8cce6
199	HNS 5170/SWB/XL	STONEWASHED BLUE TEE		STONEWASHED BLUE TEE			896626		911a2a90-25b0-cf93-e814-4ba588e8e7e6
200	HNS 5170/TL/2X	TEAL S/S TEE		TEAL S/S TEE			1056377		911a2a90-25b0-cf93-e814-4ba520a704e7
201	HNS 5170/TL/L	TEAL S/S TEE		TEAL S/S TEE			1056379		911a2a90-25b0-cf93-e814-4ba518681ee7
202	HNS 5170/TL/M	TEAL TEE		TEAL TEE			258104		911a2a90-25b0-cf93-e814-4ba538ee36e7
203	HNS 5170/WH/XL	WHITE TEE		WHITE TEE			485201		911a2a90-25b0-cf93-e814-4ba5482e50e7
204	HNS 5170/YL/L	YELLOW TEE		YELLOW TEE			485209		911a2a90-25b0-cf93-e814-4ba5684a69e7
205	HNS 5170/YL/M	YELLOW TEE		YELLOW TEE			767569		911a2a90-25b0-cf93-e814-4ba5184a87e7
206	HNS 5170/YL/S	YELLOW TEE		YELLOW TEE			767570		911a2a90-25b0-cf93-e814-4ba5a85aaae7
207	HNS 5170/YL/XL	YELLOW TEE		YELLOW TEE			518897		911a2a90-25b0-cf93-e814-4ba5b8ecc6e7
208	HNS 5180/AS/XL	ASH TEE		ASH TEE			518434		911a2a90-25b0-cf93-e814-4ba50890dde7
209	HNS 5180/BK/L	BLACK TEE		BLACK TEE			483824		911a2a90-25b0-cf93-e814-4ba5b035f4e7
210	HNS 5180/BK/M	BLACK TEE		BLACK TEE			6263		911a2a90-25b0-cf93-e814-4ba540c60ae8
211	HNS 5180/BK/S	BLACK TEE		BLACK TEE			669912		911a2a90-25b0-cf93-e814-4ba530be22e8
212	HNS 5180/BK/XL	BLACK BEEFY TEE		BLACK BEEFY TEE			911383		911a2a90-25b0-cf93-e814-4ba5f01b3ce8
213	HNS 5180/CB/M	CAROLINA BLUE TEE		CAROLINA BLUE TEE			483845		911a2a90-25b0-cf93-e814-4ba550ce56e8
214	HNS 5180/CHH/2X	CHARCOAL HTR TEE		CHARCOAL HTR TEE			564945		911a2a90-25b0-cf93-e814-4ba5c80570e8
215	HNS 5180/CHH/XL	CHARCOAL HTR TEE		CHARCOAL HTR TEE			564944		911a2a90-25b0-cf93-e814-4ba598c288e8
216	HNS 5180/CM/3X	CLEAN MINT TEE		CLEAN MINT TEE			418446		911a2a90-25b0-cf93-e814-4ba590e7a2e8
217	HNS 5180/CM/L	CLEAN MINT TEE		CLEAN MINT TEE			418444		911a2a90-25b0-cf93-e814-4ba540a2bfe8
218	HNS 5180/DR/L	DEEP RED TEE		DEEP RED TEE			483847		911a2a90-25b0-cf93-e814-4ba5d8d1dee8
219	HNS 5180/DR/M	DEEP RED TEE		DEEP RED TEE			483846		911a2a90-25b0-cf93-e814-4ba588c5fee8
220	HNS 5180/DR/XL	DEEP RED TEE		DEEP RED TEE			483848		911a2a90-25b0-cf93-e814-4ba5e8d51ae9
221	HNS 5180/GR/2X	GRAPHITE TEE		GRAPHITE TEE			971043		911a2a90-25b0-cf93-e814-4ba5300936e9
222	HNS 5180/GR/L	GRAPHITE TEE		GRAPHITE TEE			971040		911a2a90-25b0-cf93-e814-4ba5b80a52e9
223	HNS 5180/GR/M	GRAPHITE TEE		GRAPHITE TEE			733712		911a2a90-25b0-cf93-e814-4ba5805873e9
224	HNS 5180/GR/S	GRAPHITE TEE		GRAPHITE TEE			733710		911a2a90-25b0-cf93-e814-4ba5004791e9
225	HNS 5180/GR/XL	GRAPHITE TEE		GRAPHITE TEE			971042		911a2a90-25b0-cf93-e814-4ba5e031ade9
226	HNS 5180/LB/2X	LIGHT BLUE S/S TEE		LIGHT BLUE S/S TEE			981569		911a2a90-25b0-cf93-e814-4ba5a8e2cae9
227	HNS 5180/LB/L	LIGHT BLUE S/S TEE		LIGHT BLUE S/S TEE			981570		911a2a90-25b0-cf93-e814-4ba520c4e9e9
228	HNS 5180/LS/3X	LIGHT STEEL TEE		LIGHT STEEL TEE			105634		911a2a90-25b0-cf93-e814-4ba5280a05ea
229	HNS 5180/LS/L	LIGHT STEEL TEE		LIGHT STEEL TEE			483860		911a2a90-25b0-cf93-e814-4ba5388f1fea
230	HNS 5180/LS/M	LIGHT STEEL BEEFY TEE		LIGHT STEEL BEEFY TEE			738240		911a2a90-25b0-cf93-e814-4ba5a02f3aea
231	HNS 5180/LS/S	LIGHT STEEL TEE		LIGHT STEEL TEE			669914		911a2a90-25b0-cf93-e814-4ba5a0e556ea
232	HNS 5180/MA/2X	MAROON TEE		MAROON TEE			105705		911a2a90-25b0-cf93-e814-4ba538d777ea
233	HNS 5180/MA/L	MAROON TEE		MAROON TEE			54947		911a2a90-25b0-cf93-e814-4ba5580093ea
234	HNS 5180/MA/M	MAROON TEE		MAROON TEE			105633		911a2a90-25b0-cf93-e814-4ba5c8990beb
235	HNS 5180/MA/XL	MAROON TEE		MAROON TEE			54948		911a2a90-25b0-cf93-e814-4ba588b52feb
236	HNS 5180/NT/2X	NATURAL S/S TEE		NATURAL S/S TEE			977816		911a2a90-25b0-cf93-e814-4ba5e06f54eb
237	HNS 5180/NT/L	NATURAL TEE		NATURAL TEE			26362		911a2a90-25b0-cf93-e814-4ba5809f70eb
238	HNS 5180/NV/M	NAVY TEE		NAVY TEE			483859		911a2a90-25b0-cf93-e814-4ba5985291eb
239	HNS 5180/NV/S	NAVY TEE		NAVY TEE			483857		911a2a90-25b0-cf93-e814-4ba500b5adeb
240	HNS 5180/OR/2X	ORANGE TEE		ORANGE TEE			484603		911a2a90-25b0-cf93-e814-4ba53838caeb
241	HNS 5180/OX/M	OXFORD GREY TEE		OXFORD GREY TEE			483826		911a2a90-25b0-cf93-e814-4ba51054e5eb
242	HNS 5180/PB/L	PEBBLE TEE		PEBBLE TEE			782089		911a2a90-25b0-cf93-e814-4ba5c80305ec
243	HNS 5180/PB/XL	PEBBLE TEE		PEBBLE TEE			782090		911a2a90-25b0-cf93-e814-4ba5702d1fec
244	HNS 5180/RO/2X	DEEP ROYAL TEE		DEEP ROYAL TEE			483856		911a2a90-25b0-cf93-e814-4ba5c0ac3bec
245	HNS 5180/RO/M	DEEP ROYAL TEE		DEEP ROYAL TEE			483855		911a2a90-25b0-cf93-e814-4ba588f255ec
