extractseqno	prod	source-desc-name	attributegrp	descrip1	descrip2	descrip3	lookupnm	user24	rowpointer
1	GIL 120/BK/2X	BLACK CREWNECK SWEATSHIR T (12000)		BLACK CREWNECK SWEATSHIR	T (12000)		763330		911a2a90-25b0-cf93-e814-48a5a8d4f0fc
2	GIL 120/BK/L	BLACK CREWNECK SWEATSHIR T (12000)		BLACK CREWNECK SWEATSHIR	T (12000)		763328		911a2a90-25b0-cf93-e814-48a568f40bfd
3	GIL 120/BK/M	BLACK CREWNECK SWEATSHIR T (12000)		BLACK CREWNECK SWEATSHIR	T (12000)		232484		911a2a90-25b0-cf93-e814-48a5785324fd
4	GIL 120/BK/S	BLACK CREWNECK SWEATSHIR T		BLACK CREWNECK SWEATSHIR	T		763327		911a2a90-25b0-cf93-e814-48a5a8513cfd
5	GIL 120/BK/XL	BLACK CREWNECK SWEATSHIR T (12000)		BLACK CREWNECK SWEATSHIR	T (12000)		763329		911a2a90-25b0-cf93-e814-48a5984954fd
6	GIL 120/FG/L	FOREST GREEN SWEATSHIRT		FOREST GREEN SWEATSHIRT			541409		911a2a90-25b0-cf93-e814-48a560ae6dfd
7	GIL 120/FG/M	FOREST GREEN CREWNECK SW EATSHIRT		FOREST GREEN CREWNECK SW	EATSHIRT		763324		911a2a90-25b0-cf93-e814-48a5988888fd
8	GIL 120/FG/S	FOREST GREEN CREWNECK SW EATSHIRT		FOREST GREEN CREWNECK SW	EATSHIRT		763323		911a2a90-25b0-cf93-e814-48a578aba3fd
9	GIL 120/FG/XL	FOREST GREEN CREWNECK SW EATSHIRT		FOREST GREEN CREWNECK SW	EATSHIRT		763325		911a2a90-25b0-cf93-e814-48a5d8c1befd
10	GIL 120/NV/2X	NAVY CREWNECK SWEATSHIRT (12000)		NAVY CREWNECK SWEATSHIRT	(12000)		513240		911a2a90-25b0-cf93-e814-48a598e1d9fd
11	GIL 120/NV/M	NAVY CREWNECK SWEATSHIRT (12000)		NAVY CREWNECK SWEATSHIRT	(12000)		806760		911a2a90-25b0-cf93-e814-48a520e9f4fd
12	GIL 120/SF/M	SAFETY GREEN SWEATSHIRT		SAFETY GREEN SWEATSHIRT			261375		911a2a90-25b0-cf93-e814-48a530b90ffe
13	GIL 12000/AS/XL	ASH SWEATSHIRT		ASH SWEATSHIRT			1119225		911a2a90-25b0-cf93-e814-48a5184d2afe
14	GIL 12000/BK/2X	BLACK CREWNECK SWEATSHIR T		BLACK CREWNECK SWEATSHIR	T		783114		911a2a90-25b0-cf93-e814-48a5901445fe
15	GIL 12000/BK/3X	BLACK CREWNECK SWEATSHIR T		BLACK CREWNECK SWEATSHIR	T		976286		911a2a90-25b0-cf93-e814-48a598925ffe
16	GIL 12000/BK/L	BLACK CREWNECK SWEATSHIR T		BLACK CREWNECK SWEATSHIR	T		783111		911a2a90-25b0-cf93-e814-48a5f85d7afe
17	GIL 12000/BK/M	BLACK CREWNECK SWEATSHIR T		BLACK CREWNECK SWEATSHIR	T		783108		911a2a90-25b0-cf93-e814-48a560fe94fe
18	GIL 12000/BK/XL	BLACK CREWNECK SWEATSHIR T		BLACK CREWNECK SWEATSHIR	T		783112		911a2a90-25b0-cf93-e814-48a50828affe
19	GIL 12000/CH/L	CHARCOAL SWEATSHIRT		CHARCOAL SWEATSHIRT			557528		911a2a90-25b0-cf93-e814-48a5282bc8fe
20	GIL 12000/CH/XL	CHARCOAL SWEATSHIRT		CHARCOAL SWEATSHIRT			557529		911a2a90-25b0-cf93-e814-48a5a837e1fe
21	GIL 12000/GY/L	SPORT GREY SWEATSHIRT		SPORT GREY SWEATSHIRT			828489		911a2a90-25b0-cf93-e814-48a5b03efafe
22	GIL 12000/LB/3X	LIGHT BLUE SWEATSHIRT		LIGHT BLUE SWEATSHIRT			468523		911a2a90-25b0-cf93-e814-48a5e03613ff
23	GIL 12000/NT/M	NATURAL SWEATSHIRT		NATURAL SWEATSHIRT			468543		911a2a90-25b0-cf93-e814-48a5c83a2cff
24	GIL 12000/NV/2X	NAVY SWEATSHIRT		NAVY SWEATSHIRT			492398		911a2a90-25b0-cf93-e814-48a5101645ff
25	GIL 12000/NV/3X	NAVY CREWNECK SWEATSHIRT		NAVY CREWNECK SWEATSHIRT			889534		911a2a90-25b0-cf93-e814-48a598eb5fff
26	GIL 12000/NV/L	NAVY SWEATSHIRT		NAVY SWEATSHIRT			783125		911a2a90-25b0-cf93-e814-48a5f8f478ff
27	GIL 12000/NV/XL	NAVY SWEATSHIRT		NAVY SWEATSHIRT			522482		911a2a90-25b0-cf93-e814-48a5d0b891ff
28	GIL 12000/OL/2X	OLIVE SWEATSHIRT		OLIVE SWEATSHIRT			468519		911a2a90-25b0-cf93-e814-48a5d054aaff
29	GIL 12000/OL/M	OLIVE SWEATSHIRT		OLIVE SWEATSHIRT			468521		911a2a90-25b0-cf93-e814-48a580c3c2ff
30	GIL 12000/PU/M	PURPLE SWEATSHIRT		PURPLE SWEATSHIRT			470389		911a2a90-25b0-cf93-e814-48a5e824dbff
31	GIL 12000/PU/XL	PURPLE SWEATSHIRT		PURPLE SWEATSHIRT			470390		911a2a90-25b0-cf93-e814-48a5e85cf3ff
32	GIL 12000/RO/L	ROYAL DRYBLEND SWEATSHIR T		ROYAL DRYBLEND SWEATSHIR	T		563311		911a2a90-25b0-cf93-e814-49a588020d00
33	GIL 12000/RO/M	ROYAL DRYBLEND SWEATSHIR T		ROYAL DRYBLEND SWEATSHIR	T		562880		911a2a90-25b0-cf93-e814-49a568502500
34	GIL 12000/RO/XL	ROYAL CREWNECK SWEATSHIR T		ROYAL CREWNECK SWEATSHIR	T		563741		911a2a90-25b0-cf93-e814-49a568c03c00
35	GIL 12000/SD/XL	SAND SWEATSHIRT		SAND SWEATSHIRT			468541		911a2a90-25b0-cf93-e814-49a510415500
36	GIL 12000/SFGR/L	SAFETY GREEN SWEATSHIRT		SAFETY GREEN SWEATSHIRT			798604		911a2a90-25b0-cf93-e814-49a538c86e00
37	GIL 12000/SG/2X	SPORT GREY SWEATSHIRT		SPORT GREY SWEATSHIRT			893466		911a2a90-25b0-cf93-e814-49a5c0718800
38	GIL 12000/SG/M	SPORT GREY SWEATSHIRT		SPORT GREY SWEATSHIRT			828437		911a2a90-25b0-cf93-e814-49a5d835a200
39	GIL 12000/SG/XL	SPORT GREY SWEATSHIRT		SPORT GREY SWEATSHIRT			828440		911a2a90-25b0-cf93-e814-49a5a0ccbb00
40	GIL 12000/SY/L	SPORT GREY SWEATSHIRT		SPORT GREY SWEATSHIRT			418394		911a2a90-25b0-cf93-e814-49a5a07bd500
41	GIL 12000/WH/XL	WHITE SWEATSHIRT		WHITE SWEATSHIRT			468508		911a2a90-25b0-cf93-e814-49a550e4ee00
42	GIL 12000B/SG/M	SPORTS GREY YOUTH SWEATS HIRT		SPORTS GREY YOUTH SWEATS	HIRT		429844		911a2a90-25b0-cf93-e814-49a5105b0801
43	GIL 12300/AS/L	ASH SWEATPANT		ASH SWEATPANT			768057		911a2a90-25b0-cf93-e814-49a5c0082301
44	GIL 12300/AS/M	ASH SWEATPANT		ASH SWEATPANT			768058		911a2a90-25b0-cf93-e814-49a5a81f3d01
45	GIL 12300/AS/S	ASH SWEATPANT		ASH SWEATPANT			468652		911a2a90-25b0-cf93-e814-49a580165a01
46	GIL 12300/BK/L	BLACK SWEATPANT		BLACK SWEATPANT			931689		911a2a90-25b0-cf93-e814-49a5a0777401
47	GIL 12300/BK/M	BLACK SWEATPANT		BLACK SWEATPANT			931686		911a2a90-25b0-cf93-e814-49a578a69001
48	GIL 12300/BK/S	BLACK SWEATPANT		BLACK SWEATPANT			931681		911a2a90-25b0-cf93-e814-49a5e00eac01
49	GIL 12300/BK/XL	BLACK SWEATPANT		BLACK SWEATPANT			931691		911a2a90-25b0-cf93-e814-49a53882c701
50	GIL 12300/CH/S	CHARCOAL OPEN BOTTOM SWE ATPANT		CHARCOAL OPEN BOTTOM SWE	ATPANT		580663		911a2a90-25b0-cf93-e814-49a5301ee301
51	GIL 12300/RB/L	ROYAL SWEATPANT		ROYAL SWEATPANT			931693		911a2a90-25b0-cf93-e814-49a510befe01
52	GIL 12300/SG/2X	SPORT GREY SWEATPANT		SPORT GREY SWEATPANT			802861		911a2a90-25b0-cf93-e814-49a5b0c71802
53	GIL 12300/SG/L	SPORT GREY SWEATPANT		SPORT GREY SWEATPANT			802855		911a2a90-25b0-cf93-e814-49a578ee3302
54	GIL 12300/SG/M	SPORT GREY SWEATPANT		SPORT GREY SWEATPANT			802854		911a2a90-25b0-cf93-e814-49a5e00b4f02
55	GIL 12300/SG/S	SPORT GREY SWEATPANT		SPORT GREY SWEATPANT			802853		911a2a90-25b0-cf93-e814-49a590366a02
56	GIL 12300/SG/XL	SPORT GREY SWEATPANT		SPORT GREY SWEATPANT			802858		911a2a90-25b0-cf93-e814-49a5a06a8502
57	GIL 125/RB/XL	ROYAL BLUE HOODED SWEATS HIRT		ROYAL BLUE HOODED SWEATS	HIRT		549512		911a2a90-25b0-cf93-e814-49a58029a002
58	GIL 125/SD/XL	SAND HOODED SWEATSHIRT		SAND HOODED SWEATSHIRT			538603		911a2a90-25b0-cf93-e814-49a5386ebc02
59	GIL 125/SF/2X	SAFETY GREEN HOODED SWEA TSHIRT		SAFETY GREEN HOODED SWEA	TSHIRT		277727		911a2a90-25b0-cf93-e814-49a520bdd502
60	GIL 125/SF/L	SAFETY GREEN HOODED SWEA TSHIRT		SAFETY GREEN HOODED SWEA	TSHIRT		277724		911a2a90-25b0-cf93-e814-49a5d8faee02
61	GIL 125/SF/XL	SAFETY GREEN HOODED SWEA TSHIRT		SAFETY GREEN HOODED SWEA	TSHIRT		203329		911a2a90-25b0-cf93-e814-49a5c0810703
62	GIL 125/WH/M	WHITE HOODIE		WHITE HOODIE			725597		911a2a90-25b0-cf93-e814-49a5085d2003
63	GIL 12500/AS/L	ASH PULLOVER HOODIE		ASH PULLOVER HOODIE			819686		911a2a90-25b0-cf93-e814-49a538d83803
64	GIL 12500/AS/M	ASH HOODIE		ASH HOODIE			307755		911a2a90-25b0-cf93-e814-49a5d8965203
65	GIL 12500/AS/XL	ASH HOODIE		ASH HOODIE			823203		911a2a90-25b0-cf93-e814-49a570cb6c03
66	GIL 12500/BK/2X	BLACK HOODIE		BLACK HOODIE			825451		911a2a90-25b0-cf93-e814-49a568418603
67	GIL 12500/BK/3X	BLACK HOODIE		BLACK HOODIE			106047		911a2a90-25b0-cf93-e814-49a5d0b59f03
68	GIL 12500/BK/L	BLACK HOODIE		BLACK HOODIE			825449		911a2a90-25b0-cf93-e814-49a51039b903
69	GIL 12500/BK/M	BLACK HOODIE		BLACK HOODIE			131185		911a2a90-25b0-cf93-e814-49a5709ad403
70	GIL 12500/BK/S	BLACK HOODIE		BLACK HOODIE			314833		911a2a90-25b0-cf93-e814-49a5285bed03
71	GIL 12500/BK/XL	BLACK HOODIE		BLACK HOODIE			825450		911a2a90-25b0-cf93-e814-49a580a80604
72	GIL 12500/CB/S	CAROLINA BLUE HOODIE		CAROLINA BLUE HOODIE			440589		911a2a90-25b0-cf93-e814-49a5f0741f04
73	GIL 12500/CD/2X	CARDINAL RED HOODIE		CARDINAL RED HOODIE			797785		911a2a90-25b0-cf93-e814-49a5d0bc3804
74	GIL 12500/CD/3X	CARDINAL RED HOODIE		CARDINAL RED HOODIE			797786		911a2a90-25b0-cf93-e814-49a540e75204
75	GIL 12500/CD/L	CARDINAL RED HOODIE		CARDINAL RED HOODIE			797783		911a2a90-25b0-cf93-e814-49a5385d6c04
76	GIL 12500/CD/M	CARDINAL RED HOODIE		CARDINAL RED HOODIE			797782		911a2a90-25b0-cf93-e814-49a520ac8504
77	GIL 12500/CD/S	CARDINAL RED HOODIE		CARDINAL RED HOODIE			797769		911a2a90-25b0-cf93-e814-49a5489d9e04
78	GIL 12500/CD/XL	CARDINAL RED HOODIE		CARDINAL RED HOODIE			797784		911a2a90-25b0-cf93-e814-49a5b07bb704
79	GIL 12500/CH/2X	CHARCOAL HOODIE		CHARCOAL HOODIE			947244		911a2a90-25b0-cf93-e814-49a538c1d004
80	GIL 12500/CH/3X	CHARCOAL HOODIE		CHARCOAL HOODIE			90767		911a2a90-25b0-cf93-e814-49a5e080eb04
81	GIL 12500/CH/L	CHARCOAL HOODIE		CHARCOAL HOODIE			802827		911a2a90-25b0-cf93-e814-49a560bf0405
82	GIL 12500/CH/M	CHAROCAL HOODIE		CHAROCAL HOODIE			90769		911a2a90-25b0-cf93-e814-49a500011e05
83	GIL 12500/CH/S	CHARCOAL HOODIE		CHARCOAL HOODIE			90768		911a2a90-25b0-cf93-e814-49a5c81a3705
84	GIL 12500/CH/XL	CHARCOAL HOODIE		CHARCOAL HOODIE			802828		911a2a90-25b0-cf93-e814-49a5e8874f05
85	GIL 12500/FG/2X	FOREST GREEN HOODIE		FOREST GREEN HOODIE			462499		911a2a90-25b0-cf93-e814-49a5d0bd6805
86	GIL 12500/FG/3X	FOREST GREEN HOODIE		FOREST GREEN HOODIE			824268		911a2a90-25b0-cf93-e814-49a570e68105
87	GIL 12500/FG/4X/	FOREST GREEN PULLOVER HO ODIE		FOREST GREEN PULLOVER HO	ODIE		943424		911a2a90-25b0-cf93-e814-49a5e02f9b05
88	GIL 12500/FG/L	FOREST GREEN HOODIE		FOREST GREEN HOODIE			745413		911a2a90-25b0-cf93-e814-49a53896b405
89	GIL 12500/FG/XL	FOREST GREEN HOODIE		FOREST GREEN HOODIE			421366		911a2a90-25b0-cf93-e814-49a560d2cd05
90	GIL 12500/MA/2X	MAROON HOODIE		MAROON HOODIE			115157		911a2a90-25b0-cf93-e814-49a500fbe605
91	GIL 12500/MA/3X	MAROON HOODIE		MAROON HOODIE			115147		911a2a90-25b0-cf93-e814-49a5a82a0006
92	GIL 12500/MA/L	MAROON HOODIE		MAROON HOODIE			115153		911a2a90-25b0-cf93-e814-49a5e8491906
93	GIL 12500/MA/S	MAROON HOODIE		MAROON HOODIE			440588		911a2a90-25b0-cf93-e814-49a508343206
94	GIL 12500/MA/XL	MAROON HOODIE		MAROON HOODIE			115155		911a2a90-25b0-cf93-e814-49a5b8d44a06
95	GIL 12500/NV/2X	NAVY HOODIE		NAVY HOODIE			37006		911a2a90-25b0-cf93-e814-49a5d85a6306
96	GIL 12500/NV/3X	NAVY HOODIE		NAVY HOODIE			982782		911a2a90-25b0-cf93-e814-49a548277c06
97	GIL 12500/NV/4X	NAVY HOODIE		NAVY HOODIE			466336		911a2a90-25b0-cf93-e814-49a5302b9506
98	GIL 12500/NV/L	NAVY HOODIE		NAVY HOODIE			808299		911a2a90-25b0-cf93-e814-49a570cdad06
99	GIL 12500/NV/M	NAVY HOODIE		NAVY HOODIE			982760		911a2a90-25b0-cf93-e814-49a57870c606
100	GIL 12500/NV/S	NAVY HOODIE		NAVY HOODIE			255152		911a2a90-25b0-cf93-e814-49a5c000df06
101	GIL 12500/NV/XL	NAVY HOODIE		NAVY HOODIE			808300		911a2a90-25b0-cf93-e814-49a5b044fb06
102	GIL 12500/PU/L	PURPLE HOODIE		PURPLE HOODIE			121219		911a2a90-25b0-cf93-e814-49a548d01307
103	GIL 12500/RD/2X	RED HOODIE		RED HOODIE			440590		911a2a90-25b0-cf93-e814-49a5b0512f07
104	GIL 12500/RD/M	RED HOODIE		RED HOODIE			448866		911a2a90-25b0-cf93-e814-49a508544807
105	GIL 12500/RD/XL	RED HOODIE		RED HOODIE			341653		911a2a90-25b0-cf93-e814-49a5b0836107
106	GIL 12500/RO/2X	ROYAL HOODIE		ROYAL HOODIE			983887		911a2a90-25b0-cf93-e814-49a5b0d47907
107	GIL 12500/RO/M	ROYAL HOODIE		ROYAL HOODIE			983885		911a2a90-25b0-cf93-e814-49a518fe9207
108	GIL 12500/RO/S	ROYAL HOODIE		ROYAL HOODIE			983884		911a2a90-25b0-cf93-e814-49a5680cad07
109	GIL 12500/RO/XL	ROYAL HOODIE		ROYAL HOODIE			983886		911a2a90-25b0-cf93-e814-49a578c9c607
110	GIL 12500/SFGR/2X	SAFETY GREEN HOODIE		SAFETY GREEN HOODIE			807776		911a2a90-25b0-cf93-e814-49a59862e007
111	GIL 12500/SFGR/3X	SAFETY GREEN HOODIE		SAFETY GREEN HOODIE			864558		911a2a90-25b0-cf93-e814-49a5906efa07
112	GIL 12500/SFGR/L	SAFETY GREEN HOODIE		SAFETY GREEN HOODIE			807773		911a2a90-25b0-cf93-e814-49a5d8111408
113	GIL 12500/SFGR/M	SAFETY GREEN HOODIE		SAFETY GREEN HOODIE			807772		911a2a90-25b0-cf93-e814-49a550492d08
114	GIL 12500/SFGR/XL	SAFETY GREEN HOODIE		SAFETY GREEN HOODIE			756206		911a2a90-25b0-cf93-e814-49a5e8db4808
115	GIL 12500/SFOR/2X	SAFETY ORANGE HOODIE		SAFETY ORANGE HOODIE			118094		911a2a90-25b0-cf93-e814-49a518836208
116	GIL 12500/SFOR/3X	SAFETY ORANGE PULLOVER H OODIE		SAFETY ORANGE PULLOVER H	OODIE		843660		911a2a90-25b0-cf93-e814-49a588fe7b08
117	GIL 12500/SFOR/L	SAFETY ORANGE HOODIE		SAFETY ORANGE HOODIE			825454		911a2a90-25b0-cf93-e814-49a528599508
118	GIL 12500/SFOR/M	SAFETY ORANGE HOODIE		SAFETY ORANGE HOODIE			747173		911a2a90-25b0-cf93-e814-49a5a0c2ae08
119	GIL 12500/SFOR/XL	SAFETY ORANGE HOODIE		SAFETY ORANGE HOODIE			825456		911a2a90-25b0-cf93-e814-49a530f0c808
120	GIL 12500/SG/2X	SPORT GREY HOODIE		SPORT GREY HOODIE			819801		911a2a90-25b0-cf93-e814-49a5085de308
121	GIL 12500/SG/3X	SPORT GREY HOODIE		SPORT GREY HOODIE			819804		911a2a90-25b0-cf93-e814-49a5808efd08
122	GIL 12500/SG/L	SPORT GREY HOODIE		SPORT GREY HOODIE			796296		911a2a90-25b0-cf93-e814-49a5404a1809
123	GIL 12500/SG/M	SPORT GREY HOODIE		SPORT GREY HOODIE			796295		911a2a90-25b0-cf93-e814-49a510e23209
124	GIL 12500/SG/S	SPORT GREY HOODIE		SPORT GREY HOODIE			470392		911a2a90-25b0-cf93-e814-49a5c0f94c09
125	GIL 12500/SG/XL	SPORT GREY HOODIE		SPORT GREY HOODIE			796297		911a2a90-25b0-cf93-e814-49a5a0486909
126	GIL 12500/TO/2X	TEXAS ORANGE HOODIE		TEXAS ORANGE HOODIE			245130		911a2a90-25b0-cf93-e814-49a580e18109
127	GIL 12500/TO/3X	TEXAS ORANGE HOODIE		TEXAS ORANGE HOODIE			245131		911a2a90-25b0-cf93-e814-49a580a99b09
128	GIL 12500/TO/L	TEXAS ORANGE HOODIE		TEXAS ORANGE HOODIE			229959		911a2a90-25b0-cf93-e814-49a5789cb509
129	GIL 12500/TO/M	TEXAS ORANGE HOODIE		TEXAS ORANGE HOODIE			245127		911a2a90-25b0-cf93-e814-49a560d2ce09
130	GIL 12500/TO/XL	TEXAS ORANGE HOODIE		TEXAS ORANGE HOODIE			245128		911a2a90-25b0-cf93-e814-49a52049e809
131	GIL 12600/BK/2X	BLACK FULL ZIP HOODIE		BLACK FULL ZIP HOODIE			275185		911a2a90-25b0-cf93-e814-49a5f8d4010a
132	GIL 12600/BK/3X	BLACK FULL ZIP HOODIE		BLACK FULL ZIP HOODIE			11879		911a2a90-25b0-cf93-e814-49a5f07c1b0a
133	GIL 12600/BK/L	BLACK FULL ZIP HOODIE		BLACK FULL ZIP HOODIE			800857		911a2a90-25b0-cf93-e814-49a55004390a
134	GIL 12600/BK/M	BLACK FULL ZIP HOODIE		BLACK FULL ZIP HOODIE			397804		911a2a90-25b0-cf93-e814-49a5f8e2520a
135	GIL 12600/BK/S	BLACK FULL ZIP HOODIE		BLACK FULL ZIP HOODIE			397806		911a2a90-25b0-cf93-e814-49a5a0126c0a
136	GIL 12600/BK/XL	BLACK FULL ZIP HOODIE		BLACK FULL ZIP HOODIE			253345		911a2a90-25b0-cf93-e814-49a578bd840a
137	GIL 12600/NV/2X	NAVY FULL ZIP HOODIE		NAVY FULL ZIP HOODIE			976359		911a2a90-25b0-cf93-e814-49a5a0769e0a
138	GIL 12600/NV/3X	NAVY FULL ZIP HOODIE		NAVY FULL ZIP HOODIE			803922		911a2a90-25b0-cf93-e814-49a530dcb70a
139	GIL 12600/NV/L	NAVY FULL ZIP HOODIE		NAVY FULL ZIP HOODIE			803916		911a2a90-25b0-cf93-e814-49a50016d10a
140	GIL 12600/NV/M	NAVY FULL ZIP HOODIE		NAVY FULL ZIP HOODIE			976355		911a2a90-25b0-cf93-e814-49a54003ea0a
141	GIL 12600/NV/S	NAVY FULL ZIP HOODIE		NAVY FULL ZIP HOODIE			398038		911a2a90-25b0-cf93-e814-49a5e0c1030b
142	GIL 12600/NV/XL	NAVY FULL ZIP HOODIE		NAVY FULL ZIP HOODIE			976357		911a2a90-25b0-cf93-e814-49a5e0251d0b
143	GIL 12600/SFGR/2X	SAFETY GREEN FULL ZIP FL EECE		SAFETY GREEN FULL ZIP FL	EECE		798386		911a2a90-25b0-cf93-e814-49a508ad360b
144	GIL 12600/SFGR/3X	SAFETY GREEN FULL ZIP HO ODIE		SAFETY GREEN FULL ZIP HO	ODIE		803976		911a2a90-25b0-cf93-e814-49a55857500b
145	GIL 12600/SFGR/L	SAFETY GREEN FULL ZIP HO ODIE		SAFETY GREEN FULL ZIP HO	ODIE		798383		911a2a90-25b0-cf93-e814-49a5f0596a0b
146	GIL 12600/SFGR/M	SAFETY GREEN FULL ZIP FL EECE		SAFETY GREEN FULL ZIP FL	EECE		798382		911a2a90-25b0-cf93-e814-49a5207e840b
147	GIL 12600/SFGR/XL	SAFETY GREEN FULL ZIP HO ODIE		SAFETY GREEN FULL ZIP HO	ODIE		763081		911a2a90-25b0-cf93-e814-49a5f0ca9e0b
148	GIL 12600/SG/2X	SPORT GREY FULL ZIP HOOD IE		SPORT GREY FULL ZIP HOOD	IE		277323		911a2a90-25b0-cf93-e814-49a5d08fb80b
149	GIL 12600/SG/3X	SPORT GREY FULL ZIP HOOD IE		SPORT GREY FULL ZIP HOOD	IE		278975		911a2a90-25b0-cf93-e814-49a5e821d20b
150	GIL 12600/SG/L	SPORT GREY FULL ZIP HOOD IE		SPORT GREY FULL ZIP HOOD	IE		149051		911a2a90-25b0-cf93-e814-49a538d2ea0b
151	GIL 12600/SG/M	SPORT GREY FULL ZIP HOOD IE		SPORT GREY FULL ZIP HOOD	IE		149049		911a2a90-25b0-cf93-e814-49a5b0a5030c
152	GIL 12600/SG/XL	SPORT GREY FULL ZIP HOOD IE		SPORT GREY FULL ZIP HOOD	IE		149052		911a2a90-25b0-cf93-e814-49a520bd1c0c
153	GIL 12900/BK	BLACK STADIUM BLANKET		BLACK STADIUM BLANKET			492363		911a2a90-25b0-cf93-e814-49a5c8ba350c
154	GIL 12900/RD	RED STADIUM BLANKET		RED STADIUM BLANKET			13487		911a2a90-25b0-cf93-e814-49a528fc4d0c
155	GIL 180/AS/XL	ANTIQUE SAPPHIRE CREWNEC K		ANTIQUE SAPPHIRE CREWNEC	K		698412		911a2a90-25b0-cf93-e814-49a5e891660c
156	GIL 180/ATC/L	ANTIQUE CHERRY RED CREWN ECK		ANTIQUE CHERRY RED CREWN	ECK		707937		911a2a90-25b0-cf93-e814-49a510517f0c
157	GIL 18000/ACR/2X	ANTIQUE CHERRY RED SWEAT SHIRT		ANTIQUE CHERRY RED SWEAT	SHIRT		117967		911a2a90-25b0-cf93-e814-49a5e058980c
158	GIL 18000/ACR/3X	ANTIQUE CHERRY RED SWEAT SHIRT		ANTIQUE CHERRY RED SWEAT	SHIRT		399957		911a2a90-25b0-cf93-e814-49a5205fb10c
159	GIL 18000/ACR/4X	ANTIQUE CHERRY RED SWEAT SHIRT		ANTIQUE CHERRY RED SWEAT	SHIRT		418943		911a2a90-25b0-cf93-e814-49a59884cd0c
160	GIL 18000/ACR/L	ANTIQUE CHERRY RED SWEAT SHIRT		ANTIQUE CHERRY RED SWEAT	SHIRT		118109		911a2a90-25b0-cf93-e814-49a5f862e90c
161	GIL 18000/ACR/M	ANTIQUE CHERRY RED SWEAT SHIRT		ANTIQUE CHERRY RED SWEAT	SHIRT		118107		911a2a90-25b0-cf93-e814-49a54884040d
162	GIL 18000/ACR/S	ANTIQUE CHERRY RED SWEAT SHIRT		ANTIQUE CHERRY RED SWEAT	SHIRT		118106		911a2a90-25b0-cf93-e814-49a5681d1e0d
163	GIL 18000/ACR/XL	ANTIQUE CHERRY RED SWEAT SHIRT		ANTIQUE CHERRY RED SWEAT	SHIRT		118110		911a2a90-25b0-cf93-e814-49a5889d370d
164	GIL 18000/AS/2X	ASH SWEATSHIRT		ASH SWEATSHIRT			907635		911a2a90-25b0-cf93-e814-49a5e8a0510d
165	GIL 18000/AS/3X	ASH SWEATSHIRT		ASH SWEATSHIRT			551299		911a2a90-25b0-cf93-e814-49a500976b0d
166	GIL 18000/AS/L	ASH SWEATSHIRT		ASH SWEATSHIRT			235474		911a2a90-25b0-cf93-e814-49a580ee840d
167	GIL 18000/AS/M	ASH SWEATSHIRT		ASH SWEATSHIRT			242727		911a2a90-25b0-cf93-e814-49a550289e0d
168	GIL 18000/AS/S	ASH SWEATSHIRT		ASH SWEATSHIRT			248281		911a2a90-25b0-cf93-e814-49a5f069b70d
169	GIL 18000/AS/XL	ASH SWEATSHIRT		ASH SWEATSHIRT			235478		911a2a90-25b0-cf93-e814-49a568bad00d
170	GIL 18000/AS/XS	ASH SWEATSHIRT		ASH SWEATSHIRT			837937		911a2a90-25b0-cf93-e814-49a5e07bec0d
171	GIL 18000/ASA/3X	ANTIQUE SAPPHIRE SWEATSH IRT		ANTIQUE SAPPHIRE SWEATSH	IRT		380121		911a2a90-25b0-cf93-e814-49a5d0e4060e
172	GIL 18000/ASA/4X	ANTIQUE SAPPHIRE SWEATSH IRT		ANTIQUE SAPPHIRE SWEATSH	IRT		938179		911a2a90-25b0-cf93-e814-49a5a8c3270e
173	GIL 18000/ASA/L	ANTIQUE SAPPHIRE SWEATSH IRT		ANTIQUE SAPPHIRE SWEATSH	IRT		938178		911a2a90-25b0-cf93-e814-49a5e0cf420e
174	GIL 18000/ASA/M	ANTIQUE SAPPHIRE SWEATSH IRT		ANTIQUE SAPPHIRE SWEATSH	IRT		94740		911a2a90-25b0-cf93-e814-49a558b05d0e
175	GIL 18000/ASA/S	ANTIQUE SAPPHIRE SWEATSH IRT		ANTIQUE SAPPHIRE SWEATSH	IRT		248278		911a2a90-25b0-cf93-e814-49a55872780e
176	GIL 18000/ASA/XL	ANTIQUE SAPPHIRE SWEATSH IRT		ANTIQUE SAPPHIRE SWEATSH	IRT		383353		911a2a90-25b0-cf93-e814-49a5e092930e
177	GIL 18000/AZ/M	.		.			450435		911a2a90-25b0-cf93-e814-49a58051ad0e
178	GIL 18000/AZ/XL	AZALEA SWEATSHIRT		AZALEA SWEATSHIRT			402218		911a2a90-25b0-cf93-e814-49a568ccc70e
179	GIL 18000/B/4X	BLACK CREWNECK SWEATSHIR T		BLACK CREWNECK SWEATSHIR	T		601488		911a2a90-25b0-cf93-e814-49a53819e20e
180	GIL 18000/BK/2X	BLACK SWEATSHIRT		BLACK SWEATSHIRT			160224		911a2a90-25b0-cf93-e814-49a5d8c4fa0e
181	GIL 18000/BK/3X	BLACK SWEATSHIRT		BLACK SWEATSHIRT			522937		911a2a90-25b0-cf93-e814-49a5b0ff140f
182	GIL 18000/BK/4X	BLACK SWEATSHIRT		BLACK SWEATSHIRT			668331		911a2a90-25b0-cf93-e814-49a5409d2d0f
183	GIL 18000/BK/5X	BLACK SWEATSHIRT		BLACK SWEATSHIRT			232937		911a2a90-25b0-cf93-e814-49a560a0460f
