extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
309,APP LL100-M,1 THRD MALL LL FRM35 (EF C70-104LL) (GED LL-100),,1 THRD MALL LL FRM35 (EF,C70-104LL) (GED LL-100),ll100 m style mogul 1 thrd thread mall ll frm35 ef c70 104ll ged 100 18166 frm unilet form 35 threaded,18166,,b95d65c6-81a4-73a6-d314-d9e778886401,18166,ll100 m style mogul 1 thrd thread mall ll frm35 ef c70 104ll ged 100 frm unilet form 35 threaded,no,
310,APP LL125-M,1-1/4 THRD MALL LL FRM35 (EFC 70-124LL),,1-1/4 THRD MALL LL FRM35,(EFC 70-124LL),"ll125 m style mogul 1 4 thrd thread mall ll frm35 efc 70 124ll 18168 unilet form 35 """" or inch",18168,,b95d65c6-81a4-73a6-d314-d9e790839201,18168,"ll125 m style mogul 1 4 thrd thread mall ll frm35 efc 70 124ll unilet form 35 """" or inch",no,
311,APP LL150-M,1-1/2 THRD MALL LL FRM35 (EFC 70-154LL),,1-1/2 THRD MALL LL FRM35,(EFC 70-154LL),ll150 m style mogul 1 2 thrd thread mall ll frm35 efc 70 154ll 18170 uni form 35 11 a,18170,,b95d65c6-81a4-73a6-d314-d9e7e0f7cd01,18170,ll150 m style mogul 1 2 thrd thread mall ll frm35 efc 70 154ll uni form 35 11 a,no,
312,APP LL17,1/2 THRD MALL LL FORM 7,,1/2 THRD MALL LL FORM 7,,ll17 1 2 thrd thread mall ll form 7 877269 fm7 body,877269,,b95d65c6-81a4-73a6-d314-d9e7105aff01,877269,ll17 1 2 thrd thread mall ll form 7 fm7 body,no,
313,APP LL200-M,2 THRD MALL LL FRM35,,2 THRD MALL LL FRM35,,ll200 m style mogul 2 thrd thread mall ll frm35 18171 frm unilet form 35,18171,,b95d65c6-81a4-73a6-d314-d9e758bb3c02,18171,ll200 m style mogul 2 thrd thread mall ll frm35 frm unilet form 35,no,
314,APP LL27,3/4 THRD GRAYLOY LL FRM7,,3/4 THRD GRAYLOY LL FRM7,,ll27 3 4 thrd thread grayloy ll frm7 18203 f fm7 body,18203,,b95d65c6-81a4-73a6-d314-d9e7f8697a02,18203,ll27 3 4 thrd thread grayloy ll frm7 f fm7 body,no,
315,APP LL300-M,THRD MALL LL FRM35,,THRD MALL LL FRM35,,"ll300 m style mogul thrd thread mall ll frm35 334051 3 """" or inch threaded unilet form 35",334051,,b95d65c6-81a4-73a6-d314-d9e760b4cc02,334051,"ll300 m style mogul thrd thread mall ll frm35 3 """" or inch threaded unilet form 35",no,
316,APP LL37,1 THRD GRAYLOY LL FRM7,,1 THRD GRAYLOY LL FRM7,,"ll37 1 thrd thread grayloy ll frm7 341477 frm """" or inch fm7 body",341477,,b95d65c6-81a4-73a6-d314-d9e760a1fd02,341477,"ll37 1 thrd thread grayloy ll frm7 frm """" or inch fm7 body",no,
317,APP LL50-M,1/2 THRD MALL LL FRM35 ( EFC 70-54LL),,1/2 THRD MALL LL FRM35 (,EFC 70-54LL),ll50 m style mogul 1 2 thrd thread mall ll frm35 efc 70 54ll 18162 fr unilet form 35 thr,18162,,b95d65c6-81a4-73a6-d314-d9e790672f03,18162,ll50 m style mogul 1 2 thrd thread mall ll frm35 efc 70 54ll fr unilet form 35 thr,no,
318,APP LL57,1-1/2 THRD GRAYLOY LL FR M7,,1-1/2 THRD GRAYLOY LL FR,M7,ll57 1 2 thrd thread grayloy ll fr m7 341479 fm7 body,341479,,b95d65c6-81a4-73a6-d314-d9e760d85c03,341479,ll57 1 2 thrd thread grayloy ll fr m7 fm7 body,no,
319,APP LL57/KIE,(1-1/2 FRM 7 LL),,(1-1/2 FRM 7 LL),,ll57 kie 1 2 frm 7 ll 63566,63566,,b95d65c6-81a4-73a6-d314-f5e780c62272,63566,ll57 kie 1 2 frm 7 ll,no,
320,APP LL67,2 THRD GRAYLOY LL FRM7,,2 THRD GRAYLOY LL FRM7,,ll67 2 thrd thread grayloy ll frm7 341498 frm fm7 body,341498,,b95d65c6-81a4-73a6-d314-d9e748a38b03,341498,ll67 2 thrd thread grayloy ll frm7 frm fm7 body,no,
321,APP LL67/KIE2,(2 LL),,(2 LL),,ll67 kie2 2 ll 88162,88162,,b95d65c6-81a4-73a6-d314-f5e770d7b173,88162,ll67 kie2 2 ll,no,
322,APP LL75-M,3/4 THRD MALL LL FRM35,,3/4 THRD MALL LL FRM35,,ll75 m style mogul 3 4 thrd thread mall ll frm35 18165 fr form 35 type thr,18165,,b95d65c6-81a4-73a6-d314-d9e7f06db903,18165,ll75 m style mogul 3 4 thrd thread mall ll frm35 fr form 35 type thr,no,
323,APP LL87,3 THRD GRAYLOY LL FRM7,,3 THRD GRAYLOY LL FRM7,,ll87 3 thrd thread grayloy ll frm7 341513 frm fm7 body,341513,,b95d65c6-81a4-73a6-d314-d9e7e8d1ee03,341513,ll87 3 thrd thread grayloy ll frm7 frm fm7 body,no,
324,APP LR100-M,1 THRD MALL LR FRM35 (EF C 70-105LR),,1 THRD MALL LR FRM35 (EF,C 70-105LR),lr100 m style mogul 1 thrd thread mall lr frm35 ef c 70 105lr 18181 frm unilet form 35 threaded,18181,,b95d65c6-81a4-73a6-d314-d9e760f82704,18181,lr100 m style mogul 1 thrd thread mall lr frm35 ef c 70 105lr frm unilet form 35 threaded,no,
325,APP LR125-M,1-1/4 THRD MALL LR FRM35 (EFC 70-125LR),,1-1/4 THRD MALL LR FRM35,(EFC 70-125LR),lr125 m style mogul 1 4 thrd thread mall lr frm35 efc 70 125lr 18183 unilet form 35 threaded,18183,,b95d65c6-81a4-73a6-d314-d9e740867804,18183,lr125 m style mogul 1 4 thrd thread mall lr frm35 efc 70 125lr unilet form 35 threaded,no,
326,APP LR150-M,1-1/2 THRD MALL LR FRM35,,1-1/2 THRD MALL LR FRM35,,lr150 m style mogul 1 2 thrd thread mall lr frm35 18185 unilet form 35 11 thr,18185,,b95d65c6-81a4-73a6-d314-d9e7f084ab04,18185,lr150 m style mogul 1 2 thrd thread mall lr frm35 unilet form 35 11 thr,no,
327,APP LR17,1/2 THRD GRAYLOY LR FRM7,,1/2 THRD GRAYLOY LR FRM7,,lr17 1 2 thrd thread grayloy lr frm7 950995 f fm7 body,950995,,b95d65c6-81a4-73a6-d314-d9e78845e904,950995,lr17 1 2 thrd thread grayloy lr frm7 f fm7 body,no,
328,APP LR200-M,2 THRD MALL LR FRM35 (EF C 70-205LR),,2 THRD MALL LR FRM35 (EF,C 70-205LR),"lr200 m style mogul 2 thrd thread mall lr frm35 ef c 70 205lr 18187 frm unilet form 35 """" or inch threaded",18187,,b95d65c6-81a4-73a6-d314-d9e7d8721b05,18187,"lr200 m style mogul 2 thrd thread mall lr frm35 ef c 70 205lr frm unilet form 35 """" or inch threaded",no,
329,APP LR27,3/4 THRD GRAYLOY LR FRM7,,3/4 THRD GRAYLOY LR FRM7,,lr27 3 4 thrd thread grayloy lr frm7 18213 f fm7 body,18213,,b95d65c6-81a4-73a6-d314-d9e7c0775105,18213,lr27 3 4 thrd thread grayloy lr frm7 f fm7 body,no,
330,APP LR300-M,3 THRD MALL LR FRM35,,3 THRD MALL LR FRM35,,"lr300 m style mogul 3 thrd thread mall lr frm35 984289 frm """" or inch threaded unilet form 35",984289,,b95d65c6-81a4-73a6-d314-d9e758548205,984289,"lr300 m style mogul 3 thrd thread mall lr frm35 frm """" or inch threaded unilet form 35",no,
331,APP LR37,1 THRD GRAYLOY LR FRM7,,1 THRD GRAYLOY LR FRM7,,"lr37 1 thrd thread grayloy lr frm7 18240 frm """" or inch fm7 body",18240,,b95d65c6-81a4-73a6-d314-d9e7f063b705,18240,"lr37 1 thrd thread grayloy lr frm7 frm """" or inch fm7 body",no,
332,APP LR50-M,1/2 THRD MALL LR FRM35 ( EFC 70-55LR),,1/2 THRD MALL LR FRM35 (,EFC 70-55LR),lr50 m style mogul 1 2 thrd thread mall lr frm35 efc 70 55lr 18177 fr unilet form 35 thr a,18177,,b95d65c6-81a4-73a6-d314-d9e77027f105,18177,lr50 m style mogul 1 2 thrd thread mall lr frm35 efc 70 55lr fr unilet form 35 thr a,no,
333,APP LR57,1-1/2 THRD GRAYLOY LR FR M7,,1-1/2 THRD GRAYLOY LR FR,M7,lr57 1 2 thrd thread grayloy lr fr m7 341480 fm7 body,341480,,b95d65c6-81a4-73a6-d314-d9e7408a3106,341480,lr57 1 2 thrd thread grayloy lr fr m7 fm7 body,no,
334,APP LR57/KIE,(1-1/2 FRM 7 LR),,(1-1/2 FRM 7 LR),,lr57 kie 1 2 frm 7 lr 63567,63567,,b95d65c6-81a4-73a6-d314-f5e7d8337172,63567,lr57 kie 1 2 frm 7 lr,no,
335,APP LR67,2 THRD GRAYLOY LR FRM7,,2 THRD GRAYLOY LR FRM7,,lr67 2 thrd thread grayloy lr frm7 341499 frm fm7 body,341499,,b95d65c6-81a4-73a6-d314-d9e7f03d7d06,341499,lr67 2 thrd thread grayloy lr frm7 frm fm7 body,no,
336,APP LR67/KIE2,(2 LR),,(2 LR),,lr67 kie2 2 lr 88164,88164,,b95d65c6-81a4-73a6-d314-f5e74876e573,88164,lr67 kie2 2 lr,no,
337,APP LR75-M,3/4 THRD MALL LR FRM35,,3/4 THRD MALL LR FRM35,,lr75 m style mogul 3 4 thrd thread mall lr frm35 18179 fr form 35 type thr,18179,,b95d65c6-81a4-73a6-d314-d9e73075ab06,18179,lr75 m style mogul 3 4 thrd thread mall lr frm35 fr form 35 type thr,no,
338,APP LR87,3 THRD GRAYLOR LR FRM7,,3 THRD GRAYLOR LR FRM7,,lr87 3 thrd thread graylor lr frm7 341514 frm fmy body,341514,,b95d65c6-81a4-73a6-d314-d9e778ecdc06,341514,lr87 3 thrd thread graylor lr frm7 frm fmy body,no,
339,APP PLG100S,PLUG 1  SQR HEAD CLOSE-UP,,PLUG 1  SQR HEAD,CLOSE-UP,plg100s plug 1 sqr head close up 66697 explosion proof prf ste,66697,,b95d65c6-81a4-73a6-d314-d9e790281507,66697,plg100s plug 1 sqr head close up explosion proof prf ste,no,
340,APP PLG125,PLUG 1-14 REC HEAD CLOSE-UP,,PLUG 1-14 REC HEAD,CLOSE-UP,plg125 plug 1 14 rec head close up 477491 4 explosion proof prf,477491,,b95d65c6-81a4-73a6-d314-d9e798e64e07,477491,plg125 plug 1 14 rec head close up 4 explosion proof prf,no,
341,APP PLG150,PLUG 1-12  REC HEAD CLOSE-UP,,PLUG 1-12  REC HEAD,CLOSE-UP,plg150 plug 1 12 rec head close up 76975 2 explosion proof prf,76975,,b95d65c6-81a4-73a6-d314-d9e7303f7c07,76975,plg150 plug 1 12 rec head close up 2 explosion proof prf,no,
342,APP PLG200,PLUG 2 REC HEAD CLOSE-UP IRON,,PLUG 2 REC HEAD,CLOSE-UP IRON,plg200 plug 2 rec head close up iron 60440 explosion proof prf mall,60440,,b95d65c6-81a4-73a6-d314-d9e71842c307,60440,plg200 plug 2 rec head close up iron explosion proof prf mall,no,
343,APP PLG50S,PLUG 12  SQR HEAD CLOSE-UP,,PLUG 12  SQR HEAD,CLOSE-UP,plg50s plug 12 sqr head close up 76971 1 2 explosion proof prf st,76971,,b95d65c6-81a4-73a6-d314-d9e7a835e908,76971,plg50s plug 12 sqr head close up 1 2 explosion proof prf st,no,
344,APP PLG75R,3/4 EXP-PRF PLUG STEEL R ECESSED,,3/4 EXP-PRF PLUG STEEL R,ECESSED,plg75r 3 4 explosion proof prf plug steel recessed 48680 st rec head close up stl,48680,,b95d65c6-81a4-73a6-d314-d9e7b0c73a09,48680,plg75r 3 4 explosion proof prf plug steel recessed st rec head close up stl,no,
345,APP PTA200,2 ALUM,,2 ALUM,,pta200 2 aluminum 337271,337271,,b95d65c6-81a4-73a6-d314-d9e7906d2237,337271,pta200 2 aluminum,no,
346,APP RB100-50,1X1/2 STEEL RED BUSHING,,1X1/2 STEEL RED BUSHING,,"rb100 50 1x1 2 steel red bushing 124602 b rdc bush stl 1 to """" or inch npt",124602,,b95d65c6-81a4-73a6-d314-d9e758dc9609,124602,"rb100 50 1x1 2 steel red bushing b rdc bush stl 1 to """" or inch npt",no,
347,APP RB100-75,1X3/4 STEEL RED BUSHING,,1X3/4 STEEL RED BUSHING,,"rb100 75 1x3 4 steel red bushing 413631 b rdc bush stl 1 to 3 """" or inch npt",413631,,b95d65c6-81a4-73a6-d314-d9e7c045e809,413631,"rb100 75 1x3 4 steel red bushing b rdc bush stl 1 to 3 """" or inch npt",no,
348,APP RB125-100,1-1/4X1 STEEL RED BUSHIN G,,1-1/4X1 STEEL RED BUSHIN,G,"rb125 100 1 4x1 steel red bushing 124625 re rdc bush stl 4to1 """" or inch npt",124625,,b95d65c6-81a4-73a6-d314-d9e7603d370a,124625,"rb125 100 1 4x1 steel red bushing re rdc bush stl 4to1 """" or inch npt",no,
349,APP RB125-75,1-1/4X3/4 STEEL RED BUSH ING,,1-1/4X3/4 STEEL RED BUSH,ING,"rb125 75 1 4x3 4 steel red bushing 284370 r rdc bush stl 4to3 """" or inch npt",284370,,b95d65c6-81a4-73a6-d314-d9e7d0c5840a,284370,"rb125 75 1 4x3 4 steel red bushing r rdc bush stl 4to3 """" or inch npt",no,
350,APP RB150-100,1-1/2X1 STEEL RED BUSHIN G,,1-1/2X1 STEEL RED BUSHIN,G,"rb150 100 1 2x1 steel red bushing 284371 re rdc bush stl 2to1 """" or inch npt",284371,,b95d65c6-81a4-73a6-d314-d9e7f8eabe0a,284371,"rb150 100 1 2x1 steel red bushing re rdc bush stl 2to1 """" or inch npt",no,
351,APP RB150-125,1-1/2X1-1/4 STEEL RED BU SHING,,1-1/2X1-1/4 STEEL RED BU,SHING,"rb150 125 1 2x1 4 steel red bushing 341656 stee rdc bush stl 2to1 """" or inch",341656,,b95d65c6-81a4-73a6-d314-d9e7587ef30a,341656,"rb150 125 1 2x1 4 steel red bushing stee rdc bush stl 2to1 """" or inch",no,
352,APP RB150-50,1-1/2X1/2 STEEL RED BUSH ING,,1-1/2X1/2 STEEL RED BUSH,ING,"rb150 50 1 2x1 2 steel red bushing 341660 r rdc bush stl 2to1 """" or inch npt",341660,,b95d65c6-81a4-73a6-d314-d9e778cd290b,341660,"rb150 50 1 2x1 2 steel red bushing r rdc bush stl 2to1 """" or inch npt",no,
353,APP RB150-75,1-1/2X3/4 STEEL RED BUSH ING,,1-1/2X3/4 STEEL RED BUSH,ING,"rb150 75 1 2x3 4 steel red bushing 578214 r rdc bush stl 2to3 """" or inch npt",578214,,b95d65c6-81a4-73a6-d314-d9e7688f630b,578214,"rb150 75 1 2x3 4 steel red bushing r rdc bush stl 2to3 """" or inch npt",no,
354,APP RB200-100,2X1 STEEL RED BUSHING,,2X1 STEEL RED BUSHING,,"rb200 100 2x1 steel red bushing 341665 bu rdc bush stl 2 to 1 """" or inch npt",341665,,b95d65c6-81a4-73a6-d314-d9e77036be0b,341665,"rb200 100 2x1 steel red bushing bu rdc bush stl 2 to 1 """" or inch npt",no,
355,APP RB200-125,2X1-1/4 STEEL RED BUSHIN G,,2X1-1/4 STEEL RED BUSHIN,G,"rb200 125 2x1 1 4 steel red bushing 341663 re rdc bush stl 2to1 """" or inch npt",341663,,b95d65c6-81a4-73a6-d314-d9e7b8ecf10b,341663,"rb200 125 2x1 1 4 steel red bushing re rdc bush stl 2to1 """" or inch npt",no,
356,APP RB200-150,2X1-1/2 STEEL RED BUSHIN G,,2X1-1/2 STEEL RED BUSHIN,G,"rb200 150 2x1 1 2 steel red bushing 341661 re rdc bush stl 2to1 """" or inch npt",341661,,b95d65c6-81a4-73a6-d314-d9e7c08a280c,341661,"rb200 150 2x1 1 2 steel red bushing re rdc bush stl 2to1 """" or inch npt",no,
357,APP RB200-150A,2X1-1/2 ALUM RED BUSHING,,2X1-1/2 ALUM RED BUSHING,,"rb200 150a 2x1 1 2 aluminum red bushing 846345 re rdc bush 2to1 """" or inch npt",846345,,b95d65c6-81a4-73a6-d314-d9e780b87b0c,846345,"rb200 150a 2x1 1 2 aluminum red bushing re rdc bush 2to1 """" or inch npt",no,
358,APP RB200-50,2X1/2 STEEL RED BUSHING,,2X1/2 STEEL RED BUSHING,,"rb200 50 2x1 2 steel red bushing 342935 b rdc bush stl 2to1 """" or inch npt",342935,,b95d65c6-81a4-73a6-d314-d9e79877b30c,342935,"rb200 50 2x1 2 steel red bushing b rdc bush stl 2to1 """" or inch npt",no,
359,APP RB200-75,2X3/4 STEEL RED BUSHING,,2X3/4 STEEL RED BUSHING,,"rb200 75 2x3 4 steel red bushing 341666 b rdc bush stl 2to3 """" or inch npt",341666,,b95d65c6-81a4-73a6-d314-d9e720a5e90c,341666,"rb200 75 2x3 4 steel red bushing b rdc bush stl 2to3 """" or inch npt",no,
360,APP RB200-75A,2X3/4 ALUM RED BUSHING,,2X3/4 ALUM RED BUSHING,,"rb200 75a 2x3 4 aluminum red bushing 258547 b rdc bush 2to3 """" or inch npt",258547,,b95d65c6-81a4-73a6-d314-d9e7300a1a0d,258547,"rb200 75a 2x3 4 aluminum red bushing b rdc bush 2to3 """" or inch npt",no,
361,APP RB250-100,2-1/2X1 STEEL RED BUSHIN G,,2-1/2X1 STEEL RED BUSHIN,G,"rb250 100 2 1 2x1 steel red bushing 341673 re rdc bush mall 2to1 """" or inch npt",341673,,b95d65c6-81a4-73a6-d314-d9e7686a590d,341673,"rb250 100 2 1 2x1 steel red bushing re rdc bush mall 2to1 """" or inch npt",no,
362,APP RB250-125,2-1/2X1-1/4 STEEL RED BU SHING,,2-1/2X1-1/4 STEEL RED BU,SHING,"rb250 125 2 1 2x1 4 steel red bushing 341672 stee rdc bush mall 2to1 """" or inch",341672,,b95d65c6-81a4-73a6-d314-d9e70819970d,341672,"rb250 125 2 1 2x1 4 steel red bushing stee rdc bush mall 2to1 """" or inch",no,
363,APP RB250-150,2-1/2X1-1/2 STEEL RED BU SHING,,2-1/2X1-1/2 STEEL RED BU,SHING,"rb250 150 2 1 2x1 steel red bushing 342936 stee rdc bush mall 2to1 """" or inch",342936,,b95d65c6-81a4-73a6-d314-d9e788a5d50d,342936,"rb250 150 2 1 2x1 steel red bushing stee rdc bush mall 2to1 """" or inch",no,
364,APP RB250-200,2-1/2X2 STEEL RED BUSHIN G,,2-1/2X2 STEEL RED BUSHIN,G,"rb250 200 2 1 2x2 steel red bushing 341668 re rdc bush mall 2to2 """" or inch npt",341668,,b95d65c6-81a4-73a6-d314-d9e7788a050e,341668,"rb250 200 2 1 2x2 steel red bushing re rdc bush mall 2to2 """" or inch npt",no,
365,APP RB300-100,3X1 STEEL RED BUSHING,,3X1 STEEL RED BUSHING,,"rb300 100 3x1 steel red bushing 341677 bu rdc bush mall 3 to 1 """" or inch npt",341677,,b95d65c6-81a4-73a6-d314-d9e750e34c0e,341677,"rb300 100 3x1 steel red bushing bu rdc bush mall 3 to 1 """" or inch npt",no,
366,APP RB300-100/KIE,(3X1),,(3X1),,rb300 100 kie 3x1 63692,63692,,b95d65c6-81a4-73a6-d314-f5e7c8ad9d72,63692,rb300 100 kie 3x1,no,
367,APP RB300-150,3X1-1/2 STEEL RED BUSHIN G,,3X1-1/2 STEEL RED BUSHIN,G,"rb300 150 3x1 1 2 steel red bushing 341676 re rdc bush mall 3to1 """" or inch npt",341676,,b95d65c6-81a4-73a6-d314-d9e7e08a8d0e,341676,"rb300 150 3x1 1 2 steel red bushing re rdc bush mall 3to1 """" or inch npt",no,
368,APP RB300-200,3X2 STEEL RED BUSHING,,3X2 STEEL RED BUSHING,,"rb300 200 3x2 steel red bushing 341674 bu rdc bush mall 3 to 2 """" or inch npt",341674,,b95d65c6-81a4-73a6-d314-d9e7c80ecc0e,341674,"rb300 200 3x2 steel red bushing bu rdc bush mall 3 to 2 """" or inch npt",no,
369,APP RB500-400,5X4 STEEL RED BUSHING,,5X4 STEEL RED BUSHING,,"rb500 400 5x4 steel red bushing 759024 bu rdc bush mall 5 to 4 """" or inch npt",759024,,b95d65c6-81a4-73a6-d314-d9e77873070f,759024,"rb500 400 5x4 steel red bushing bu rdc bush mall 5 to 4 """" or inch npt",no,
370,APP RB75-50,3/4X1/2 STEEL RED BUSHIN G,,3/4X1/2 STEEL RED BUSHIN,G,"rb75 50 3 4x1 2 steel red bushing 124601 rdc bush stl 4to1 """" or inch npt",124601,,b95d65c6-81a4-73a6-d314-d9e7503a450f,124601,"rb75 50 3 4x1 2 steel red bushing rdc bush stl 4to1 """" or inch npt",no,
371,APP RB75-50A,3/4X1/2 ALUM RED BUSHING,,3/4X1/2 ALUM RED BUSHING,,"rb75 50a 3 4x1 2 aluminum red bushing 284368 rdc bush 4to1 """" or inch npt",284368,,b95d65c6-81a4-73a6-d314-d9e7d8bd750f,284368,"rb75 50a 3 4x1 2 aluminum red bushing rdc bush 4to1 """" or inch npt",no,
372,APP ST-100,1 STRT LT CONN,,1 STRT LT CONN,,"st 100 1 strt straight  lt liquid tight liquid tight strain relief connector 18244 1"" """" or inch lfmc",18244,,b95d65c6-81a4-73a6-d314-d9e7180fa80f,18244,"st 100 1 strt straight  lt liquid tight liquid tight strain relief connector 1"" """" or inch lfmc",no,
373,APP ST-100L,1 STRT LT CONN W/GRD,,1 STRT LT CONN W/GRD,,"st 100l 1 strt straight  lt liquid tight liquid tight strain relief connector w grd 18090 1"" """" or inch lfmc gndg lug",18090,,b95d65c6-81a4-73a6-d314-d9e7f04eef0f,18090,"st 100l 1 strt straight  lt liquid tight liquid tight strain relief connector w grd 1"" """" or inch lfmc gndg lug",no,
374,APP ST-125,1-1/4 STRT LT CONN,,1-1/4 STRT LT CONN,,"st 125 1 4 strt straight  lt liquid tight liquid tight strain relief connector 346919 4"" """" or inch lfmc",346919,,b95d65c6-81a4-73a6-d314-d9e790132110,346919,"st 125 1 4 strt straight  lt liquid tight liquid tight strain relief connector 4"" """" or inch lfmc",no,
375,APP ST-125L,1-1/4 STRT LT CONN W/GRD,,1-1/4 STRT LT CONN W/GRD,,"st 125l 1 4 strt straight  lt liquid tight liquid tight strain relief connector w grd 523204 4"" con """" or inch lfmc gndg lug",523204,,b95d65c6-81a4-73a6-d314-d9e720f05410,523204,"st 125l 1 4 strt straight  lt liquid tight liquid tight strain relief connector w grd 4"" con """" or inch lfmc gndg lug",no,
376,APP ST-150,1-1/2STRT LT CONN,,1-1/2STRT LT CONN,,"st 150 1 2strt lt liquid tight strain relief connector 756893 2""strt 2 """" or inch lfmc",756893,,b95d65c6-81a4-73a6-d314-d9e7a0449410,756893,"st 150 1 2strt lt liquid tight strain relief connector 2""strt 2 """" or inch lfmc",no,
377,APP ST-150L,1-1/2 STRT LT CONN W/GRD,,1-1/2 STRT LT CONN W/GRD,,"st 150l 1 2 strt straight  lt liquid tight liquid tight strain relief connector w grd 258293 2"" con """" or inch lfmc gndg lug",258293,,b95d65c6-81a4-73a6-d314-d9e7704fd210,258293,"st 150l 1 2 strt straight  lt liquid tight liquid tight strain relief connector w grd 2"" con """" or inch lfmc gndg lug",no,
378,APP ST-200,2 STRT LT CONN,,2 STRT LT CONN,,"st 200 2 strt straight  lt liquid tight liquid tight strain relief connector 423474 2"" """" or inch lfmc",423474,,b95d65c6-81a4-73a6-d314-d9e728b80111,423474,"st 200 2 strt straight  lt liquid tight liquid tight strain relief connector 2"" """" or inch lfmc",no,
379,APP ST-200L,2 STRT LT CONN W/GRD,,2 STRT LT CONN W/GRD,,"st 200l 2 strt straight  lt liquid tight liquid tight strain relief connector w grd 18092 2"" """" or inch lfmc gndg lug",18092,,b95d65c6-81a4-73a6-d314-d9e748763211,18092,"st 200l 2 strt straight  lt liquid tight liquid tight strain relief connector w grd 2"" """" or inch lfmc gndg lug",no,
380,APP ST-300L,3 STRT LT CONN W/GRD,,3 STRT LT CONN W/GRD,,"st 300l 3 strt straight  lt liquid tight liquid tight strain relief connector w grd 986611 3"" """" or inch lfmc gndg lug",986611,,9db6fac8-f502-728b-d914-331cf802b545,986611,"st 300l 3 strt straight  lt liquid tight liquid tight strain relief connector w grd 3"" """" or inch lfmc gndg lug",no,
381,APP ST-300L/KIE2,(3 90 DEG LT CONN),,(3 90 DEG LT CONN),,st 300l kie2 3 90 deg lt liquid tight strain relief connector 88060,88060,,b95d65c6-81a4-73a6-d314-f5e718e31b74,88060,st 300l kie2 3 90 deg lt liquid tight strain relief connector,no,
382,APP ST-38,3/8 STRT LT CONN,,3/8 STRT LT CONN,,"st 38 3 8 strt straight  lt liquid tight liquid tight strain relief connector 126770 8"" """" or inch lfmc",126770,,b95d65c6-81a4-73a6-d314-d9e710a96411,126770,"st 38 3 8 strt straight  lt liquid tight liquid tight strain relief connector 8"" """" or inch lfmc",no,
383,APP ST-400L,4 STRT LT CONN W/GRD,,4 STRT LT CONN W/GRD,,"st 400l 4 strt straight  lt liquid tight liquid tight strain relief connector w grd 387297 4"" """" or inch lfmc gndg lug",387297,,b95d65c6-81a4-73a6-d314-d9e7985ca611,387297,"st 400l 4 strt straight  lt liquid tight liquid tight strain relief connector w grd 4"" """" or inch lfmc gndg lug",no,
384,APP ST-45100L,1 45DEG LT CONN W/GRD,,1 45DEG LT CONN W/GRD,,"st 45100l 1 45deg lt liquid tight strain relief connector w grd 329960 1"" """" or inch lfmc lug",329960,,b95d65c6-81a4-73a6-d314-d9e770daa115,329960,"st 45100l 1 45deg lt liquid tight strain relief connector w grd 1"" """" or inch lfmc lug",no,
385,APP ST-45125,1-1/4 45DEG LT CONN,,1-1/4 45DEG LT CONN,,"st 45125 1 4 45deg lt liquid tight strain relief connector 85185 4"" c """" or inch lfmc",85185,,b95d65c6-81a4-73a6-d314-d9e7989ad715,85185,"st 45125 1 4 45deg lt liquid tight strain relief connector 4"" c """" or inch lfmc",no,
386,APP ST-45125L,1-1/4 45DEG LT CONN W/GR D,,1-1/4 45DEG LT CONN W/GR,D,"st 45125l 1 4 45deg lt liquid tight strain relief connector w gr d 330016 4"" """" or inch lfmc lug",330016,,b95d65c6-81a4-73a6-d314-d9e7c0c40c16,330016,"st 45125l 1 4 45deg lt liquid tight strain relief connector w gr d 4"" """" or inch lfmc lug",no,
387,APP ST-45150L,1-1/2 45DEG LT CONN W/GR D,,1-1/2 45DEG LT CONN W/GR,D,"st 45150l 1 2 45deg lt liquid tight strain relief connector w gr d 330017 2"" """" or inch lfmc lug",330017,,b95d65c6-81a4-73a6-d314-d9e7889c4916,330017,"st 45150l 1 2 45deg lt liquid tight strain relief connector w gr d 2"" """" or inch lfmc lug",no,
388,APP ST-45200,2 45DEG LT CONN,,2 45DEG LT CONN,,"st 45200 2 45deg lt liquid tight strain relief connector 85195 2"" """" or inch lfmc",85195,,b95d65c6-81a4-73a6-d314-d9e770f07616,85195,"st 45200 2 45deg lt liquid tight strain relief connector 2"" """" or inch lfmc",no,
389,APP ST-45200L,2 45DEG LT CONN W/GRD,,2 45DEG LT CONN W/GRD,,"st 45200l 2 45deg lt liquid tight strain relief connector w grd 330019 2"" """" or inch lfmc lug",330019,,b95d65c6-81a4-73a6-d314-d9e74009a216,330019,"st 45200l 2 45deg lt liquid tight strain relief connector w grd 2"" """" or inch lfmc lug",no,
390,APP ST-45250L,2-1/2 45DEG LT CONN W/GR D,,2-1/2 45DEG LT CONN W/GR,D,"st 45250l 2 1 45deg lt liquid tight strain relief connector w gr d 330020 2"" """" or inch lfmc lug",330020,,b95d65c6-81a4-73a6-d314-d9e7483ae616,330020,"st 45250l 2 1 45deg lt liquid tight strain relief connector w gr d 2"" """" or inch lfmc lug",no,
