extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
1,ALT 153-901,22MM 1-HOLE ENCLOSURE,,22MM 1-HOLE ENCLOSURE,,"153 901 22mm 1 hole enclosure enclos pb1 l, 94x94x81mm 869716",869716,,b95d65c6-81a4-73a6-d314-d7e778cecae2,869716,"153 901 22mm 1 hole enclosure enclos pb1 l, 94x94x81mm",no,
2,ALT 153-902,22MM POLY 2-HOLE P/B ENC LOSURE,,22MM POLY 2-HOLE P/B ENC,LOSURE,"153 902 22mm poly 2 hole p b enclosure losure pb2 l, 130x94x81mm enclosure 565681",565681,,b95d65c6-81a4-73a6-d314-d7e798d200e3,565681,"153 902 22mm poly 2 hole p b enclosure losure pb2 l, 130x94x81mm enclosure",no,
3,ALT 153-903,PB3L 180x94x81mm POLY EN CL LT GRAY,,PB3L 180x94x81mm POLY EN,CL LT GRAY,153 903 pb3l 180x94x81mm poly en cl lt light gray p pb3 l enclosure 60792,60792,,b95d65c6-81a4-73a6-d314-d7e7b07239e3,60792,153 903 pb3l 180x94x81mm poly en cl lt light gray p pb3 l enclosure,no,
4,ALT 153-904,PB4L 180x94x81mm POLY EN CL LT GRAY,,PB4L 180x94x81mm POLY EN,CL LT GRAY,"153 904 pb4l 180x94x81mm poly en cl lt light gray p pb4 l, enclosure 60794",60794,,b95d65c6-81a4-73a6-d314-d7e750d676e3,60794,"153 904 pb4l 180x94x81mm poly en cl lt light gray p pb4 l, enclosure",no,
5,ALT 1919E1/CM/S,CAMO WOMENS JERSEY PULLO VER,,CAMO WOMENS JERSEY PULLO,VER,1919e1 cm s camo womens jersey pullo ver 790112,790112,,b95d65c6-81a4-73a6-d314-fce7f827836d,790112,1919e1 cm s camo womens jersey pullo ver,no,
6,ALT 1928/EG/S,ECO GREY WOMENS PULLOVER HOOD T,,ECO GREY WOMENS PULLOVER,HOOD T,1928 eg s eco grey womens pullover hood t 97296,97296,,b95d65c6-81a4-73a6-d314-fce700b7af6d,97296,1928 eg s eco grey womens pullover hood t,no,
7,ALT 1988/EB-EI/XL,ECO BK/ECO IVORY WOM PP VNECK,,ECO BK/ECO IVORY WOM PP,VNECK,1988 eb ei xl eco bk ivory wom pp vneck 304403,304403,,b95d65c6-81a4-73a6-d314-fce7406ada6d,304403,1988 eb ei xl eco bk ivory wom pp vneck,no,
8,ALT 1990E1/EG-CM/S,ECO GREY & CAMO PULLOVER,,ECO GREY & CAMO PULLOVER,,1990e1 eg cm s eco grey & camo pullover 829290,829290,,b95d65c6-81a4-73a6-d314-fce790f4096e,829290,1990e1 eg cm s eco grey & camo pullover,no,
9,ALT 1D1UL,UL489 1 AMP BREAKER,,UL489 1 AMP BREAKER,,"1d1ul ul489 1 amp breaker 1d1ul, 1a, circuit 180645",180645,,b95d65c6-81a4-73a6-d314-d7e78871c1e3,180645,"1d1ul ul489 1 amp breaker 1d1ul, 1a, circuit",no,
10,ALT 1DU1,.,,.,,1du1 . 60796,60796,,b95d65c6-81a4-73a6-d314-d7e788c2f2e3,60796,1du1 .,no,
11,ALT 1DU10R,1P 10A MAIN CIRCUIT BREA KER 277V,,1P 10A MAIN CIRCUIT BREA,KER 277V,"1du10r 1p 10a main circuit breaker 277v 1du10r,10a mcb, d char 60797",60797,,b95d65c6-81a4-73a6-d314-d7e788fb27e4,60797,"1du10r 1p 10a main circuit breaker 277v 1du10r,10a mcb, d char",no,
12,ALT 1DU13R,1P 13A MAIN CIRCUIT BREA KER 277V,,1P 13A MAIN CIRCUIT BREA,KER 277V,"1du13r 1p 13a main circuit breaker 277v 1du13r,13a mcb, d char 60798",60798,,b95d65c6-81a4-73a6-d314-d7e7a07d65e4,60798,"1du13r 1p 13a main circuit breaker 277v 1du13r,13a mcb, d char",no,
13,ALT 1DU15R,1P 15A MAIN CIRCUIT BREA KER 277V,,1P 15A MAIN CIRCUIT BREA,KER 277V,"1du15r 1p 15a main circuit breaker 277v 1du15r,15a mcb, d char 60799",60799,,b95d65c6-81a4-73a6-d314-d7e7a01f96e4,60799,"1du15r 1p 15a main circuit breaker 277v 1du15r,15a mcb, d char",no,
14,ALT 1DU20R,1P 20A MAIN CIRCUIT BREA KER 277V,,1P 20A MAIN CIRCUIT BREA,KER 277V,"1du20r 1p 20a main circuit breaker 277v 1du20r,20a mcb, d char [12] 60801",60801,,b95d65c6-81a4-73a6-d314-d7e7e8d1d2e4,60801,"1du20r 1p 20a main circuit breaker 277v 1du20r,20a mcb, d char [12]",no,
15,ALT 1DU2R,1P 2A MAIN CIRCUIT BREAK ER 277V,,1P 2A MAIN CIRCUIT BREAK,ER 277V,"1du2r 1p 2a main circuit breaker 277v b 1du2r,2a mcb, d char 60802",60802,,b95d65c6-81a4-73a6-d314-d7e7d06b05e5,60802,"1du2r 1p 2a main circuit breaker 277v b 1du2r,2a mcb, d char",no,
16,ALT 1DU30R,1P 30A MAIN CIRCUIT BREA KER 277V,,1P 30A MAIN CIRCUIT BREA,KER 277V,"1du30r 1p 30a main circuit breaker 277v 1du30r,30a mcb, d char 60804",60804,,b95d65c6-81a4-73a6-d314-d7e7a0be37e5,60804,"1du30r 1p 30a main circuit breaker 277v 1du30r,30a mcb, d char",no,
17,ALT 1DU3R,1P 3A MAIN CIRCUIT BREAK ER 277V,,1P 3A MAIN CIRCUIT BREAK,ER 277V,"1du3r 1p 3a main circuit breaker 277v b 1du3r,3a mcb, d char 60805",60805,,b95d65c6-81a4-73a6-d314-d7e7205fdfe5,60805,"1du3r 1p 3a main circuit breaker 277v b 1du3r,3a mcb, d char",no,
18,ALT 1DU4R,1P 4A MAIN CIRCUIT BREAK ER 277V,,1P 4A MAIN CIRCUIT BREAK,ER 277V,"1du4r 1p 4a main circuit breaker 277v b 1du4r,4a mcb, d cha 60806",60806,,b95d65c6-81a4-73a6-d314-d7e760b91ce6,60806,"1du4r 1p 4a main circuit breaker 277v b 1du4r,4a mcb, d cha",no,
19,ALT 1DU60R,1P 60A MAIN CIRCUIT BREA KER 277V,,1P 60A MAIN CIRCUIT BREA,KER 277V,"1du60r 1p 60a main circuit breaker 277v 1du60r,60a mcb, d char 60807",60807,,b95d65c6-81a4-73a6-d314-d7e700ac57e6,60807,"1du60r 1p 60a main circuit breaker 277v 1du60r,60a mcb, d char",no,
20,ALT 1DU8R,1P 8A MAIN CIRCUIT BREAK ER 277V,,1P 8A MAIN CIRCUIT BREAK,ER 277V,"1du8r 1p 8a main circuit breaker 277v b 1du8r,8a mcb, d char [12] 60809",60809,,b95d65c6-81a4-73a6-d314-d7e7089d95e6,60809,"1du8r 1p 8a main circuit breaker 277v b 1du8r,8a mcb, d char [12]",no,
21,ALT 1GU15,.,,.,,1gu15 . 60810,60810,,b95d65c6-81a4-73a6-d314-d7e7709fc1e6,60810,1gu15 .,no,
22,ALT 1GU20,.,,.,,1gu20 . 60811,60811,,b95d65c6-81a4-73a6-d314-d7e77895fae6,60811,1gu20 .,no,
23,ALT 1P18U1/4,.,,.,,"1p18u1 4 . busbar,1 phase,18sqmm,pin type 589673",589673,,b95d65c6-81a4-73a6-d314-d7e7d0332ce7,589673,"1p18u1 4 . busbar,1 phase,18sqmm,pin type",no,
24,ALT 2898/MBP/L,MINERAL BL PIGMT SLUB SL VLESS T,,MINERAL BL PIGMT SLUB SL,VLESS T,2898 mbp l mineral bl pigmt slub sl vless t 186149,186149,,b95d65c6-81a4-73a6-d314-fce7b8a2426e,186149,2898 mbp l mineral bl pigmt slub sl vless t,no,
25,ALT 2898/MBP/M,MINERAL BL PIGMT SLUB SL VLESS T,,MINERAL BL PIGMT SLUB SL,VLESS T,2898 mbp m mineral bl pigmt slub sl vless t 186147,186147,,b95d65c6-81a4-73a6-d314-fce7a0666e6e,186147,2898 mbp m mineral bl pigmt slub sl vless t,no,
26,ALT 2898/MBP/S,MINERAL BL PIGMT SLUB SL VLESS T,,MINERAL BL PIGMT SLUB SL,VLESS T,2898 mbp s mineral bl pigmt slub sl vless t 186146,186146,,b95d65c6-81a4-73a6-d314-fce7507c996e,186146,2898 mbp s mineral bl pigmt slub sl vless t,no,
27,ALT 2898/MBP/XL,MINERAL BL PIGMT SLUB SL VLESS T,,MINERAL BL PIGMT SLUB SL,VLESS T,2898 mbp xl mineral bl pigmt slub sl vless t 186150,186150,,b95d65c6-81a4-73a6-d314-fce790d8c56e,186150,2898 mbp xl mineral bl pigmt slub sl vless t,no,
28,ALT 2AB1,PB BOOTED 22mm NON-ILL W HITE,,PB BOOTED 22mm NON-ILL W,HITE,"2ab1 pb push button booted 22mm non illuminating white il oper. booted, 60815",60815,,b95d65c6-81a4-73a6-d314-d7e790956ee7,60815,"2ab1 pb push button booted 22mm non illuminating white il oper. booted,",no,
29,ALT 2AB2,PB BOOTED 22mm NON-ILL B LACK,,PB BOOTED 22mm NON-ILL B,LACK,"2ab2 pb push button booted 22mm non illuminating black il oper. booted, 60816",60816,,b95d65c6-81a4-73a6-d314-d7e7a87bace7,60816,"2ab2 pb push button booted 22mm non illuminating black il oper. booted,",no,
30,ALT 2AB3,PB BOOTED 22mm NON-ILL G REEN,,PB BOOTED 22mm NON-ILL G,REEN,"2ab3 pb push button booted 22mm non illuminating green il oper. booted, 60817",60817,,b95d65c6-81a4-73a6-d314-d7e7d86ee3e7,60817,"2ab3 pb push button booted 22mm non illuminating green il oper. booted,",no,
31,ALT 2AB4,PB BOOTED 22mm NON-ILL R ED,,PB BOOTED 22mm NON-ILL R,ED,"2ab4 pb push button booted 22mm non illuminating r ed il oper. booted, 60818",60818,,b95d65c6-81a4-73a6-d314-d7e768c114e8,60818,"2ab4 pb push button booted 22mm non illuminating r ed il oper. booted,",no,
32,ALT 2AB6,PB BOOTED 22mm NON-ILL B LUE,,PB BOOTED 22mm NON-ILL B,LUE,"2ab6 pb push button booted 22mm non illuminating blue il oper. booted, 60819",60819,,b95d65c6-81a4-73a6-d314-d7e780f649e8,60819,"2ab6 pb push button booted 22mm non illuminating blue il oper. booted,",no,
33,ALT 2AB8,PB BOOTED 22mm NON-ILL Y ELLOW,,PB BOOTED 22mm NON-ILL Y,ELLOW,"2ab8 pb push button booted 22mm non illuminating yellow il oper. booted, 60820",60820,,b95d65c6-81a4-73a6-d314-d7e7903c7be8,60820,"2ab8 pb push button booted 22mm non illuminating yellow il oper. booted,",no,
34,ALT 2AF1,PB OPERATOR 22mm NON-ILL FLUSH WHITE,,PB OPERATOR 22mm NON-ILL,FLUSH WHITE,"2af1 pb push button operator 22mm non illuminating flush white operator, 60821",60821,,b95d65c6-81a4-73a6-d314-d7e710ffb0e8,60821,"2af1 pb push button operator 22mm non illuminating flush white operator,",no,
35,ALT 2AF2,PB OPERATOR 22mm NON-ILL FLUSH BLACK,,PB OPERATOR 22mm NON-ILL,FLUSH BLACK,"2af2 pb push button operator 22mm non illuminating flush black operator, 22 mm, 60822",60822,,b95d65c6-81a4-73a6-d314-d7e79029dee8,60822,"2af2 pb push button operator 22mm non illuminating flush black operator, 22 mm,",no,
36,ALT 2AF3,PB OPERATOR 22mm NON-ILL FLUSH GREEN,,PB OPERATOR 22mm NON-ILL,FLUSH GREEN,"2af3 pb push button operator 22mm non illuminating flush green operator, 22 mm, 60823",60823,,b95d65c6-81a4-73a6-d314-d7e7a86de5e9,60823,"2af3 pb push button operator 22mm non illuminating flush green operator, 22 mm,",no,
37,ALT 2AF4,PB OPERATOR 22mm NON-ILL FLUSH RED,,PB OPERATOR 22mm NON-ILL,FLUSH RED,"2af4 pb push button operator 22mm non illuminating flush red operator, 22 mm, 60824",60824,,b95d65c6-81a4-73a6-d314-d7e7b85033ea,60824,"2af4 pb push button operator 22mm non illuminating flush red operator, 22 mm,",no,
38,ALT 2AF8,PB OPERATOR 22mm NON-ILL FLUSH YELLOW,,PB OPERATOR 22mm NON-ILL,FLUSH YELLOW,"2af8 pb push button operator 22mm non illuminating flush yellow operator, 22 mm, 60825",60825,,b95d65c6-81a4-73a6-d314-d7e7c02565ea,60825,"2af8 pb push button operator 22mm non illuminating flush yellow operator, 22 mm,",no,
39,ALT 2AK2-02,SELECT OPER 22mm NON-ILL 2-POS MAIN,,SELECT OPER 22mm NON-ILL,2-POS MAIN,"2ak2 02 select oper 22mm non illuminating 2 pos main n selec. oper, 22 mm, key l 60826",60826,,b95d65c6-81a4-73a6-d314-d7e760d092ea,60826,"2ak2 02 select oper 22mm non illuminating 2 pos main n selec. oper, 22 mm, key l",no,
40,ALT 2AK2-07,SELECT OPER 22mm NON-ILL 3-POS MAIN,,SELECT OPER 22mm NON-ILL,3-POS MAIN,"2ak2 07 select oper 22mm non illuminating 3 pos main n selec. opr., 22 mm, key c 60829",60829,,b95d65c6-81a4-73a6-d314-d7e7c0d3c5ea,60829,"2ak2 07 select oper 22mm non illuminating 3 pos main n selec. opr., 22 mm, key c",no,
41,ALT 2AK2-08,SELECT OPER 22mm NON-ILL 3-POS SPRR,,SELECT OPER 22mm NON-ILL,3-POS SPRR,"2ak2 08 select oper 22mm non illuminating 3 pos sprr n selec. opr., 22 mm, key c 60831",60831,,b95d65c6-81a4-73a6-d314-d7e768b9fbea,60831,"2ak2 08 select oper 22mm non illuminating 3 pos sprr n selec. opr., 22 mm, key c",no,
42,ALT 2AK2-09,SELECT OPER 22mm NON-ILL 3-POS SPRR,,SELECT OPER 22mm NON-ILL,3-POS SPRR,"2ak2 09 select oper 22mm non illuminating 3 pos sprr n selec. opr., 22 mm, key c 60846",60846,,b95d65c6-81a4-73a6-d314-d7e7f0232ceb,60846,"2ak2 09 select oper 22mm non illuminating 3 pos sprr n selec. opr., 22 mm, key c",no,
43,ALT 2AK2-10,SELECT OPER 22mm NON-ILL 3-POS SPRR,,SELECT OPER 22mm NON-ILL,3-POS SPRR,"2ak2 10 select oper 22mm non illuminating 3 pos sprr n selec. opr., 22 mm, key c 60834",60834,,b95d65c6-81a4-73a6-d314-d7e7884662eb,60834,"2ak2 10 select oper 22mm non illuminating 3 pos sprr n selec. opr., 22 mm, key c",no,
44,ALT 2ALF3LB-024,PB 22mm ILL FLUSH MOM GR EEN 24V,,PB 22mm ILL FLUSH MOM GR,EEN 24V,"2alf3lb 024 pb push button 22mm illuminating flush mom green 24v fl oper. 22 mm, ill. 60835",60835,,b95d65c6-81a4-73a6-d314-d7e71859a6eb,60835,"2alf3lb 024 pb push button 22mm illuminating flush mom green 24v fl oper. 22 mm, ill.",no,
45,ALT 2ALF4LB-024,PB 22mm ILL FLUSH MOM RE D 24V,,PB 22mm ILL FLUSH MOM RE,D 24V,"2alf4lb 024 pb push button 22mm illuminating flush mom re d 24v fl oper. 22 mm, ill. 60837",60837,,b95d65c6-81a4-73a6-d314-d7e750d4d4eb,60837,"2alf4lb 024 pb push button 22mm illuminating flush mom re d 24v fl oper. 22 mm, ill.",no,
46,ALT 2ALF5LB-024,PB 22mm ILL FLUSH MOM AM BER 24V,,PB 22mm ILL FLUSH MOM AM,BER 24V,"2alf5lb 024 pb push button 22mm illuminating flush mom amber 24v fl oper. 22 mm, ill. 60839",60839,,b95d65c6-81a4-73a6-d314-d7e7a07d03ec,60839,"2alf5lb 024 pb push button 22mm illuminating flush mom amber 24v fl oper. 22 mm, ill.",no,
47,ALT 2ALF5LB-110,PB 22mm ILL FLUSH MOM AM BER 110,,PB 22mm ILL FLUSH MOM AM,BER 110,"2alf5lb 110 pb push button 22mm illuminating flush mom amber fl oper. 22 mm, ill. 60885",60885,,b95d65c6-81a4-73a6-d314-d7e7607d34ec,60885,"2alf5lb 110 pb push button 22mm illuminating flush mom amber fl oper. 22 mm, ill.",no,
48,ALT 2ALF8LB-024,PB 22mm ILL FLUSH MOM YE LLOW 24,,PB 22mm ILL FLUSH MOM YE,LLOW 24,"2alf8lb 024 pb push button 22mm illuminating flush mom yellow 24 fl oper. 22 mm, ill. 60886",60886,,b95d65c6-81a4-73a6-d314-d7e7683862ec,60886,"2alf8lb 024 pb push button 22mm illuminating flush mom yellow 24 fl oper. 22 mm, ill.",no,
49,ALT 2ALP8LB-110,PB 22mm ILL PROJ MOM YEL LOW 110,,PB 22mm ILL PROJ MOM YEL,LOW 110,"2alp8lb 110 pb push button 22mm illuminating proj mom yel low pr oper. 22 mm, ill. 60890",60890,,b95d65c6-81a4-73a6-d314-d7e72803a0ec,60890,"2alp8lb 110 pb push button 22mm illuminating proj mom yel low pr oper. 22 mm, ill.",no,
50,ALT 2AM3,PB 22mm NON-ILL MUSH SPR ING RTN GREEN,,PB 22mm NON-ILL MUSH SPR,ING RTN GREEN,"2am3 pb push button 22mm non illuminating mush spring rtn green oper., 22 mm, 60891",60891,,b95d65c6-81a4-73a6-d314-d7e7189dcfec,60891,"2am3 pb push button 22mm non illuminating mush spring rtn green oper., 22 mm,",no,
51,ALT 2AM6,PB 22mm NON-ILL MUSH SPR ING RTN BLUE,,PB 22mm NON-ILL MUSH SPR,ING RTN BLUE,"2am6 pb push button 22mm non illuminating mush spring rtn blue oper., 22 mm, 60893",60893,,b95d65c6-81a4-73a6-d314-d7e7b06b13ed,60893,"2am6 pb push button 22mm non illuminating mush spring rtn blue oper., 22 mm,",no,
52,ALT 2AMLJ4,PB 22mm NON-ILL 60mm HEA D LATCH RED,,PB 22mm NON-ILL 60mm HEA,D LATCH RED,"2amlj4 pb push button 22mm non illuminating 60mm head latch red 60m oper.,22mm,non 60895",60895,,b95d65c6-81a4-73a6-d314-d7e7b81a43ed,60895,"2amlj4 pb push button 22mm non illuminating 60mm head latch red 60m oper.,22mm,non",no,
53,ALT 2AP1,PB 22mm NON-ILL PROJ HEA D WHTE,,PB 22mm NON-ILL PROJ HEA,D WHTE,"2ap1 pb push button 22mm non illuminating proj head whte oper,. 22 mm, 60898",60898,,b95d65c6-81a4-73a6-d314-d7e760ef7fed,60898,"2ap1 pb push button 22mm non illuminating proj head whte oper,. 22 mm,",no,
54,ALT 2AP2,PB 22mm NON-ILL PROJ HEA D BLACK,,PB 22mm NON-ILL PROJ HEA,D BLACK,"2ap2 pb push button 22mm non illuminating proj head black oper., 22 mm, 60900",60900,,b95d65c6-81a4-73a6-d314-d7e77032beed,60900,"2ap2 pb push button 22mm non illuminating proj head black oper., 22 mm,",no,
55,ALT 2AP3,PB 22mm NON-ILL PROJ HEA D GREEN,,PB 22mm NON-ILL PROJ HEA,D GREEN,"2ap3 pb push button 22mm non illuminating proj head green oper., 22 mm, 60901",60901,,b95d65c6-81a4-73a6-d314-d7e798a4e7ed,60901,"2ap3 pb push button 22mm non illuminating proj head green oper., 22 mm,",no,
56,ALT 2AP4,PB 22mm NON-ILL PROJ HEA D RED,,PB 22mm NON-ILL PROJ HEA,D RED,"2ap4 pb push button 22mm non illuminating proj head red oper., 22 mm, 60903",60903,,b95d65c6-81a4-73a6-d314-d7e718bd17ee,60903,"2ap4 pb push button 22mm non illuminating proj head red oper., 22 mm,",no,
57,ALT 2AP6,PB 22mm NON-ILL PROJ HEA D BLUE,,PB 22mm NON-ILL PROJ HEA,D BLUE,"2ap6 pb push button 22mm non illuminating proj head blue oper., 22 mm, 60904",60904,,b95d65c6-81a4-73a6-d314-d7e7100046ee,60904,"2ap6 pb push button 22mm non illuminating proj head blue oper., 22 mm,",no,
58,ALT 2AP8,PB 22mm NON-ILL PROJ HEA D YELLOW,,PB 22mm NON-ILL PROJ HEA,D YELLOW,"2ap8 pb push button 22mm non illuminating proj head yellow oper., 22 mm, 60906",60906,,b95d65c6-81a4-73a6-d314-d7e7401777ee,60906,"2ap8 pb push button 22mm non illuminating proj head yellow oper., 22 mm,",no,
59,ALT 2AS2-1,SELECT 22mm 2-POS NON-IL L MAIN BLACK,,SELECT 22mm 2-POS NON-IL,L MAIN BLACK,"2as2 1 select 22mm 2 pos non il l main black n selec opr. 22 mm, pos., 60908",60908,,b95d65c6-81a4-73a6-d314-d7e7c848bdee,60908,"2as2 1 select 22mm 2 pos non il l main black n selec opr. 22 mm, pos.,",no,
60,ALT 2AS2-2,SELECT 22mm 2-POS NON-IL L SPRRTN BLK,,SELECT 22mm 2-POS NON-IL,L SPRRTN BLK,"2as2 2 select 22mm pos non il l sprrtn blk n selec. opr. 22 mm, pos., 60909",60909,,b95d65c6-81a4-73a6-d314-d7e740f9f8ee,60909,"2as2 2 select 22mm pos non il l sprrtn blk n selec. opr. 22 mm, pos.,",no,
61,ALT 2AS2-3,SELECT 22mm 3-POS NON-IL L MAIN BLACK,,SELECT 22mm 3-POS NON-IL,L MAIN BLACK,"2as2 3 select 22mm pos non il l main black n selec opr. 22 mm, pos., 60910",60910,,b95d65c6-81a4-73a6-d314-d7e7104730ef,60910,"2as2 3 select 22mm pos non il l main black n selec opr. 22 mm, pos.,",no,
62,ALT 2AS2-5,SELECT 22mm 3-POS NON-IL L SPRRTN BLK,,SELECT 22mm 3-POS NON-IL,L SPRRTN BLK,"2as2 5 select 22mm 3 pos non il l sprrtn blk n selec. opr.,22 mm,3 pos., 60912",60912,,b95d65c6-81a4-73a6-d314-d7e7088b62ef,60912,"2as2 5 select 22mm 3 pos non il l sprrtn blk n selec. opr.,22 mm,3 pos.,",no,
63,ALT 2AS2-6,SELECT 22mm 3-POS NON-IL L SPRRTN BLK,,SELECT 22mm 3-POS NON-IL,L SPRRTN BLK,"2as2 6 select 22mm 3 pos non il l sprrtn blk n selec. opr.,22 mm,3 pos., 60913",60913,,b95d65c6-81a4-73a6-d314-d7e7305093ef,60913,"2as2 6 select 22mm 3 pos non il l sprrtn blk n selec. opr.,22 mm,3 pos.,",no,
64,ALT 2AS2E-2,EXT SELECT 22mm 2-POS NO N-ILL SPR B,,EXT SELECT 22mm 2-POS NO,N-ILL SPR B,"2as2e 2 ext select 22mm pos no n illuminating spr b ext. selec. opr. 22 mm, 60918",60918,,b95d65c6-81a4-73a6-d314-d7e7e81dc7ef,60918,"2as2e 2 ext select 22mm pos no n illuminating spr b ext. selec. opr. 22 mm,",no,
65,ALT 2AS2E-3,EXT SELECT 22mm 3-POS NO N-ILL MAIN,,EXT SELECT 22mm 3-POS NO,N-ILL MAIN,"2as2e 3 ext select 22mm pos no n illuminating main ext.selec opr. 22 mm, 60920",60920,,b95d65c6-81a4-73a6-d314-d7e7e80601f0,60920,"2as2e 3 ext select 22mm pos no n illuminating main ext.selec opr. 22 mm,",no,
66,ALT 2AS2E-4,EXT SELECT 22mm 3-POS NO N-ILL SPRRT,,EXT SELECT 22mm 3-POS NO,N-ILL SPRRT,"2as2e 4 ext select 22mm 3 pos no n illuminating sprrt ext.selec. opr.,22 mm,3 60921",60921,,b95d65c6-81a4-73a6-d314-d7e7d8c93ef0,60921,"2as2e 4 ext select 22mm 3 pos no n illuminating sprrt ext.selec. opr.,22 mm,3",no,
67,ALT 2AS2E-5,EXT SELECT 22mm 3-POS NO N-ILL SPRRT,,EXT SELECT 22mm 3-POS NO,N-ILL SPRRT,"2as2e 5 ext select 22mm 3 pos no n illuminating sprrt ext.selec. opr.,22 mm,3 60922",60922,,b95d65c6-81a4-73a6-d314-d7e7a85281f0,60922,"2as2e 5 ext select 22mm 3 pos no n illuminating sprrt ext.selec. opr.,22 mm,3",no,
68,ALT 2AS2E-6,EXT SELECT 22mm 3-POS NO N-ILL SPRRT,,EXT SELECT 22mm 3-POS NO,N-ILL SPRRT,"2as2e 6 ext select 22mm 3 pos no n illuminating sprrt ext. selec. opr.,22 mm,3 60923",60923,,b95d65c6-81a4-73a6-d314-d7e7b81aaef0,60923,"2as2e 6 ext select 22mm 3 pos no n illuminating sprrt ext. selec. opr.,22 mm,3",no,
69,ALT 2ASL3LB4-110,SELECT 22mm 3-POS SPRTRT N GRN,,SELECT 22mm 3-POS SPRTRT,N GRN,2asl3lb4 110 select 22mm 3 pos sprtrt n grn 60924,60924,,b95d65c6-81a4-73a6-d314-d7e7a0dae2f0,60924,2asl3lb4 110 select 22mm 3 pos sprtrt n grn,no,
70,ALT 2ATF3-F4-IO,PB 22mm NON-ILL TWNTCH R ED/GRN,,PB 22mm NON-ILL TWNTCH R,ED/GRN,"2atf3 f4 io pb push button 22mm non illuminating twntch r ed grn il oper., 22 mm, 60926",60926,,b95d65c6-81a4-73a6-d314-d7e7c06014f1,60926,"2atf3 f4 io pb push button 22mm non illuminating twntch r ed grn il oper., 22 mm,",no,
71,ALT 2BP2,BLANKING PLUG 22mm,,BLANKING PLUG 22mm,,"2bp2 blanking plug 22mm plug, 22 mm 60929",60929,,b95d65c6-81a4-73a6-d314-d7e7d07855f1,60929,"2bp2 blanking plug 22mm plug, 22 mm",no,
72,ALT 2BT7,SPARE BOOT FOR FLUSH 22m m CLEAR,,SPARE BOOT FOR FLUSH 22m,m CLEAR,2bt7 spare boot for flush 22m m clear act. 60930,60930,,b95d65c6-81a4-73a6-d314-d7e7a8ec8bf1,60930,2bt7 spare boot for flush 22m m clear act.,no,
73,ALT 2DU10,.,,.,,2du10 . 60931,60931,,b95d65c6-81a4-73a6-d314-d7e708e2d1f1,60931,2du10 .,no,
74,ALT 2DU15R,2P 15A BREAKER 480Y/277V,,2P 15A BREAKER 480Y/277V,,"2du15r 2p 15a breaker 480y 277v 2du15r,15a mcb,dchar,2pole 60933",60933,,b95d65c6-81a4-73a6-d314-d7e770a820f2,60933,"2du15r 2p 15a breaker 480y 277v 2du15r,15a mcb,dchar,2pole",no,
75,ALT 2DU20,.,,.,,2du20 . 60934,60934,,b95d65c6-81a4-73a6-d314-d7e7b8e153f2,60934,2du20 .,no,
76,ALT 2DU30R,2P 30A BREAKER 480Y/277V,,2P 30A BREAKER 480Y/277V,,"2du30r 2p 30a breaker 480y 277v 2du30r,30a mcb,dchar,2pole 60938",60938,,b95d65c6-81a4-73a6-d314-d7e7484f8df2,60938,"2du30r 2p 30a breaker 480y 277v 2du30r,30a mcb,dchar,2pole",no,
77,ALT 2DU4R,2P 4A BREAKER 480Y/277V,,2P 4A BREAKER 480Y/277V,,"2du4r 2p 4a breaker 480y 277v 2 2du4r,4a mcb,dchar,2pole 60939",60939,,b95d65c6-81a4-73a6-d314-d7e730ddc1f2,60939,"2du4r 2p 4a breaker 480y 277v 2 2du4r,4a mcb,dchar,2pole",no,
78,ALT 2DU5R,2P 5A BREAKER 480Y/277V,,2P 5A BREAKER 480Y/277V,,"2du5r 2p 5a breaker 480y 277v 2 2du5r,5a mcb,dchar,2pole 60944",60944,,b95d65c6-81a4-73a6-d314-d7e75043f0f2,60944,"2du5r 2p 5a breaker 480y 277v 2 2du5r,5a mcb,dchar,2pole",no,
79,ALT 2LP-38,UP/DOWN/OFF NAMEPLATE,,UP/DOWN/OFF NAMEPLATE,,2lp 38 up down off nameplate namepla 117560,117560,,b95d65c6-81a4-73a6-d314-d7e718811cf3,117560,2lp 38 up down off nameplate namepla,no,
80,ALT 2LP01,LEGEND PLATE 22mm START,,LEGEND PLATE 22mm START,,"2lp01 legend plate 22mm start ""s plate, 22 mm 60945",60945,,b95d65c6-81a4-73a6-d314-d7e7807952f3,60945,"2lp01 legend plate 22mm start ""s plate, 22 mm",no,
81,ALT 2LP02,LEGEND PLATE 22mm STOP,,LEGEND PLATE 22mm STOP,,"2lp02 legend plate 22mm stop ""s plate, 22 mm 60947",60947,,b95d65c6-81a4-73a6-d314-d7e7d81699f3,60947,"2lp02 legend plate 22mm stop ""s plate, 22 mm",no,
82,ALT 2LP05,LEGEND PLATE 22mm UP,,LEGEND PLATE 22mm UP,,"2lp05 legend plate 22mm up ""u plate, 22 mm 60948",60948,,b95d65c6-81a4-73a6-d314-d7e7909ad0f3,60948,"2lp05 legend plate 22mm up ""u plate, 22 mm",no,
