extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
198,ALT PLB4LB-110,PILOT LIGHT LED 30mm RED 110V,,PILOT LIGHT LED 30mm RED,110V,"plb4lb 110 pilot light led 30mm red 110v light, 30 mm, led, 61034",61034,,b95d65c6-81a4-73a6-d314-d8e7d0955105,61034,"plb4lb 110 pilot light led 30mm red 110v light, 30 mm, led,",no,
199,ALT PLB5LB-024,PILOT LIGHT LED 30mm AMB ER 24V,,PILOT LIGHT LED 30mm AMB,ER 24V,"plb5lb 024 pilot light led 30mm amber 24v light, 30 mm, led, 61036",61036,,b95d65c6-81a4-73a6-d314-d8e7c8cf8d05,61036,"plb5lb 024 pilot light led 30mm amber 24v light, 30 mm, led,",no,
200,ALT S1,CONTACT BLOCK N/O PANEL MOUNT GREEN,,CONTACT BLOCK N/O PANEL,MOUNT GREEN,"s1 contact block n o panel mount green block, no, 61039",61039,,b95d65c6-81a4-73a6-d314-d8e7e854bb05,61039,"s1 contact block n o panel mount green block, no,",no,
201,ALT S2,CONTACT BLOCK N/C PANEL MOUNT RED,,CONTACT BLOCK N/C PANEL,MOUNT RED,"s2 contact block n c panel mount red block, nc, 61040",61040,,b95d65c6-81a4-73a6-d314-d8e7785cec05,61040,"s2 contact block n c panel mount red block, nc,",no,
202,ALT TL5001,TOWER LIGHT 50mm SHORT B ASE PLASTIC,,TOWER LIGHT 50mm SHORT B,ASE PLASTIC,"tl5001 tower light 50mm short base plastic sh light, 50mm, 685417",685417,,b95d65c6-81a4-73a6-d314-d8e7605f3306,685417,"tl5001 tower light 50mm short base plastic sh light, 50mm,",no,
203,ALT TL50LG1U,TOWER LIGHT 50mm 24V AC/ DC LED GRN,,TOWER LIGHT 50mm 24V AC/,DC LED GRN,"tl50lg1u tower light 50mm 24v ac dc led grn light, 50mm, lens module 685406",685406,,b95d65c6-81a4-73a6-d314-d8e7c0116706,685406,"tl50lg1u tower light 50mm 24v ac dc led grn light, 50mm, lens module",no,
204,ALT TL50LR1U,24V 50MM RED CONT.LED ST ACK LIGHT,,24V 50MM RED CONT.LED ST,ACK LIGHT,"tl50lr1u 24v 50mm red cont.led stack light cont tower light, 50mm, lens module 948064",948064,,b95d65c6-81a4-73a6-d314-d8e7d8269906,948064,"tl50lr1u 24v 50mm red cont.led stack light cont tower light, 50mm, lens module",no,
205,ALTERATION CHARGE,.,,.,,alteration charge . 59620,59620,,b95d65c6-81a4-73a6-d314-f8e7d8cdcfe9,59620,alteration charge .,no,
206,ALTMAN ALR40-7.5,300W (3),,300W (3),,altman alr40 7.5 300w 3 219301,219301,,b95d65c6-81a4-73a6-d314-16e8404009ef,219301,altman alr40 7.5 300w 3,no,
207,ALTMAN F2P&G,FEMALE 20A CONNECTOR,,FEMALE 20A CONNECTOR,,altman f2p&g female 20a connector 219304,219304,,b95d65c6-81a4-73a6-d314-16e890353cef,219304,altman f2p&g female 20a connector,no,
208,ALTMAN M2P&G,MALE 20A CONNECTOR,,MALE 20A CONNECTOR,,altman m2p&g male 20a connector 219306,219306,,b95d65c6-81a4-73a6-d314-16e8c05d66ef,219306,altman m2p&g male 20a connector,no,
209,ALTMAN SPLIN,SYSTEM PLUG INSTALLATION,,SYSTEM PLUG INSTALLATION,,altman splin system plug installation 219309,219309,,b95d65c6-81a4-73a6-d314-16e8e0c394ef,219309,altman splin system plug installation,no,
