extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
67,AMB P-442QT,2G 43Cu. PVC NEW WORK W/ QUIK THRED,,2G 43Cu. PVC NEW WORK W/,QUIK THRED,p 442qt 2g 43cu. pvc new work w/ clamp quik thred 662725,662725,,b95d65c6-81a4-73a6-d314-d8e7b082cd20,662725,p 442qt 2g 43cu. pvc new work w/ clamp quik thred,no,
68,AMB P-643,3G 63Cu. PVC NEW WORK BO X W/ NAILS,,3G 63Cu. PVC NEW WORK BO,X W/ NAILS,p 643 3g 63cu. pvc new work box x w/ clamp nails 662728,662728,,b95d65c6-81a4-73a6-d314-d8e7c0210521,662728,p 643 3g 63cu. pvc new work box x w/ clamp nails,no,
69,AMB P-764,4G 75Cu. PVC NEW WORK BO X W/ NAILS,,4G 75Cu. PVC NEW WORK BO,X W/ NAILS,p 764 4g 75cu. pvc new work box x w/ clamp nails 662730,662730,,b95d65c6-81a4-73a6-d314-d8e740f98e21,662730,p 764 4g 75cu. pvc new work box x w/ clamp nails,no,
70,AMB P164,.,,.,,p164 . 984879,984879,,b95d65c6-81a4-73a6-d314-d8e710397a1c,984879,p164 .,no,
71,AMB PC213-BH,3-1/2 RND 21Cu. PVC BOX W/BAR,,3-1/2 RND 21Cu. PVC BOX,W/BAR,pc213 bh 3 1 2 rnd round 21cu. pvc bx box w/ clamp bar 662778,662778,,b95d65c6-81a4-73a6-d314-d8e74831bd21,662778,pc213 bh 3 1 2 rnd round 21cu. pvc bx box w/ clamp bar,no,
72,AMB PC213-BHG,3-1/2 RND 21Cu. PVC BOX W/BAR GR,,3-1/2 RND 21Cu. PVC BOX,W/BAR GR,pc213 bhg 3 1 2 rnd round 21cu. pvc bx box w/ clamp bar gr 662779,662779,,b95d65c6-81a4-73a6-d314-d8e750d0f721,662779,pc213 bhg 3 1 2 rnd round 21cu. pvc bx box w/ clamp bar gr,no,
73,AMB PC213-N,3-1/2 RND 21Cu. PVC NEW WORK W/NAI,,3-1/2 RND 21Cu. PVC NEW,WORK W/NAI,pc213 n 3 1 2 rnd round 21cu. pvc new work w/ clamp nai 662750,662750,,b95d65c6-81a4-73a6-d314-d8e790ef4222,662750,pc213 n 3 1 2 rnd round 21cu. pvc new work w/ clamp nai,no,
74,AMB PC213-NG,3-1/2 RND 21Cu. PVC NEW WORK W/GR,,3-1/2 RND 21Cu. PVC NEW,WORK W/GR,pc213 ng 3 1 2 rnd round 21cu. pvc new work w/ clamp gr 662759,662759,,b95d65c6-81a4-73a6-d314-d8e780ea7f22,662759,pc213 ng 3 1 2 rnd round 21cu. pvc new work w/ clamp gr,no,
75,AMB PC223OW,3-1/2 RND 21.5Cu. PVC OL D WORK BOX,,3-1/2 RND 21.5Cu. PVC OL,D WORK BOX,pc223ow 3 1 2 rnd round 21.5cu. pvc ol d work bx box 662773,662773,,b95d65c6-81a4-73a6-d314-d8e7381db822,662773,pc223ow 3 1 2 rnd round 21.5cu. pvc ol d work bx box,no,
76,AMB PC223OWG,3-1/2 RND 21.5Cu. PVC OL D WORK W/,,3-1/2 RND 21.5Cu. PVC OL,D WORK W/,pc223owg 3 1 2 rnd round 21.5cu. pvc ol d work w/ clamp 662775,662775,,b95d65c6-81a4-73a6-d314-d8e7c87ff722,662775,pc223owg 3 1 2 rnd round 21.5cu. pvc ol d work w/ clamp,no,
77,AMB PC234-BH,4 DIAM. 23Cu. PVC BOX W/ BAR,,4 DIAM. 23Cu. PVC BOX W/,BAR,pc234 bh 4 diam. 23cu. pvc bx box w/ clamp bar 662780,662780,,b95d65c6-81a4-73a6-d314-d8e768324523,662780,pc234 bh 4 diam. 23cu. pvc bx box w/ clamp bar,no,
78,AMB PC234-BHG,4 DIAM. 23CU. PVC BOX W/ BAR GROU,,4 DIAM. 23CU. PVC BOX W/,BAR GROU,pc234 bhg 4 diam. 23cu. pvc bx box w/ clamp bar grou 662781,662781,,b95d65c6-81a4-73a6-d314-d8e7686e8623,662781,pc234 bhg 4 diam. 23cu. pvc bx box w/ clamp bar grou,no,
79,AMB PC234-N,4 DIAM. 23Cu. PVC CEIL B OX W/NAILS,,4 DIAM. 23Cu. PVC CEIL B,OX W/NAILS,pc234 n 4 diam. 23cu. pvc ceil box w/ clamp nails 662739,662739,,b95d65c6-81a4-73a6-d314-d8e7f8f0c823,662739,pc234 n 4 diam. 23cu. pvc ceil box w/ clamp nails,no,
80,AMB PC234-NG,4 DIAM. 23Cu. PVC CEIL B OX W/ GRD,,4 DIAM. 23Cu. PVC CEIL B,OX W/ GRD,pc234 ng 4 diam. 23cu. pvc ceil box w/ clamp grd 662746,662746,,b95d65c6-81a4-73a6-d314-d8e7c0ca0d24,662746,pc234 ng 4 diam. 23cu. pvc ceil box w/ clamp grd,no,
81,AMB PC244OW,4 OW CEILING BOX,,4 OW CEILING BOX,,pc244ow 4 ow ceiling bx box 966796,966796,,b95d65c6-81a4-73a6-d314-d8e710125d24,966796,pc244ow 4 ow ceiling bx box,no,
82,AMB PC244OWG,4 DIAM. 21Cu. PVC OLD WO RK W/GRND,,4 DIAM. 21Cu. PVC OLD WO,RK W/GRND,pc244owg 4 diam. 21cu. pvc old work w/ clamp grnd 662774,662774,,9db6fac8-f502-728b-d914-331c08975b28,662774,pc244owg 4 diam. 21cu. pvc old work w/ clamp grnd,no,
83,AMB PJ-20N,4 SQ 20.5 Cu. NEW WORK B OX W/ NAILS,,4 SQ 20.5 Cu. NEW WORK B,OX W/ NAILS,pj 20n 4 sq square 20.5 cu. new work box w/ clamp nails 761067,761067,,b95d65c6-81a4-73a6-d314-d8e7e85c9e24,761067,pj 20n 4 sq square 20.5 cu. new work box w/ clamp nails,no,
