extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
85,LEV 2K208-01D,100A 120/208V 3PH4W WYE W/CT KIT,,100A 120/208V 3PH4W WYE,W/CT KIT,2k208 01d 100a 120 208v 3ph4w wye w ct kit 910828,910828,,b95d65c6-81a4-73a6-d314-f6e7800923ec,910828,2k208 01d 100a 120 208v 3ph4w wye w ct kit,no,
86,LEV 2K208-02D,200A 120/208V 3P4W WYE W /CT KIT,,200A 120/208V 3P4W WYE W,/CT KIT,2k208 02d 200a 120 208v 3p4w wye w ct kit 910830,910830,,b95d65c6-81a4-73a6-d314-f6e7a8966dec,910830,2k208 02d 200a 120 208v 3p4w wye w ct kit,no,
87,LEV 2K208-04D,400A 120/208V 3P4W WYE W /CT,,400A 120/208V 3P4W WYE W,/CT,2k208 04d 400a 120 208v 3p4w wye w ct 910836,910836,,b95d65c6-81a4-73a6-d314-f6e71034aeec,910836,2k208 04d 400a 120 208v 3p4w wye w ct,no,
88,LEV 2K208-08D,800A 120/208V 3P4W WYE W /CT,,800A 120/208V 3P4W WYE W,/CT,2k208 08d 800a 120 208v 3p4w wye w ct 910839,910839,,b95d65c6-81a4-73a6-d314-f6e7c0b0feec,910839,2k208 08d 800a 120 208v 3p4w wye w ct,no,
89,LEV 2K480-01D,100A 277/480V 3P4W WYE W /CT METER,,100A 277/480V 3P4W WYE W,/CT METER,2k480 01d 100a 277 480v 3p4w wye w ct meter 910845,910845,,b95d65c6-81a4-73a6-d314-f6e778e43aed,910845,2k480 01d 100a 277 480v 3p4w wye w ct meter,no,
90,LEV 2K480-02D,200A 277/480V 3P4W WYE W /CT METER,,200A 277/480V 3P4W WYE W,/CT METER,2k480 02d 200a 277 480v 3p4w wye w ct meter 910846,910846,,b95d65c6-81a4-73a6-d314-f6e7f0fe75ed,910846,2k480 02d 200a 277 480v 3p4w wye w ct meter,no,
91,LEV 2K480-04D,400A 277/480V 3P4W WYE W /CT METER,,400A 277/480V 3P4W WYE W,/CT METER,2k480 04d 400a 277 480v 3p4w wye w ct meter 910853,910853,,b95d65c6-81a4-73a6-d314-f6e7389daded,910853,2k480 04d 400a 277 480v 3p4w wye w ct meter,no,
92,LEV 2K480-08D,800A 277/480/ 3P4W WYE W /CT METER,,800A 277/480/ 3P4W WYE W,/CT METER,2k480 08d 800a 277 480 3p4w wye w ct meter 910852,910852,,b95d65c6-81a4-73a6-d314-f6e72871e4ed,910852,2k480 08d 800a 277 480 3p4w wye w ct meter,no,
93,LEV 2O208-04W,400A 120/208V 3P4W WYE W /CT N3R,,400A 120/208V 3P4W WYE W,/CT N3R,2o208 04w 400a 120 208v 3p4w wye w ct n3r 911356,911356,,b95d65c6-81a4-73a6-d314-f6e7c8ec1dee,911356,2o208 04w 400a 120 208v 3p4w wye w ct n3r,no,
94,LEV 2O208-1W,100A 120/208V 3P4W WYE W /CT N3R,,100A 120/208V 3P4W WYE W,/CT N3R,2o208 1w 100a 120 208v 3p4w wye w ct n3r 915131,915131,,b95d65c6-81a4-73a6-d314-f6e7e82a5bee,915131,2o208 1w 100a 120 208v 3p4w wye w ct n3r,no,
95,LEV 2O208-2W,200A 120/208V 3P4W W/CT NEMA 3R,,200A 120/208V 3P4W W/CT,NEMA 3R,2o208 2w 200a 120 208v 3p4w w ct nema 3r 915136,915136,,b95d65c6-81a4-73a6-d314-f6e768da8fee,915136,2o208 2w 200a 120 208v 3p4w w ct nema 3r,no,
96,LEV 2O480-02W,200A 277/480V 3P4W WYE N 3R W/CT,,200A 277/480V 3P4W WYE N,3R W/CT,2o480 02w 200a 277 480v 3p4w wye n 3r w ct 910847,910847,,b95d65c6-81a4-73a6-d314-f6e7c021c3ee,910847,2o480 02w 200a 277 480v 3p4w wye n 3r w ct,no,
97,LEV 2O480-1W,100A 277/480V 3P4W WYE W /CT N3R,,100A 277/480V 3P4W WYE W,/CT N3R,2o480 1w 100a 277 480v 3p4w wye w ct n3r 915133,915133,,b95d65c6-81a4-73a6-d314-f6e7183ffdee,915133,2o480 1w 100a 277 480v 3p4w wye w ct n3r,no,
98,LEV 2O480-2W,200A 277/480V 3P4W WYE W /CT N3R,,200A 277/480V 3P4W WYE W,/CT N3R,2o480 2w 200a 277 480v 3p4w wye w ct n3r 915129,915129,,b95d65c6-81a4-73a6-d314-f6e7b0f837ef,915129,2o480 2w 200a 277 480v 3p4w wye w ct n3r,no,
99,LEV 3152-8,PORCELAIN KEYLESS SOCKET W/HICKEY,,PORCELAIN KEYLESS SOCKET,W/HICKEY,3152 8 porcelain keyless socket w hickey s white ug porc lamph aluminum scrshl 660w250v. 252135,252135,,b95d65c6-81a4-73a6-d314-f6e72041a795,252135,3152 8 porcelain keyless socket w hickey s white ug porc lamph aluminum scrshl 660w250v.,no,
100,LEV 32120-1,1P TVSS 120/240 AC (030- 42120-001)(32120-001),,1P TVSS 120/240 AC (030-,42120-001)(32120-001),32120 1 1p tvss 120 240 ac 030 42120 001 755588,755588,,b95d65c6-81a4-73a6-d314-f7e788a9fd04,755588,32120 1 1p tvss 120 240 ac 030 42120 001,no,
101,LEV 32277-DY3,3PH 277/480V TVSS UNIT,,3PH 277/480V TVSS UNIT,,32277 dy3 3ph 277 480v tvss unit 849626,849626,,b95d65c6-81a4-73a6-d314-f7e7a8917205,849626,32277 dy3 3ph 277 480v tvss unit,no,
102,LEV 32412-DS3,3PH 120/240V TVSS UNIT,,3PH 120/240V TVSS UNIT,,32412 ds3 3ph 120 240v tvss unit 849621,849621,,b95d65c6-81a4-73a6-d314-f7e7d01ea405,849621,32412 ds3 3ph 120 240v tvss unit,no,
103,LEV 3352-F,MED BASE FIXTURE SOCKET W/L BRACKET,,MED BASE FIXTURE SOCKET,W/L BRACKET,3352 f med base fixture socket w l bracket so eb phen lamph kless aluminum scrshl 660w250v 252175,252175,,b95d65c6-81a4-73a6-d314-f6e7a877e895,252175,3352 f med base fixture socket w l bracket so eb phen lamph kless aluminum scrshl 660w250v,no,
104,LEV 3433-C,4P4W 30A CORD CONN T-LOC K 120/208V,,4P4W 30A CORD CONN T-LOC,K 120/208V,3433 c 4p4w 30a cord conn t loc k 120 208v eb lck 4po4wi3ph nonema30a120 397314,397314,,b95d65c6-81a4-73a6-d314-f6e7e0c62e96,397314,3433 c 4p4w 30a cord conn t loc k 120 208v eb lck 4po4wi3ph nonema30a120,no,
105,LEV 40649-I,DECORA TYPE 4-COND PHONE JACK IV,,DECORA TYPE 4-COND PHONE,JACK IV,40649 i decora type 4 cond phone jack iv insert w 6p4c 164705,164705,,b95d65c6-81a4-73a6-d314-f6e750b07096,164705,40649 i decora type 4 cond phone jack iv insert w 6p4c,no,
106,LEV 40803-BI,3-PORT WALL PLATE FLUSH IV,,3-PORT WALL PLATE FLUSH,IV,40803 bi 3 port wall plate flush iv 562851,562851,,b95d65c6-81a4-73a6-d314-f6e728e1ad96,562851,40803 bi 3 port wall plate flush iv,no,
107,LEV 40804-BI,4-PORT WALL PLATE FLUSH IV,,4-PORT WALL PLATE FLUSH,IV,40804 bi 4 port wall plate flush iv 562868,562868,,b95d65c6-81a4-73a6-d314-f6e750b4e496,562868,40804 bi 4 port wall plate flush iv,no,
108,LEV 40831-BI,F-TYPE SNAP-IN CONN FEMA LE-FEMALE,,F-TYPE SNAP-IN CONN FEMA,LE-FEMALE,40831 bi f type snap in conn fema le female co 563004,563004,,b95d65c6-81a4-73a6-d314-f6e7e8eb2397,563004,40831 bi f type snap in conn fema le female co,no,
109,LEV 40834-W,HDMI FEEDTHROUGH QUICKPO RT CONN WH,,HDMI FEEDTHROUGH QUICKPO,RT CONN WH,40834 w hdmi feedthrough quickpo rt conn white q coupler 96766,96766,,b95d65c6-81a4-73a6-d314-f6e7205e6097,96766,40834 w hdmi feedthrough quickpo rt conn white q coupler,no,
110,LEV 40850-BI,2-PORT DECORA WALL PLATE INSERT IV,,2-PORT DECORA WALL PLATE,INSERT IV,40850 bi 2 port decora wall plate insert iv wal 562937,562937,,b95d65c6-81a4-73a6-d314-f6e71041a197,562937,40850 bi 2 port decora wall plate insert iv wal,no,
111,LEV 41058-IDA,8COND WECO 105 FLSH MT M OD JACK I,,8COND WECO 105 FLSH MT M,OD JACK I,41058 ida 8cond weco 105 flsh mt m od jack i f 678767,678767,,b95d65c6-81a4-73a6-d314-f6e76814df97,678767,41058 ida 8cond weco 105 flsh mt m od jack i f,no,
112,LEV 41080-1IP,1G 1-PORT FLUSH MOUNT PL ATE IV,,1G 1-PORT FLUSH MOUNT PL,ATE IV,41080 1ip 1g 1 port flush mount plate iv 1port qp wallplate 359197,359197,,b95d65c6-81a4-73a6-d314-f6e740d51d98,359197,41080 1ip 1g 1 port flush mount plate iv 1port qp wallplate,no,
113,LEV 41080-1WP,1G 1-PORT FLUSH MOUNT PL ATE WH,,1G 1-PORT FLUSH MOUNT PL,ATE WH,41080 1wp 1g 1 port flush mount plate white 1port qp wallplate 359202,359202,,b95d65c6-81a4-73a6-d314-f6e7907c5d98,359202,41080 1wp 1g 1 port flush mount plate white 1port qp wallplate,no,
114,LEV 41080-2IP,1G 2-PORT FLUSH MOUNT PL ATE IV,,1G 2-PORT FLUSH MOUNT PL,ATE IV,41080 2ip 1g 2 port flush mount plate iv 2port qp wallplate 359180,359180,,b95d65c6-81a4-73a6-d314-f6e798869b98,359180,41080 2ip 1g 2 port flush mount plate iv 2port qp wallplate,no,
115,LEV 41080-2TP,1G 2-PORT FLUSH MOUNT PL ATE LA,,1G 2-PORT FLUSH MOUNT PL,ATE LA,41080 2tp 1g 2 port flush mount plate la 2port qp wallplate 359179,359179,,b95d65c6-81a4-73a6-d314-f6e7c0b4e098,359179,41080 2tp 1g 2 port flush mount plate la 2port qp wallplate,no,
116,LEV 41080-2WP,1G 2-PORT FLUSH MOUNT PL ATE WH,,1G 2-PORT FLUSH MOUNT PL,ATE WH,41080 2wp 1g 2 port flush mount plate white 2port qp wallplate 359190,359190,,b95d65c6-81a4-73a6-d314-f6e7a0f23599,359190,41080 2wp 1g 2 port flush mount plate white 2port qp wallplate,no,
117,LEV 41080-3IP,1G 3-PORT WALL PLATE W/B LANK IV,,1G 3-PORT WALL PLATE W/B,LANK IV,41080 3ip 1g 3 port wall plate w b lank iv p 3port qp wallplate 156115,156115,,b95d65c6-81a4-73a6-d314-f6e7d0f47699,156115,41080 3ip 1g 3 port wall plate w b lank iv p 3port qp wallplate,no,
118,LEV 41080-3WP,1G 3-PORT WALL PLATE W/B LANK WH,,1G 3-PORT WALL PLATE W/B,LANK WH,41080 3wp 1g 3 port wall plate w b lank white p 3port qp wallplate 156117,156117,,b95d65c6-81a4-73a6-d314-f6e7283abb99,156117,41080 3wp 1g 3 port wall plate w b lank white p 3port qp wallplate,no,
119,LEV 41080-4IP,1G 4-PORT WALL PLATE W/B LANK IV,,1G 4-PORT WALL PLATE W/B,LANK IV,41080 4ip 1g 4 port wall plate w b lank iv p 4port qp wallplate 156120,156120,,b95d65c6-81a4-73a6-d314-f6e7d86cf699,156120,41080 4ip 1g 4 port wall plate w b lank iv p 4port qp wallplate,no,
120,LEV 41080-4TP,1G 4-PORT FLUSH MOUNT PL ATE LA,,1G 4-PORT FLUSH MOUNT PL,ATE LA,41080 4tp 1g 4 port flush mount plate la 4port qp wallplate 359176,359176,,b95d65c6-81a4-73a6-d314-f6e73831409a,359176,41080 4tp 1g 4 port flush mount plate la 4port qp wallplate,no,
121,LEV 41080-4WP,1G 4-PORT FLUSH MOUNT PL ATE WH,,1G 4-PORT FLUSH MOUNT PL,ATE WH,41080 4wp 1g 4 port flush mount plate white 4port qp wallplate 359175,359175,,b95d65c6-81a4-73a6-d314-f6e7a0c0939a,359175,41080 4wp 1g 4 port flush mount plate white 4port qp wallplate,no,
122,LEV 41080-6IP,1G 6-PORT FLUSH MOUNT PL ATE IV,,1G 6-PORT FLUSH MOUNT PL,ATE IV,41080 6ip 1g 6 port flush mount plate iv 6port qp wallplate 359169,359169,,b95d65c6-81a4-73a6-d314-f6e74093e49a,359169,41080 6ip 1g 6 port flush mount plate iv 6port qp wallplate,no,
123,LEV 41080-6WP,1G 6-PORT FLUSH MOUNT PL ATE WH,,1G 6-PORT FLUSH MOUNT PL,ATE WH,41080 6wp 1g 6 port flush mount plate white 6port qp wallplate 359173,359173,,b95d65c6-81a4-73a6-d314-f6e728512a9b,359173,41080 6wp 1g 6 port flush mount plate white 6port qp wallplate,no,
124,LEV 41084-FWF,F-TYPE SNAP-IN CONN WHIT E,,F-TYPE SNAP-IN CONN WHIT,E,41084 fwf f type snap in conn white c coupler connector nickel plated 998640,998640,,b95d65c6-81a4-73a6-d314-f6e7487f729b,998640,41084 fwf f type snap in conn white c coupler connector nickel plated,no,
125,LEV 41087-2GP,QUICKPORT DUPLEX 106 INS ERT GRY,,QUICKPORT DUPLEX 106 INS,ERT GRY,"41087 2gp quickport duplex 106 ins ert gry ""duple 2port qp strap gray 786766",786766,,b95d65c6-81a4-73a6-d314-f6e7b03cb69b,786766,"41087 2gp quickport duplex 106 ins ert gry ""duple 2port qp strap gray",no,
126,LEV 4155,MED BASE BOTTOM TURN KNO B SOCKET,,MED BASE BOTTOM TURN KNO,B SOCKET,4155 med base bottom turn kno b socket medium inc with knob 252134,252134,,b95d65c6-81a4-73a6-d314-f6e7f098fb9b,252134,4155 med base bottom turn kno b socket medium inc with knob,no,
127,LEV 41641-I,1-PORT DECORATOR INSERT IV,,1-PORT DECORATOR INSERT,IV,41641 i 1 port decorator insert iv 1port decora 446429,446429,,b95d65c6-81a4-73a6-d314-f6e7e8e03d9c,446429,41641 i 1 port decorator insert iv 1port decora,no,
128,LEV 41641-W,1-PORT DECORATOR INSERT WH,,1-PORT DECORATOR INSERT,WH,41641 w 1 port decorator insert white i 1port decora 446431,446431,,b95d65c6-81a4-73a6-d314-f6e798d1839c,446431,41641 w 1 port decorator insert white i 1port decora,no,
129,LEV 41642-I,2-PORT DECORATOR INSERT IV,,2-PORT DECORATOR INSERT,IV,41642 i 2 port decorator insert iv 2port decora 359151,359151,,b95d65c6-81a4-73a6-d314-f6e7309cd09c,359151,41642 i 2 port decorator insert iv 2port decora,no,
130,LEV 41642-W,2-PORT DECORATOR INSERT WH,,2-PORT DECORATOR INSERT,WH,41642 w 2 port decorator insert white i 2port decora 359146,359146,,b95d65c6-81a4-73a6-d314-f6e7b0c6169d,359146,41642 w 2 port decorator insert white i 2port decora,no,
131,LEV 41643-I,3-PORT DECORATOR INSERT IV,,3-PORT DECORATOR INSERT,IV,41643 i 3 port decorator insert iv 3port decora 359157,359157,,b95d65c6-81a4-73a6-d314-f6e748325e9d,359157,41643 i 3 port decorator insert iv 3port decora,no,
132,LEV 41644-I,4-PORT DECORATOR INSERT IV,,4-PORT DECORATOR INSERT,IV,41644 i 4 port decorator insert iv 4port decora 359162,359162,,b95d65c6-81a4-73a6-d314-f6e7b0bda19d,359162,41644 i 4 port decorator insert iv 4port decora,no,
133,LEV 41644-W,4-PORT DECORATOR INSERT WH,,4-PORT DECORATOR INSERT,WH,41644 w 4 port decorator insert white i 4port decora 359159,359159,,b95d65c6-81a4-73a6-d314-f6e71869e89d,359159,41644 w 4 port decorator insert white i 4port decora,no,
134,LEV 42001-FMC,LEVITON ADAPTER PLATE FL USH,,LEVITON ADAPTER PLATE FL,USH,42001 fmc leviton adapter plate fl ush 239021,239021,,b95d65c6-81a4-73a6-d314-f7e77894db05,239021,42001 fmc leviton adapter plate fl ush,no,
135,LEV 42080-3IP,3-PORT WALL PLATE IVORY,,3-PORT WALL PLATE IVORY,,42080 3ip 3 port wall plate ivory plat 3port dg qp wp w id iv 68683,68683,,b95d65c6-81a4-73a6-d314-f6e7a8ed199e,68683,42080 3ip 3 port wall plate ivory plat 3port dg qp wp w id iv,no,
136,LEV 423-3,SP MINIATURE FEED THRU C ORD SWITCH (423-3)(423),,SP MINIATURE FEED THRU C,ORD SWITCH (423-3)(423),423 3 sp miniature feed thru cord switch th brown white mini fd rot sw spt1 assy 828447,828447,,b95d65c6-81a4-73a6-d314-f6e7d0bf4c9e,828447,423 3 sp miniature feed thru cord switch th brown white mini fd rot sw spt1 assy,no,
137,LEV 47605-140,14 ENCLOSURE W/SCREW COV ER WH,,14 ENCLOSURE W/SCREW COV,ER WH,"47605 140 14 enclosure w screw cov er white 14"" media center and flush mnt cover 283231",283231,,b95d65c6-81a4-73a6-d314-f6e720fa809e,283231,"47605 140 14 enclosure w screw cov er white 14"" media center and flush mnt cover",no,
138,LEV 47605-28D,HINGED COVER F/28 ENCLOS URE WH,,HINGED COVER F/28 ENCLOS,URE WH,47605 28d hinged cover f 28 enclos ure white 2 for serie 280. 283243,283243,,b95d65c6-81a4-73a6-d314-f6e718e9bc9e,283243,47605 28d hinged cover f 28 enclos ure white 2 for serie 280.,no,
139,LEV 47605-42D,HINGED COVER F/42 ENCLOS URE WH,,HINGED COVER F/42 ENCLOS,URE WH,"47605 42d hinged cover f 42 enclos ure white 4 smc 42"" cvr econ hinged. 283256",283256,,b95d65c6-81a4-73a6-d314-f6e778a9f69e,283256,"47605 42d hinged cover f 42 enclos ure white 4 smc 42"" cvr econ hinged.",no,
140,LEV 47605-42W,42 ENCLOSURE W/SCREW COV ER WH,,42 ENCLOSURE W/SCREW COV,ER WH,"47605 42w 42 enclosure w screw cov er white 42"" smc box and flushmnt cover 283248",283248,,b95d65c6-81a4-73a6-d314-f6e7f095289f,283248,"47605 42w 42 enclosure w screw cov er white 42"" smc box and flushmnt cover",no,
141,LEV 47613-EZC,CAT 5E EZ-RJ45 CONNECTOR,,CAT 5E EZ-RJ45 CONNECTOR,,47613 ezc cat 5e ez rj45 connector c cat5e plug sold x 50 pink 912061,912061,,b95d65c6-81a4-73a6-d314-f6e7f85a659f,912061,47613 ezc cat 5e ez rj45 connector c cat5e plug sold x 50 pink,no,
142,LEV 49875,KEYLESS PORCELAIN LAMPHO LDER,,KEYLESS PORCELAIN LAMPHO,LDER,49875 keyless porcelain lampho lder la white porc lamph kless 4 scr 660w250v 814148,814148,,b95d65c6-81a4-73a6-d314-f6e738569d9f,814148,49875 keyless porcelain lampho lder la white porc lamph kless 4 scr 660w250v,no,
143,LEV 4OUMR-4M,4000 SERIES MODBUS METER KIT,,4000 SERIES MODBUS METER,KIT,4oumr 4m 4000 series modbus meter kit 463106,463106,,b95d65c6-81a4-73a6-d314-f7e768f21406,463106,4oumr 4m 4000 series modbus meter kit,no,
144,LEV 5206-S10,3P3W 50A FLSH RANGE REC 25/250V BK(5206-S),,3P3W 50A FLSH RANGE REC,25/250V BK(5206-S),5206 s10 3p3w 50a flsh range rec 25 250v black s ran eb shal sgl flush mnt 50a125 912002,912002,,b95d65c6-81a4-73a6-d314-f6e7a8c5d19f,912002,5206 s10 3p3w 50a flsh range rec 25 250v black s ran eb shal sgl flush mnt 50a125,no,
145,LEV 5207-S10,3P3W 30A FLSH DRYER REC 125/250V BK (5207-S),,3P3W 30A FLSH DRYER REC,125/250V BK (5207-S),5207 s10 3p3w 30a flsh dryer rec 125 250v black s dry eb sgl 3po 3wi flush mnt 30a125 912004,912004,,b95d65c6-81a4-73a6-d314-f6e7a8b40aa0,912004,5207 s10 3p3w 30a flsh dryer rec 125 250v black s dry eb sgl 3po 3wi flush mnt 30a125,no,
146,LEV 52120-M2,1P 120/240V TVSS PANEL U NIT (031-52120-M2)(163-5,,1P 120/240V TVSS PANEL U,NIT (031-52120-M2)(163-5,52120 m2 1p 120 240v tvss panel u nit 031 163 5 894589,894589,,b95d65c6-81a4-73a6-d314-f7e780e48206,894589,52120 m2 1p 120 240v tvss panel u nit 031 163 5,no,
147,LEV 5224-2I,SP/SP COMB TOG SW 15A 120/277V IV,,SP/SP COMB TOG SW 15A,120/277V IV,5224 2i sp comb tog sw 15a 120 277v iv combi 2sw dup w grnd 15a120 277vac. 1038305,1038305,,bce3c7ce-1ee7-32b7-d814-e92390580ac8,1038305,5224 2i sp comb tog sw 15a 120 277v iv combi 2sw dup w grnd 15a120 277vac.,no,
148,LEV 5224-2IS,SP/SP COMB TOG SW 15A 12 0/277V IV (S01-5224-2IS),,SP/SP COMB TOG SW 15A 12,0/277V IV (S01-5224-2IS),5224 2is sp comb tog sw 15a 12 0 277v iv s01 306442,306442,,b95d65c6-81a4-73a6-d314-f6e740603fa0,306442,5224 2is sp comb tog sw 15a 12 0 277v iv s01,no,
149,LEV 5224-2S,SP/SP COMB TOG SW 15A 12 0/277V BRN (S00-5224-2S),,SP/SP COMB TOG SW 15A 12,0/277V BRN (S00-5224-2S),5224 2s sp comb tog sw 15a 12 0 277v brn s00 306441,306441,,b95d65c6-81a4-73a6-d314-f6e708c87da0,306441,5224 2s sp comb tog sw 15a 12 0 277v brn s00,no,
150,LEV 5224-2W,SP/SP COMB TOG SW 15A 12 0/277V WH,,SP/SP COMB TOG SW 15A 12,0/277V WH,5224 2w sp comb tog sw 15a 12 0 277v white combi 2sw dup w grnd 15a120 277vac. 996319,996319,,b95d65c6-81a4-73a6-d314-f6e7607cbca0,996319,5224 2w sp comb tog sw 15a 12 0 277v white combi 2sw dup w grnd 15a120 277vac.,no,
151,LEV 5224-2WS,SP/SP COMB TOG SW 15A 12 0/277V WH (S02-5224-2WS),,SP/SP COMB TOG SW 15A 12,0/277V WH (S02-5224-2WS),5224 2ws sp comb tog sw 15a 12 0 277v white s02 306444,306444,,b95d65c6-81a4-73a6-d314-f6e7507f00a1,306444,5224 2ws sp comb tog sw 15a 12 0 277v white s02,no,
152,LEV 5225-IS,SP/REC COMB DEV 15A 120V IV (S01-5225-IS),,SP/REC COMB DEV 15A 120V,IV (S01-5225-IS),5225 is sp rec comb dev 15a 120v iv s01 15 cb1 se1 10 050. 306470,306470,,b95d65c6-81a4-73a6-d314-f6e7f03f3ba1,306470,5225 is sp rec comb dev 15a 120v iv s01 15 cb1 se1 10 050.,no,
153,LEV 5225-S,SP/REC COMB DEV 15A 120/ 277V BRN (S00-5225-S),,SP/REC COMB DEV 15A 120/,277V BRN (S00-5225-S),5225 s sp rec comb dev 15a 120 277v brn s00 5 15r recep sw combo brown seepk. 306468,306468,,b95d65c6-81a4-73a6-d314-f6e7a89875a1,306468,5225 s sp rec comb dev 15a 120 277v brn s00 5 15r recep sw combo brown seepk.,no,
154,LEV 5225-WS,SP/REC COMB DEV 15A 120/ 277V WH (S02-5225-WS),,SP/REC COMB DEV 15A 120/,277V WH (S02-5225-WS),5225 ws sp rec comb dev 15a 120 277v white s02 15 cb1 se1 10 050. 306471,306471,,b95d65c6-81a4-73a6-d314-f6e76809a9a1,306471,5225 ws sp rec comb dev 15a 120 277v white s02 15 cb1 se1 10 050.,no,
155,LEV 5226-I,SP/PILOT LIGHT COMB DEV 15A 120V (5226-ISP),,SP/PILOT LIGHT COMB DEV,15A 120V (5226-ISP),5226 i sp pilot light comb dev 15a 120v isp sw neon pl combo brown 306477,306477,,b95d65c6-81a4-73a6-d314-f6e768d4e7a1,306477,5226 i sp pilot light comb dev 15a 120v isp sw neon pl combo brown,no,
156,LEV 523,SNAP-IN PLUNGER HO SOCKE T,,SNAP-IN PLUNGER HO SOCKE,T,523 snap in plunger ho socket soc white fluor 660w600v 672649,672649,,b95d65c6-81a4-73a6-d314-f6e770b927a2,672649,523 snap in plunger ho socket soc white fluor 660w600v,no,
157,LEV 524,SNAP-IN STATIONARY HO SO CKET,,SNAP-IN STATIONARY HO SO,CKET,524 snap in stationary ho socket white fluor hi output fixe 660w600v 672650,672650,,b95d65c6-81a4-73a6-d314-f6e7e0c064a2,672650,524 snap in stationary ho socket white fluor hi output fixe 660w600v,no,
158,LEV 5241-I,SP/3WAY COMB TOG SW 15A 120/277V IV,,SP/3WAY COMB TOG SW 15A,120/277V IV,5241 i sp 3way comb tog sw 15a 120 277v iv combi 2sw 3w 15a120 277vac. 306472,306472,,b95d65c6-81a4-73a6-d314-f6e710069fa2,306472,5241 i sp 3way comb tog sw 15a 120 277v iv combi 2sw 3w 15a120 277vac.,no,
159,LEV 5256-VY,2P3W 15A CORD PLUG 125V YL PLASTIC,,2P3W 15A CORD PLUG 125V,YL PLASTIC,5256 vy 2p3w 15a cord plug 125v yellow plastic python 2po 3wi 5 15p 15a125v 362690,362690,,b95d65c6-81a4-73a6-d314-f6e71085d9a2,362690,5256 vy 2p3w 15a cord plug 125v yellow plastic python 2po 3wi 5 15p 15a125v,no,
160,LEV 5259-VY,2P3W 15A CORD CONN 125V YL PLASTIC,,2P3W 15A CORD CONN 125V,YL PLASTIC,5259 vy 2p3w 15a cord conn 125v yellow plastic python 2po 3wi 5 15r 15a125v 362695,362695,,b95d65c6-81a4-73a6-d314-f6e7082212a3,362695,5259 vy 2p3w 15a cord conn 125v yellow plastic python 2po 3wi 5 15r 15a125v,no,
161,LEV 5262-IG,2P3W 15A ISOLATED GRD DU P REC OR,,2P3W 15A ISOLATED GRD DU,P REC OR,5262 ig 2p3w 15a isolated grd du p rec orange dup 2po 3wi 5 15r 15a125v 281098,281098,,b95d65c6-81a4-73a6-d314-f6e710875ea3,281098,5262 ig 2p3w 15a isolated grd du p rec orange dup 2po 3wi 5 15r 15a125v,no,
162,LEV 5262-IGI,2P3W 15A ISOLATED GRD DU P REC IV,,2P3W 15A ISOLATED GRD DU,P REC IV,5262 igi 2p3w 15a isolated grd du p rec iv dup ig 2po 3wi 5 15r 15a125v 281393,281393,,b95d65c6-81a4-73a6-d314-f6e78877a0a3,281393,5262 igi 2p3w 15a isolated grd du p rec iv dup ig 2po 3wi 5 15r 15a125v,no,
163,LEV 5262-S,2P3W 15A SLIM DUP RECEPT BRN,,2P3W 15A SLIM DUP RECEPT,BRN,5262 s 2p3w 15a slim dup recept brn r brown dupl rec grnd 5 15r 125v 564569,564569,,b95d65c6-81a4-73a6-d314-f6e7087adca3,564569,5262 s 2p3w 15a slim dup recept brn r brown dupl rec grnd 5 15r 125v,no,
164,LEV 5266-C,2P3W 15A CORD PLUG 125V NYLON BLK,,2P3W 15A CORD PLUG 125V,NYLON BLK,5266 c 2p3w 15a cord plug 125v nylon blk w1cd str blade 5 15p pl 150044,150044,,b95d65c6-81a4-73a6-d314-f6e7a0f61ca4,150044,5266 c 2p3w 15a cord plug 125v nylon blk w1cd str blade 5 15p pl,no,
165,LEV 5269-C,2P3W 15A CORD CONN 125V NYLON BLK,,2P3W 15A CORD CONN 125V,NYLON BLK,5269 c 2p3w 15a cord conn 125v nylon blk 1cd str bld 15 cn 150047,150047,,b95d65c6-81a4-73a6-d314-f6e7b0265aa4,150047,5269 c 2p3w 15a cord conn 125v nylon blk 1cd str bld 15 cn,no,
166,LEV 5280-IGI,2P3W 15A ISO/GRD HOSP RE C TVSS 125,,2P3W 15A ISO/GRD HOSP RE,C TVSS 125,5280 igi 2p3w 15a iso grd hosp re c tvss 125 iv spd dup rec 15a125v b&s ig 663267,663267,,b95d65c6-81a4-73a6-d314-f6e7582199a4,663267,5280 igi 2p3w 15a iso grd hosp re c tvss 125 iv spd dup rec 15a125v b&s ig,no,
167,LEV 5290,2P3W COMB DUP 15A/125V 1 5A/250V BRN,,2P3W COMB DUP 15A/125V 1,5A/250V BRN,5290 2p3w comb dup 15a 125v 1 5a 250v brn 14157,14157,,b95d65c6-81a4-73a6-d314-f7e7c8549207,14157,5290 2p3w comb dup 15a 125v 1 5a 250v brn,no,
168,LEV 5290-I,2P3W COMB DUP 15A/125V 1 5A/250V IV,,2P3W COMB DUP 15A/125V 1,5A/250V IV,5290 i 2p3w comb dup 15a 125v 1 5a 250v iv 14158,14158,,b95d65c6-81a4-73a6-d314-f7e790d9c707,14158,5290 i 2p3w comb dup 15a 125v 1 5a 250v iv,no,
