extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
169,LEV 5292-S,2P3W COMB DUP REC 15A 12 5V/250V,,2P3W COMB DUP REC 15A 12,5V/250V,5292 s 2p3w comb dup rec 15a 12 5v 250v 1 258283,258283,,b95d65c6-81a4-73a6-d314-f6e710c1dca4,258283,5292 s 2p3w comb dup rec 15a 12 5v 250v 1,no,
170,LEV 5306M-2S7,20A 6-OUTLET HOSP SURGE STRIP,,20A 6-OUTLET HOSP SURGE,STRIP,5306m 2s7 20a 6 outlet hosp surge strip hos white medgrad pwrstrip surge20a 6outlt 7' 559267,559267,,b95d65c6-81a4-73a6-d314-f6e7a88426a5,559267,5306m 2s7 20a 6 outlet hosp surge strip hos white medgrad pwrstrip surge20a 6outlt 7',no,
171,LEV 53503,3WAY 15A 120/277V TOG SW BRN,,3WAY 15A 120/277V TOG SW,BRN,53503 3way 15a 120 277v tog sw brn 14098,14098,,b95d65c6-81a4-73a6-d314-f7e728ea0008,14098,53503 3way 15a 120 277v tog sw brn,no,
172,LEV 5362-IGI,2P3W 20A ISOLATED GRD DU P RECEPT I,,2P3W 20A ISOLATED GRD DU,P RECEPT I,5362 igi 2p3w 20a isolated grd du p recept i iv rec dup ig narrow 2po 3wi 20a125v 281392,281392,,b95d65c6-81a4-73a6-d314-f6e7089e66a5,281392,5362 igi 2p3w 20a isolated grd du p recept i iv rec dup ig narrow 2po 3wi 20a125v,no,
173,LEV 54046-40,2G DUP/1.406 HOLE STAINL ESS 302,,2G DUP/1.406 HOLE STAINL,ESS 302,"54046 40 2g dup 1.406 hole stainl ess 302 1.406"" hol 392393",392393,,b95d65c6-81a4-73a6-d314-f6e7c8cda8a5,392393,"54046 40 2g dup 1.406 hole stainl ess 302 1.406"" hol",no,
174,LEV 54502-I,DP 15A 120/277V TOG SW I V,,DP 15A 120/277V TOG SW I,V,54502 i dp 15a 120 277v tog sw v 14103,14103,,b95d65c6-81a4-73a6-d314-f7e790eb4108,14103,54502 i dp 15a 120 277v tog sw v,no,
175,LEV 54504-2,4W SWITCH PKD,,4W SWITCH PKD,,54504 2 4w switch pkd 832526,832526,,b95d65c6-81a4-73a6-d314-f6e710b2e5a5,832526,54504 2 4w switch pkd,no,
176,LEV 54504-2GY,15A 120/277V FRAMED 4WAY,,15A 120/277V FRAMED 4WAY,,54504 2gy 15a 120 277v framed 4way fra 4 way toggle gray. 832533,832533,,b95d65c6-81a4-73a6-d314-f6e708f81fa6,832533,54504 2gy 15a 120 277v framed 4way fra 4 way toggle gray.,no,
177,LEV 54504-2I,SW SWITCH PKD,,SW SWITCH PKD,,54504 2i sw switch pkd 4 way 832524,832524,,b95d65c6-81a4-73a6-d314-f6e7908956a6,832524,54504 2i sw switch pkd 4 way,no,
178,LEV 54504-2T,CP LA SW TGL 4W 15A,,CP LA SW TGL 4W 15A,,54504 2t cp la sw tgl 4w 15a 1 15a120 277vac 832528,832528,,b95d65c6-81a4-73a6-d314-f6e738c68aa6,832528,54504 2t cp la sw tgl 4w 15a 1 15a120 277vac,no,
179,LEV 54504-2W,4 WAY SWITCHPKD,,4 WAY SWITCHPKD,,54504 2w 4 way switchpkd 832519,832519,,b95d65c6-81a4-73a6-d314-f6e7d0f4bea6,832519,54504 2w 4 way switchpkd,no,
180,LEV 55500-PRT,REPLACEMENT KEY FOR LOCK ING SW,,REPLACEMENT KEY FOR LOCK,ING SW,55500 prt replacement key for lock ing sw tr 654879,654879,,b95d65c6-81a4-73a6-d314-f6e7b024f5a6,654879,55500 prt replacement key for lock ing sw tr,no,
181,LEV 5601-2,15A 120/277V DEC SP SW B ROWN,,15A 120/277V DEC SP SW B,ROWN,5601 2 15a 120 277v dec sp sw brown 832624,832624,,b95d65c6-81a4-73a6-d314-f6e7786c30a7,832624,5601 2 15a 120 277v dec sp sw brown,no,
182,LEV 5601-2E,15A 120/277 SP DEC SW BL K,,15A 120/277 SP DEC SW BL,K,5601 2e 15a 120 277 sp dec sw bl k 277v blk 832625,832625,,b95d65c6-81a4-73a6-d314-f6e7384268a7,832625,5601 2e 15a 120 277 sp dec sw bl k 277v blk,no,
183,LEV 5601-2GY,15A 120/277V SP DEC SW G RAY,,15A 120/277V SP DEC SW G,RAY,5601 2gy 15a 120 277v sp dec sw g ray d gray. 832619,832619,,b95d65c6-81a4-73a6-d314-f6e730d799a7,832619,5601 2gy 15a 120 277v sp dec sw g ray d gray.,no,
184,LEV 5601-2I,IV AC ROCKER SW WCP 15A- 120/27,,IV AC ROCKER SW WCP 15A-,120/27,5601 2i iv ac rocker sw wcp 15a 120 27 wc 277v 832620,832620,,b95d65c6-81a4-73a6-d314-f6e7904edba7,832620,5601 2i iv ac rocker sw wcp 15a 120 27 wc 277v,no,
185,LEV 5601-2T,15A 120/277 SP DEC SW LT ALM,,15A 120/277 SP DEC SW LT,ALM,5601 2t 15a 120 277 sp dec sw lt alm 277v 832623,832623,,b95d65c6-81a4-73a6-d314-f6e778d219a8,832623,5601 2t 15a 120 277 sp dec sw lt alm 277v,no,
186,LEV 5601-2W,15A 120/277V DEC SP SW W HITE,,15A 120/277V DEC SP SW W,HITE,5601 2w 15a 120 277v dec sp sw w hite s white 832618,832618,,b95d65c6-81a4-73a6-d314-f6e7688751a8,832618,5601 2w 15a 120 277v dec sp sw w hite s white,no,
187,LEV 5603-2,15A 120/277V DEC 3WAY SW BRWON,,15A 120/277V DEC 3WAY SW,BRWON,5603 2 15a 120 277v dec 3way sw brwon 3w 3 way brown 832657,832657,,b95d65c6-81a4-73a6-d314-f6e7b06283a8,832657,5603 2 15a 120 277v dec 3way sw brwon 3w 3 way brown,no,
188,LEV 5603-2E,3W ROCKER SWITCH,,3W ROCKER SWITCH,,5603 2e 3w rocker switch 832658,832658,,b95d65c6-81a4-73a6-d314-f6e760d3bca8,832658,5603 2e 3w rocker switch,no,
189,LEV 5603-2GY,15A 120/277V DEC 3WAY SW GRAY,,15A 120/277V DEC 3WAY SW,GRAY,5603 2gy 15a 120 277v dec 3way sw gray 3 way gray. 832654,832654,,b95d65c6-81a4-73a6-d314-f6e7a044f2a8,832654,5603 2gy 15a 120 277v dec 3way sw gray 3 way gray.,no,
190,LEV 5603-2T,3W ROCKER SW,,3W ROCKER SW,,5603 2t 3w rocker sw 832653,832653,,b95d65c6-81a4-73a6-d314-f6e7009136a9,832653,5603 2t 3w rocker sw,no,
191,LEV 5603-2W,3WAY 15A DECORA SWITCH 1 20/277V WH,,3WAY 15A DECORA SWITCH 1,20/277V WH,5603 2w 3way 15a decora switch 1 20 277v white sw 2wcp rocker 817750,817750,,b95d65c6-81a4-73a6-d314-f6e7a8a768a9,817750,5603 2w 3way 15a decora switch 1 20 277v white sw 2wcp rocker,no,
192,LEV 5604-2E,EB DEC AC ROCK SW 4W,,EB DEC AC ROCK SW 4W,,5604 2e eb dec ac rock sw 4w 15a120 277vac. 832663,832663,,b95d65c6-81a4-73a6-d314-f6e7f8269ea9,832663,5604 2e eb dec ac rock sw 4w 15a120 277vac.,no,
193,LEV 5604-2GY,GY DEC AC ROCK SW 4W 15A 125V,,GY DEC AC ROCK SW 4W 15A,125V,5604 2gy gray dec ac rock sw 4w 15a 125v 15a120 277vac. 832759,832759,,b95d65c6-81a4-73a6-d314-f6e74885cca9,832759,5604 2gy gray dec ac rock sw 4w 15a 125v 15a120 277vac.,no,
194,LEV 5604-2I,IV DEC AC ROCK SW 4W 15A 125V,,IV DEC AC ROCK SW 4W 15A,125V,5604 2i iv dec ac rock sw 4w 15a 125v 15a120 277vac. 832766,832766,,b95d65c6-81a4-73a6-d314-f6e7780d00aa,832766,5604 2i iv dec ac rock sw 4w 15a 125v 15a120 277vac.,no,
195,LEV 5604-2T,LA DEC AC ROCK SW 4W 15A 125V,,LA DEC AC ROCK SW 4W 15A,125V,5604 2t la dec ac rock sw 4w 15a 125v 15a120 277vac. 832765,832765,,b95d65c6-81a4-73a6-d314-f6e7e0b12aaa,832765,5604 2t la dec ac rock sw 4w 15a 125v 15a120 277vac.,no,
196,LEV 5604-2W,4WAY 15A DECORA SWITCH 1 20/277V WH,,4WAY 15A DECORA SWITCH 1,20/277V WH,5604 2w 4way 15a decora switch 1 20 277v white sw dec ac rock 4w 15a120 277vac. 817757,817757,,b95d65c6-81a4-73a6-d314-f6e728615baa,817757,5604 2w 4way 15a decora switch 1 20 277v white sw dec ac rock 4w 15a120 277vac.,no,
197,LEV 5621-2I,SP 20A DECORA SWITCH 120 /277V IV,,SP 20A DECORA SWITCH 120,/277V IV,5621 2i sp 20a decora switch 120 277v iv swit sw dec b s wired 20a125 277vac. 153634,153634,,b95d65c6-81a4-73a6-d314-f6e758278daa,153634,5621 2i sp 20a decora switch 120 277v iv swit sw dec b s wired 20a125 277vac.,no,
198,LEV 5621-2W,SP 20A DECORA SWITCH 120 /277V WH,,SP 20A DECORA SWITCH 120,/277V WH,5621 2w sp 20a decora switch 120 277v white swit sw dec b s wired 20a125 277vac. 153671,153671,,b95d65c6-81a4-73a6-d314-f6e7b03cc0aa,153671,5621 2w sp 20a decora switch 120 277v white swit sw dec b s wired 20a125 277vac.,no,
199,LEV 5623-2A,3WAY 20A DECORA SWITCH 1 20/277V AL,,3WAY 20A DECORA SWITCH 1,20/277V AL,5623 2a 3way 20a decora switch 1 20 277v aluminum sw 640036,640036,,b95d65c6-81a4-73a6-d314-f6e7e00bfdaa,640036,5623 2a 3way 20a decora switch 1 20 277v aluminum sw,no,
200,LEV 5623-2I,3WAY 20A DECORA SWITCH 1 20/277V IV,,3WAY 20A DECORA SWITCH 1,20/277V IV,5623 2i 3way 20a decora switch 1 20 277v iv sw dec 3w b s wired 20a125 277vac. 153635,153635,,b95d65c6-81a4-73a6-d314-f6e728c438ab,153635,5623 2i 3way 20a decora switch 1 20 277v iv sw dec 3w b s wired 20a125 277vac.,no,
201,LEV 5623-2W,3WAY 20A DECORA SWITCH 1 20/277V WH,,3WAY 20A DECORA SWITCH 1,20/277V WH,5623 2w 3way 20a decora switch 1 20 277v white sw dec 3w b s wired 20a125 277vac. 153680,153680,,b95d65c6-81a4-73a6-d314-f6e738e56bab,153680,5623 2w 3way 20a decora switch 1 20 277v white sw dec 3w b s wired 20a125 277vac.,no,
202,LEV 5641-W,SP/3WAY COMB DEC SW 15A 120/277V WH,,SP/3WAY COMB DEC SW 15A,120/277V WH,5641 w sp 3way comb dec sw 15a 120 277v white combi 3w 15a120 277vac. 39554,39554,,b95d65c6-81a4-73a6-d314-f6e7f81ea4ab,39554,5641 w sp 3way comb dec sw 15a 120 277v white combi 3w 15a120 277vac.,no,
203,LEV 5735,SPDT 15A BAT TOG SW 125V ON-OFF-ON/MOM,,SPDT 15A BAT TOG SW 125V,ON-OFF-ON/MOM,5735 spdt 15a bat tog sw 125v on off mom 1 14067,14067,,b95d65c6-81a4-73a6-d314-f6e7c01ed2ab,14067,5735 spdt 15a bat tog sw 125v on off mom 1,no,
204,LEV 5743,DPDT 15A BAT TOG SW 125V ON-ON,,DPDT 15A BAT TOG SW 125V,ON-ON,5743 dpdt 15a bat tog sw 125v on 1 14068,14068,,b95d65c6-81a4-73a6-d314-f6e7c0b00dac,14068,5743 dpdt 15a bat tog sw 125v on 1,no,
205,LEV 5G596-U89,12PORT 5E BLOCK,,12PORT 5E BLOCK,,5g596 u89 12port 5e block 12p cat 89d patch panel w mtn brkt 307112,307112,,b95d65c6-81a4-73a6-d314-f6e7886248ac,307112,5g596 u89 12port 5e block 12p cat 89d patch panel w mtn brkt,no,
206,LEV 6-B,3 BRASS BALL CHAIN W/END BEEL & CONN (6-5B),,3 BRASS BALL CHAIN W/END,BEEL & CONN (6-5B),6 b 3 brass ball chain w end beel & conn 5b 3' bs foot extension no 252173,252173,,b95d65c6-81a4-73a6-d314-f6e708ff7bac,252173,6 b 3 brass ball chain w end beel & conn 5b 3' bs foot extension no,no,
207,LEV 6196-VFS,1G DECORA VERT DIE-CAST WP COVER,,1G DECORA VERT DIE-CAST,WP COVER,6196 vfs 1g decora vert die cast wp cover di 825632,825632,,b95d65c6-81a4-73a6-d314-f6e7f8aeb8ac,825632,6196 vfs 1g decora vert die cast wp cover di,no,
208,LEV 6661-P1W,2-12 40W FLUOR LAMP DIMM ER WHT,,2-12 40W FLUOR LAMP DIMM,ER WHT,6661 p1w 2 12 40w fluor lamp dimm er wht la 871193,871193,,b95d65c6-81a4-73a6-d314-f6e7c8e5f7ac,871193,6661 p1w 2 12 40w fluor lamp dimm er wht la,no,
209,LEV 66DF-10I,SP LED DIMMER/FAN SPEED CONTROL IV,,SP LED DIMMER/FAN SPEED,CONTROL IV,66df 10i sp led dimmer fan speed control iv sureslide univ light 120v 246115,246115,,b95d65c6-81a4-73a6-d314-f6e7902d33ad,246115,66df 10i sp led dimmer fan speed control iv sureslide univ light 120v,no,
210,LEV 66DF-10W,SP LED DIMMER/FAN SPEED CONTROL WH,,SP LED DIMMER/FAN SPEED,CONTROL WH,66df 10w sp led dimmer fan speed control white sureslide univ light 120v 246116,246116,,b95d65c6-81a4-73a6-d314-f6e758f476ad,246116,66df 10w sp led dimmer fan speed control white sureslide univ light 120v,no,
211,LEV 697-I,2P3W 15A PLUG-IN TRI-TAP 125V IV,,2P3W 15A PLUG-IN TRI-TAP,125V IV,697 i 2p3w 15a plug in tri tap 125v iv triple outlet adapter. 252138,252138,,b95d65c6-81a4-73a6-d314-f6e72813ecad,252138,697 i 2p3w 15a plug in tri tap 125v iv triple outlet adapter.,no,
212,LEV 697-W,2P3W 15A PLUG-IN TRI-TAP 125V WH,,2P3W 15A PLUG-IN TRI-TAP,125V WH,697 w 2p3w 15a plug in tri tap 125v white triple outlet adapter 254652,254652,,b95d65c6-81a4-73a6-d314-f6e750af27ae,254652,697 w 2p3w 15a plug in tri tap 125v white triple outlet adapter,no,
213,LEV 7080-M,PUSH-THRU SOCKET INTERIO R,,PUSH-THRU SOCKET INTERIO,R,7080 m push thru socket interior in eb lamph int pushthru 1 8ips bush660250v 252196,252196,,b95d65c6-81a4-73a6-d314-f6e768fd5cae,252196,7080 m push thru socket interior in eb lamph int pushthru 1 8ips bush660250v,no,
214,LEV 7090-M,3WAY SOCKET INTERIOR,,3WAY SOCKET INTERIOR,,7090 m 3way socket interior interio ime aluminum pb1 25 100 254641,254641,,b95d65c6-81a4-73a6-d314-f6e7500996ae,254641,7090 m 3way socket interior interio ime aluminum pb1 25 100,no,
215,LEV 7090-PG,3WAY TURN LAMP SOCKET BR ASS 660W,,3WAY TURN LAMP SOCKET BR,ASS 660W,7090 pg 3way turn lamp socket brown ass 660w soc lamph int tknob 3lite 1 8 ips250w250v 252121,252121,,b95d65c6-81a4-73a6-d314-f6e7f0fcd4ae,252121,7090 pg 3way turn lamp socket brown ass 660w soc lamph int tknob 3lite 1 8 ips250w250v,no,
216,LEV 7380-B,2P3W 20A 125V 720J SURGE W/ALARM BL,,2P3W 20A 125V 720J SURGE,W/ALARM BL,7380 b 2p3w 20a 125v 720j surge w alarm bl blue dup dec tvss rec 20a125v 170773,170773,,b95d65c6-81a4-73a6-d314-f6e7d0f014af,170773,7380 b 2p3w 20a 125v 720j surge w alarm bl blue dup dec tvss rec 20a125v,no,
217,LEV 7770,50A WP TWIST-LOCK LIFT L ID COVER,,50A WP TWIST-LOCK LIFT L,ID COVER,7770 50a wp twist lock lift l id cover lif gray plate rec 1g wr 50amp 433360,433360,,b95d65c6-81a4-73a6-d314-f6e780604aaf,433360,7770 50a wp twist lock lift l id cover lif gray plate rec 1g wr 50amp,no,
218,LEV 80050-500,MR16 SOCKET MINIATURE BI -PIN,,MR16 SOCKET MINIATURE BI,#NAME?,80050 500 mr16 socket miniature bi pin #name? mini quartz lampholde 82261,82261,,b95d65c6-81a4-73a6-d314-f6e7d88dabaf,82261,80050 500 mr16 socket miniature bi pin #name? mini quartz lampholde,no,
219,LEV 80301-SW,1G *SCREWLESS* DECORA PL ATE WHT (80301W),,1G *SCREWLESS* DECORA PL,ATE WHT (80301W),80301 sw 1g *screwless* decora plate wht 80301w de white scrlwp dec new design std size 834018,834018,,b95d65c6-81a4-73a6-d314-f6e74090d7af,834018,80301 sw 1g *screwless* decora plate wht 80301w de white scrlwp dec new design std size,no,
220,LEV 80312-SW,4G *SCREWLESS* DECORA PL ATE WHT (80312W),,4G *SCREWLESS* DECORA PL,ATE WHT (80312W),80312 sw 4g *screwless* decora plate wht 80312w de white scrlwp dec new design std size 833940,833940,,b95d65c6-81a4-73a6-d314-f6e748fb09b0,833940,80312 sw 4g *screwless* decora plate wht 80312w de white scrlwp dec new design std size,no,
221,LEV 80409-NR,2G DECORA PLATE NYLON RE D,,2G DECORA PLATE NYLON RE,D,80409 nr 2g decora plate nylon red n wp std size dec w scr 396356,396356,,b95d65c6-81a4-73a6-d314-f6e7c01239b0,396356,80409 nr 2g decora plate nylon red n wp std size dec w scr,no,
222,LEV 80421-W,3G 2TOG/1DEC PLATE WH,,3G 2TOG/1DEC PLATE WH,,80421 w 3g 2tog 1dec plate white 156140,156140,,b95d65c6-81a4-73a6-d314-f6e730cc69b0,156140,80421 w 3g 2tog 1dec plate white,no,
223,LEV 80431-I,3G 2DEC/1TOG PLATE IV,,3G 2DEC/1TOG PLATE IV,,80431 i 3g 2dec 1tog plate iv wp 1tgl 375161,375161,,b95d65c6-81a4-73a6-d314-f6e7d80c95b0,375161,80431 i 3g 2dec 1tog plate iv wp 1tgl,no,
224,LEV 80431-T,3G 2DEC/1TOG PLATE LA,,3G 2DEC/1TOG PLATE LA,,80431 t 3g 2dec 1tog plate la wp 1tgl 57926,57926,,b95d65c6-81a4-73a6-d314-f6e7f0a3c2b0,57926,80431 t 3g 2dec 1tog plate la wp 1tgl,no,
225,LEV 80431-W,3G 2DEC/1TOG PLATE WH,,3G 2DEC/1TOG PLATE WH,,80431 w 3g 2dec 1tog plate white wp 1tgl 14149,14149,,b95d65c6-81a4-73a6-d314-f6e7301feeb0,14149,80431 w 3g 2dec 1tog plate white wp 1tgl,no,
226,LEV 80455,2G DUP/DEC PLATE BRN,,2G DUP/DEC PLATE BRN,,80455 2g dup dec plate brn brown wp deco std size 251813,251813,,b95d65c6-81a4-73a6-d314-f6e718991db1,251813,80455 2g dup dec plate brn brown wp deco std size,no,
227,LEV 80479-W,2G PHONE/DEC PLATE IV,,2G PHONE/DEC PLATE IV,,80479 w 2g phone dec plate iv white wp tel deco std size strap mnt 768596,768596,,b95d65c6-81a4-73a6-d314-f6e758154db1,768596,80479 w 2g phone dec plate iv white wp tel deco std size strap mnt,no,
228,LEV 8052-1,PORC SOCKET W/L-BRACKET & LEADS,,PORC SOCKET W/L-BRACKET,& LEADS,"8052 1 porc socket w l bracket & leads bra white ug long 18ga tew 9"" 660w250v 252133",252133,,b95d65c6-81a4-73a6-d314-f6e7281988b1,252133,"8052 1 porc socket w l bracket & leads bra white ug long 18ga tew 9"" 660w250v",no,
229,LEV 80601-W,1G DECORA MID/SIZE PLATE WH,,1G DECORA MID/SIZE PLATE,WH,80601 w 1g decora mid size plate white 460174,460174,,b95d65c6-81a4-73a6-d314-f6e7d8a8c0b1,460174,80601 w 1g decora mid size plate white,no,
230,LEV 80700-W,BLANK TOGGLE INSERT WH,,BLANK TOGGLE INSERT WH,,80700 w blank toggle insert white inser plastic 156265,156265,,b95d65c6-81a4-73a6-d314-f6e75883f2b1,156265,80700 w blank toggle insert white inser plastic,no,
231,LEV 80703,1G DUP PLATE NYLON BRN,,1G DUP PLATE NYLON BRN,,80703 1g dup plate nylon brn 205605,205605,,b95d65c6-81a4-73a6-d314-f6e758e620b2,205605,80703 1g dup plate nylon brn,no,
232,LEV 80703-ORG,1G DUP PLATE NYLON ORANG E,,1G DUP PLATE NYLON ORANG,E,80703 org 1g dup plate nylon orang e nyl orange wp outlet w cap scr 573787,573787,,b95d65c6-81a4-73a6-d314-f6e7d8554fb2,573787,80703 org 1g dup plate nylon orang e nyl orange wp outlet w cap scr,no,
233,LEV 80708-I,2G BLANK/DEC PLATE NYLON IV,,2G BLANK/DEC PLATE NYLON,IV,80708 i 2g blank dec plate nylon iv wp 1 deco strap mnt 931427,931427,,b95d65c6-81a4-73a6-d314-f6e7603c7cb2,931427,80708 i 2g blank dec plate nylon iv wp 1 deco strap mnt,no,
234,LEV 80708-W,2G BLANK/DEC PLATE NYLON WH,,2G BLANK/DEC PLATE NYLON,WH,80708 w 2g blank dec plate nylon white wp 1 deco strap mnt 445239,445239,,b95d65c6-81a4-73a6-d314-f6e7281fb3b2,445239,80708 w 2g blank dec plate nylon white wp 1 deco strap mnt,no,
235,LEV 80709-R,2G TOG PLATE NYLON RED ( P&S TP2-RED),,2G TOG PLATE NYLON RED (,P&S TP2-RED),80709 r 2g tog plate nylon red p&s tp2 n2 687050,687050,,b95d65c6-81a4-73a6-d314-f6e7b0f3e2b2,687050,80709 r 2g tog plate nylon red p&s tp2 n2,no,
236,LEV 80711-R,3G TOG PLATE NYLON RED,,3G TOG PLATE NYLON RED,,80711 r 3g tog plate nylon red wp tgl sw thermopl 687051,687051,,b95d65c6-81a4-73a6-d314-f6e7204e0eb3,687051,80711 r 3g tog plate nylon red wp tgl sw thermopl,no,
237,LEV 80726,BR WP 2G SGL OUTLET 2.14 5 DIA,,BR WP 2G SGL OUTLET 2.14,5 DIA,"80726 brown wp 2g sgl outlet 2.14 5 dia 2,145 nylon 832898",832898,,b95d65c6-81a4-73a6-d314-f6e750383ab3,832898,"80726 brown wp 2g sgl outlet 2.14 5 dia 2,145 nylon",no,
238,LEV 80726-I,2G POWER RECPT NYLON PLA TE IV,,2G POWER RECPT NYLON PLA,TE IV,"80726 i 2g power recpt nylon plate iv nyl wp sgl outlet 2,145 dia 519738",519738,,b95d65c6-81a4-73a6-d314-f6e7402f67b3,519738,"80726 i 2g power recpt nylon plate iv nyl wp sgl outlet 2,145 dia",no,
239,LEV 80726-W,2G POWER RECPT NYLON PLA TE WH,,2G POWER RECPT NYLON PLA,TE WH,"80726 w 2g power recpt nylon plate white nyl wp sgl outlet 2,145 dia 519739",519739,,b95d65c6-81a4-73a6-d314-f6e790eb96b3,519739,"80726 w 2g power recpt nylon plate white nyl wp sgl outlet 2,145 dia",no,
240,LEV 80728-E,1G POWER RECPT NYLON PLA TE BK,,1G POWER RECPT NYLON PLA,TE BK,"80728 e 1g power recpt nylon plate black nyl eb wp sgl outlet 2,147 dia 519741",519741,,b95d65c6-81a4-73a6-d314-f6e7a073d6b3,519741,"80728 e 1g power recpt nylon plate black nyl eb wp sgl outlet 2,147 dia",no,
241,LEV 80743-W,4G 3TOG/DUP PLATE NYLON WH,,4G 3TOG/DUP PLATE NYLON,WH,80743 w 4g 3tog dup plate nylon white wp 3tgl 1deco 519743,519743,,b95d65c6-81a4-73a6-d314-f6e7d8660ab4,519743,80743 w 4g 3tog dup plate nylon white wp 3tgl 1deco,no,
242,LEV 80746-I,2G DUP/DEC PLATE NYLON I V,,2G DUP/DEC PLATE NYLON I,V,80746 i 2g dup dec plate nylon v n iv wp 1dup 1deco 519745,519745,,b95d65c6-81a4-73a6-d314-f6e7300a50b4,519745,80746 i 2g dup dec plate nylon v n iv wp 1dup 1deco,no,
243,LEV 80746-R,2G DUP/DEC PLATE NYLON R ED,,2G DUP/DEC PLATE NYLON R,ED,80746 r 2g dup dec plate nylon red n standard wallplate recep 883939,883939,,b95d65c6-81a4-73a6-d314-f6e7e05f81b4,883939,80746 r 2g dup dec plate nylon red n standard wallplate recep,no,
244,LEV 80746-W,2G DUP/DEC PLATE NYLON W H,,2G DUP/DEC PLATE NYLON W,H,80746 w 2g dup dec plate nylon h n white wp 1dup 1deco 102811,102811,,b95d65c6-81a4-73a6-d314-f6e760d2bbb4,102811,80746 w 2g dup dec plate nylon h n white wp 1dup 1deco,no,
245,LEV 81009,2G TOG PLATE BRASS,,2G TOG PLATE BRASS,,81009 2g tog plate brass 156250,156250,,b95d65c6-81a4-73a6-d314-f6e730eef2b4,156250,81009 2g tog plate brass,no,
246,LEV 8101,SIGN SOCKET PORC W/LEADS WH,,SIGN SOCKET PORC W/LEADS,WH,8101 sign socket porc w leads white le inc lphldr porcln med keylss 660w250v 252126,252126,,b95d65c6-81a4-73a6-d314-f6e7d0cf34b5,252126,8101 sign socket porc w leads white le inc lphldr porcln med keylss 660w250v,no,
247,LEV 8300-SGG,2P3W 20A 125V TAMPER RES ISTANT REC,,2P3W 20A 125V TAMPER RES,ISTANT REC,8300 sgg 2p3w 20a 125v tamper res istant rec tam gray dup hg tr 2po 3wi 20a125v 89677,89677,,b95d65c6-81a4-73a6-d314-f6e760236ab5,89677,8300 sgg 2p3w 20a 125v tamper res istant rec tam gray dup hg tr 2po 3wi 20a125v,no,
248,LEV 8300-SGR,2P3W 20A 125V TAMPER RES ISTANT REC,,2P3W 20A 125V TAMPER RES,ISTANT REC,8300 sgr 2p3w 20a 125v tamper res istant rec tam red dupl tr new design 855624,855624,,b95d65c6-81a4-73a6-d314-f6e7b046a6b5,855624,8300 sgr 2p3w 20a 125v tamper res istant rec tam red dupl tr new design,no,
249,LEV 84001-40,1G TOG PLATE 302SS,,1G TOG PLATE 302SS,,84001 40 1g tog plate 302ss 302s toggle satin stainless steel 302 156143,156143,,b95d65c6-81a4-73a6-d314-f6e798e2f9b5,156143,84001 40 1g tog plate 302ss 302s toggle satin stainless steel 302,no,
250,LEV 84003-40,1G DUP PLATE 302SS (HUB SS82),,1G DUP PLATE 302SS (HUB,SS82),84003 40 1g dup plate 302ss hub ss82 302s stainless steel metal wallplate satin 302 1duplex 156146,156146,,b95d65c6-81a4-73a6-d314-f6e728af38b6,156146,84003 40 1g dup plate 302ss hub ss82 302s stainless steel metal wallplate satin 302 1duplex,no,
251,LEV 84009-40,2G TOG PLATE 302SS,,2G TOG PLATE 302SS,,84009 40 2g tog plate 302ss 302s stainless steel metal wallplate satin 302 2toggle 156152,156152,,b95d65c6-81a4-73a6-d314-f6e7982570b6,156152,84009 40 2g tog plate 302ss 302s stainless steel metal wallplate satin 302 2toggle,no,
252,LEV 84011-40,3G TOG PLATE 302SS (HUB SS3),,3G TOG PLATE 302SS (HUB,SS3),84011 40 3g tog plate 302ss hub ss3 156161,156161,,b95d65c6-81a4-73a6-d314-f6e74831a5b6,156161,84011 40 3g tog plate 302ss hub ss3,no,
253,LEV 84012-40,4G TOG PLATE 302SS,,4G TOG PLATE 302SS,,84012 40 4g tog plate 302ss 156163,156163,,b95d65c6-81a4-73a6-d314-f6e78022d1b6,156163,84012 40 4g tog plate 302ss,no,
254,LEV 84014-40,1G BLANK PLATE 302SS,,1G BLANK PLATE 302SS,,84014 40 1g blank plate 302ss 156165,156165,,b95d65c6-81a4-73a6-d314-f6e7c8b801b7,156165,84014 40 1g blank plate 302ss,no,
255,LEV 84016,2G DUP PLATE 430SS,,2G DUP PLATE 430SS,,84016 2g dup plate 430ss 156167,156167,,b95d65c6-81a4-73a6-d314-f6e798eb30b7,156167,84016 2g dup plate 430ss,no,
256,LEV 84023-40,5G TOG PLATE 302SS,,5G TOG PLATE 302SS,,84023 40 5g tog plate 302ss 156175,156175,,b95d65c6-81a4-73a6-d314-f6e7c0b36db7,156175,84023 40 5g tog plate 302ss,no,
257,LEV 84025,2G BLANK PLATE 430SS,,2G BLANK PLATE 430SS,,84025 2g blank plate 430ss stainless steel wallplate satin 430 156177,156177,,b95d65c6-81a4-73a6-d314-f6e720e798b7,156177,84025 2g blank plate 430ss stainless steel wallplate satin 430,no,
